rt_id;rt_code;rt_code_ext;rt_fo_code;rt_fo_ordr;rt_comment;rt_creadat;rt_majdate;rt_majsrc;rt_abddate;rt_abdsrc
55946;62075360;;FO000000111322;4;;05/07/2023 00:00;;;;
55947;62075360;;FO000000111610;5;;05/07/2023 00:00;;;;
55948;62077159;;FO000000171187;1;;05/07/2023 00:00;;;;
55949;62080597;;FO000000071307;1;;05/07/2023 00:00;;;;
55950;62080597;;FO000000001261;2;;05/07/2023 00:00;;;;
55951;62080597;;FO000000047367;3;;05/07/2023 00:00;;;;
55952;62080597;;FO000000082743;4;;05/07/2023 00:00;;;;
55953;62080597;;FO000000082599;5;;05/07/2023 00:00;;;;
55954;62080597;;FO000000055107;6;;05/07/2023 00:00;;;;
55955;62080597;;FO000000010825;7;;05/07/2023 00:00;;;;
55956;62080597;;FO000000031143;8;;05/07/2023 00:00;;;;
55957;62080597;;FO000000047079;9;;05/07/2023 00:00;;;;
55958;62080597;;FO000000060003;10;;05/07/2023 00:00;;;;
55959;62080597;;FO000000063243;11;;05/07/2023 00:00;;;;
55960;62080597;;FO000000166859;12;;05/07/2023 00:00;;;;
55961;62085280;;FO000000193703;1;;05/07/2023 00:00;;;;
55962;62085804;;FO000000186931;1;;05/07/2023 00:00;;;;
55963;62088241;;FO000000101186;1;;05/07/2023 00:00;;;;
55964;62088241;;FO000000101114;2;;05/07/2023 00:00;;;;
55965;62090431;;FO000000042423;1;;05/07/2023 00:00;;;;
55966;62090431;;FO000000041655;2;;05/07/2023 00:00;;;;
55967;62090431;;FO000000128279;3;;05/07/2023 00:00;;;;
55968;62097089;;FO000000231695;1;;05/07/2023 00:00;;;;
55969;62097089;;FO000000231983;2;;05/07/2023 00:00;;;;
55970;62097089;;FO000000232127;3;;05/07/2023 00:00;;;;
55971;62097089;;FO000000232271;4;;05/07/2023 00:00;;;;
55972;62098474;;FO000000236186;1;;05/07/2023 00:00;;;;
55973;62098474;;FO000000236330;2;;05/07/2023 00:00;;;;
55974;62098474;;FO000000266596;3;;05/07/2023 00:00;;;;
55975;62098474;;FO000000266740;4;;05/07/2023 00:00;;;;
55976;62102414;;FO000000059472;12;;05/07/2023 00:00;;;;
55977;62102414;;FO000000059616;13;;05/07/2023 00:00;;;;
55978;62102414;;FO000000002350;14;;05/07/2023 00:00;;;;
55979;62102414;;FO000000203012;15;;05/07/2023 00:00;;;;
55980;62102414;;FO000000203156;16;;05/07/2023 00:00;;;;
55981;62102414;;FO000000019464;17;;05/07/2023 00:00;;;;
55982;62102414;;FO000000092328;18;;05/07/2023 00:00;;;;
55983;62102414;;FO000000084156;19;;05/07/2023 00:00;;;;
55984;62102414;;FO000000084300;20;;05/07/2023 00:00;;;;
55985;62102414;;FO000000218267;21;;05/07/2023 00:00;;;;
55986;62102414;;FO000000218519;22;;05/07/2023 00:00;;;;
55987;62102414;;FO000000218123;23;;05/07/2023 00:00;;;;
55988;62102414;;FO000000043536;24;;05/07/2023 00:00;;;;
55989;62102414;;FO000000042036;25;;05/07/2023 00:00;;;;
55990;62102414;;FO000000062904;26;;05/07/2023 00:00;;;;
55991;62102414;;FO000000063072;27;;05/07/2023 00:00;;;;
55992;62102414;;FO000000039312;28;;05/07/2023 00:00;;;;
55993;62102414;;FO000000008734;29;;05/07/2023 00:00;;;;
55994;62102414;;FO000000009406;30;;05/07/2023 00:00;;;;
55995;62102414;;FO000000009550;31;;05/07/2023 00:00;;;;
55996;62102414;;FO000000067600;32;;05/07/2023 00:00;;;;
55997;62102414;;FO000000009690;33;;05/07/2023 00:00;;;;
55998;62102414;;FO000000009616;34;;05/07/2023 00:00;;;;
55999;62102414;;FO000000094254;35;;05/07/2023 00:00;;;;
56000;62102414;;FO000000076908;36;;05/07/2023 00:00;;;;
56001;62102414;;FO000000097582;37;;05/07/2023 00:00;;;;
56002;62102414;;FO000000097462;38;;05/07/2023 00:00;;;;
56003;62102414;;FO000000108996;39;;05/07/2023 00:00;;;;
56004;62102414;;FO000000134370;40;;05/07/2023 00:00;;;;
56005;62102414;;FO000000134418;41;;05/07/2023 00:00;;;;
56006;62102414;;FO000000078472;42;;05/07/2023 00:00;;;;
56007;62104852;;FO000000088746;3;;05/07/2023 00:00;;;;
56008;62104852;;FO000000088890;4;;05/07/2023 00:00;;;;
56009;62104852;;FO000000012400;5;;05/07/2023 00:00;;;;
56010;62104852;;FO000000076014;6;;05/07/2023 00:00;;;;
56011;62104852;;FO000000076158;7;;05/07/2023 00:00;;;;
56012;62104852;;FO000000047142;8;;05/07/2023 00:00;;;;
56013;62104852;;FO000000019230;9;;05/07/2023 00:00;;;;
56014;62104852;;FO000000115352;10;;05/07/2023 00:00;;;;
56015;62104852;;FO000000166922;11;;05/07/2023 00:00;;;;
56016;62106466;;FO000000219100;1;;05/07/2023 00:00;;;;
56017;62112110;;FO000000010298;16;;05/07/2023 00:00;;;;
56018;62113620;;FO000000093636;3;;05/07/2023 00:00;;;;
56019;62128089;;FO000000213726;1;;05/07/2023 00:00;;;;
56020;62128089;;FO000000213870;2;;05/07/2023 00:00;;;;
56021;62128089;;FO000000214014;3;;05/07/2023 00:00;;;;
56022;62133461;;FO000000237125;3;;05/07/2023 00:00;;;;
56023;62133461;;FO000000254603;4;;05/07/2023 00:00;;;;
56024;62141550;;FO000000076597;6;;05/07/2023 00:00;;;;
56025;62141550;;FO000000076525;7;;05/07/2023 00:00;;;;
56026;62141550;;FO000000117861;8;;05/07/2023 00:00;;;;
56027;62141550;;FO000000118005;9;;05/07/2023 00:00;;;;
56028;62141550;;FO000000154123;10;;05/07/2023 00:00;;;;
56029;62141550;;FO000000060827;11;;05/07/2023 00:00;;;;
56030;62141550;;FO000000123145;12;;05/07/2023 00:00;;;;
56031;62141550;;FO000000117565;13;;05/07/2023 00:00;;;;
56032;62141550;;FO000000060971;14;;05/07/2023 00:00;;;;
56033;62141550;;FO000000061115;15;;05/07/2023 00:00;;;;
56034;62141550;;FO000000003693;16;;05/07/2023 00:00;;;;
56035;62141550;;FO000000253950;17;;05/07/2023 00:00;;;;
56036;62141550;;FO000000137431;18;;05/07/2023 00:00;;;;
56037;62141550;;FO000000137287;19;;05/07/2023 00:00;;;;
56038;62141550;;FO000000102767;20;;05/07/2023 00:00;;;;
56039;62141550;;FO000000015491;21;;05/07/2023 00:00;;;;
56040;62141550;;FO000000137095;22;;05/07/2023 00:00;;;;
56041;62141550;;FO000000136951;23;;05/07/2023 00:00;;;;
56042;62141550;;FO000000072683;24;;05/07/2023 00:00;;;;
56043;62141550;;FO000000020879;25;;05/07/2023 00:00;;;;
56044;62141550;;FO000000072183;26;;05/07/2023 00:00;;;;
56045;62141550;;FO000000072375;27;;05/07/2023 00:00;;;;
56046;62141550;;FO000000072519;28;;05/07/2023 00:00;;;;
56047;62141550;;FO000000047499;29;;05/07/2023 00:00;;;;
56048;62141550;;FO000000116981;30;;05/07/2023 00:00;;;;
56049;62141550;;FO000000116909;31;;05/07/2023 00:00;;;;
56050;62141550;;FO000000055239;32;;05/07/2023 00:00;;;;
56051;62141550;;FO000000030351;33;;05/07/2023 00:00;;;;
56052;62141550;;FO000000047907;34;;05/07/2023 00:00;;;;
56053;62141550;;FO000000145955;35;;05/07/2023 00:00;;;;
56054;62141550;;FO000000145931;36;;05/07/2023 00:00;;;;
56055;62150465;;FO000000156651;20;;05/07/2023 00:00;;;;
56056;62150465;;FO000000156795;21;;05/07/2023 00:00;;;;
56057;62150465;;FO000000156939;22;;05/07/2023 00:00;;;;
56058;62150465;;FO000000157227;23;;05/07/2023 00:00;;;;
56059;62150465;;FO000000227515;24;;05/07/2023 00:00;;;;
56060;62150465;;FO000000157083;25;;05/07/2023 00:00;;;;
56061;62150481;;FO000000058363;1;;05/07/2023 00:00;;;;
56062;62150481;;FO000000058423;2;;05/07/2023 00:00;;;;
56063;62150481;;FO000000058483;3;;05/07/2023 00:00;;;;
56064;62150481;;FO000000058543;4;;05/07/2023 00:00;;;;
56065;62150481;;FO000000058591;5;;05/07/2023 00:00;;;;
56066;62152774;;FO000000238267;1;;05/07/2023 00:00;;;;
56067;62155295;;FO000000043959;2;;05/07/2023 00:00;;;;
56068;62157556;;FO000000193388;1;;05/07/2023 00:00;;;;
56069;62162193;;FO000000010325;1;;05/07/2023 00:00;;;;
56070;62165897;;FO000000148233;1;;05/07/2023 00:00;;;;
56071;62168775;;FO000000121892;3;;05/07/2023 00:00;;;;
56072;62168775;;FO000000121794;4;;05/07/2023 00:00;;;;
56073;62168775;;FO000000128712;5;;05/07/2023 00:00;;;;
56074;62169443;;FO000000181717;1;;05/07/2023 00:00;;;;
56075;62171681;;FO000000125910;1;;05/07/2023 00:00;;;;
56076;62179267;;FO000000144461;4;;05/07/2023 00:00;;;;
56077;62181814;;FO000000217194;1;;05/07/2023 00:00;;;;
56078;62181814;;FO000000217218;2;;05/07/2023 00:00;;;;
56079;62183718;;FO000000030980;4;;05/07/2023 00:00;;;;
56080;62183718;;FO000000042128;5;;05/07/2023 00:00;;;;
56081;62183718;;FO000000126682;6;;05/07/2023 00:00;;;;
56082;62183718;;FO000000126538;7;;05/07/2023 00:00;;;;
56083;62183718;;FO000000073088;8;;05/07/2023 00:00;;;;
56084;62189370;;FO000000220726;1;;05/07/2023 00:00;;;;
56085;62193050;;FO000000197066;1;;05/07/2023 00:00;;;;
56086;62193050;;FO000000197210;2;;05/07/2023 00:00;;;;
56087;62195212;;FO000000100701;1;;05/07/2023 00:00;;;;
56088;62195212;;FO000000100773;2;;05/07/2023 00:00;;;;
56089;62195212;;FO000000100845;3;;05/07/2023 00:00;;;;
56090;62195212;;FO000000100917;4;;05/07/2023 00:00;;;;
56091;62201984;;FO000000261045;1;;05/07/2023 00:00;;;;
56092;62201984;;FO000000240057;2;;05/07/2023 00:00;;;;
56093;62201984;;FO000000240201;3;;05/07/2023 00:00;;;;
56094;62201984;;FO000000240345;4;;05/07/2023 00:00;;;;
56095;62201984;;FO000000240489;5;;05/07/2023 00:00;;;;
56096;62201984;;FO000000240633;6;;05/07/2023 00:00;;;;
56097;62201984;;FO000000240777;7;;05/07/2023 00:00;;;;
56098;62201984;;FO000000240921;8;;05/07/2023 00:00;;;;
56099;62201984;;FO000000241641;9;;05/07/2023 00:00;;;;
56100;62201984;;FO000000239913;10;;05/07/2023 00:00;;;;
56101;62202089;;FO000000181720;1;;05/07/2023 00:00;;;;
56102;62206507;;FO000000046278;3;;05/07/2023 00:00;;;;
56103;62206507;;FO000000093900;4;;05/07/2023 00:00;;;;
56104;62206507;;FO000000038754;5;;05/07/2023 00:00;;;;
56105;62206507;;FO000000155406;6;;05/07/2023 00:00;;;;
56106;62206507;;FO000000029194;7;;05/07/2023 00:00;;;;
56107;62206507;;FO000000029250;8;;05/07/2023 00:00;;;;
56108;62206507;;FO000000046340;9;;05/07/2023 00:00;;;;
56109;62209509;;FO000000043634;3;;05/07/2023 00:00;;;;
56110;62209509;;FO000000006108;4;;05/07/2023 00:00;;;;
56111;62209509;;FO000000022730;5;;05/07/2023 00:00;;;;
56112;62209509;;FO000000017042;6;;05/07/2023 00:00;;;;
56113;62209509;;FO000000090254;7;;05/07/2023 00:00;;;;
56114;62209509;;FO000000043934;8;;05/07/2023 00:00;;;;
56115;62209590;;FO000000184899;1;;05/07/2023 00:00;;;;
56116;62209590;;FO000000184755;2;;05/07/2023 00:00;;;;
56117;62212247;;FO000000276105;3;;05/07/2023 00:00;;;;
56118;62212247;;FO000000276153;4;;05/07/2023 00:00;;;;
56119;62212247;;FO000000276537;5;;05/07/2023 00:00;;;;
56120;62214243;;FO000000230541;1;;05/07/2023 00:00;;;;
56121;62214243;;FO000000230685;2;;05/07/2023 00:00;;;;
56122;62214243;;FO000000230829;3;;05/07/2023 00:00;;;;
56123;62214243;;FO000000230973;4;;05/07/2023 00:00;;;;
56124;62214243;;FO000000231117;5;;05/07/2023 00:00;;;;
56125;62221789;;FO000000087009;14;;05/07/2023 00:00;;;;
56126;62221789;;FO000000087201;15;;05/07/2023 00:00;;;;
56127;62221789;;FO000000087117;16;;05/07/2023 00:00;;;;
56128;62221789;;FO000000087237;17;;05/07/2023 00:00;;;;
56129;62221789;;FO000000086901;18;;05/07/2023 00:00;;;;
56130;62221789;;FO000000086817;19;;05/07/2023 00:00;;;;
56131;62221789;;FO000000087309;20;;05/07/2023 00:00;;;;
56132;62221789;;FO000000087489;21;;05/07/2023 00:00;;;;
56133;62221789;;FO000000087405;22;;05/07/2023 00:00;;;;
56134;62221789;;FO000000087525;23;;05/07/2023 00:00;;;;
56135;62221789;;FO000000057885;24;;05/07/2023 00:00;;;;
56136;62221789;;FO000000057969;25;;05/07/2023 00:00;;;;
56137;62221789;;FO000000058005;26;;05/07/2023 00:00;;;;
56138;62221789;;FO000000087597;27;;05/07/2023 00:00;;;;
56139;62221789;;FO000000040403;28;;05/07/2023 00:00;;;;
56140;62222410;;FO000000224059;3;;05/07/2023 00:00;;;;
56141;62225705;;FO000000127034;3;;05/07/2023 00:00;;;;
56142;62235609;;FO000000054713;1;;05/07/2023 00:00;;;;
56143;62243722;;FO000000207008;1;;05/07/2023 00:00;;;;
56144;62244100;;FO000000124672;1;;05/07/2023 00:00;;;;
56145;62244100;;FO000000110488;2;;05/07/2023 00:00;;;;
56146;62246118;;FO000000167735;1;;05/07/2023 00:00;;;;
56147;62246118;;FO000000167591;2;;05/07/2023 00:00;;;;
56148;62246118;;FO000000167447;3;;05/07/2023 00:00;;;;
56149;62247717;;FO000000197447;1;;05/07/2023 00:00;;;;
56150;62247717;;FO000000197591;2;;05/07/2023 00:00;;;;
56151;62250200;;FO000000064161;1;;05/07/2023 00:00;;;;
56152;62255315;;FO000000156649;21;;05/07/2023 00:00;;;;
56153;62255315;;FO000000156793;22;;05/07/2023 00:00;;;;
56154;62255315;;FO000000156937;23;;05/07/2023 00:00;;;;
56155;62255315;;FO000000157225;24;;05/07/2023 00:00;;;;
56156;62255315;;FO000000227513;25;;05/07/2023 00:00;;;;
56157;62255315;;FO000000157081;26;;05/07/2023 00:00;;;;
56158;62258201;;FO000000054599;1;;05/07/2023 00:00;;;;
56159;62258201;;FO000000045035;2;;05/07/2023 00:00;;;;
56160;62260244;;FO000000060525;1;;05/07/2023 00:00;;;;
56161;62260244;;FO000000060483;2;;05/07/2023 00:00;;;;
56162;62260244;;FO000000110745;3;;05/07/2023 00:00;;;;
56163;62260244;;FO000000124209;4;;05/07/2023 00:00;;;;
56164;62260244;;FO000000121757;5;;05/07/2023 00:00;;;;
56165;62260244;;FO000000121895;6;;05/07/2023 00:00;;;;
56166;62260244;;FO000000134713;7;;05/07/2023 00:00;;;;
56167;62266272;;FO000000091560;1;;05/07/2023 00:00;;;;
56168;62266768;;FO000000249859;1;;05/07/2023 00:00;;;;
56169;62266768;;FO000000249715;2;;05/07/2023 00:00;;;;
56170;62266768;;FO000000249571;3;;05/07/2023 00:00;;;;
56171;62266768;;FO000000249427;4;;05/07/2023 00:00;;;;
56172;62266768;;FO000000250147;5;;05/07/2023 00:00;;;;
56173;62266891;;FO000000194514;1;;05/07/2023 00:00;;;;
56174;62266891;;FO000000194658;2;;05/07/2023 00:00;;;;
56175;62268037;;FO000000058042;1;;05/07/2023 00:00;;;;
56176;62268037;;FO000000057874;2;;05/07/2023 00:00;;;;
56177;62268037;;FO000000057934;3;;05/07/2023 00:00;;;;
56178;62268037;;FO000000087562;4;;05/07/2023 00:00;;;;
56179;62268037;;FO000000087454;5;;05/07/2023 00:00;;;;
56180;62268037;;FO000000087394;6;;05/07/2023 00:00;;;;
56181;62268037;;FO000000087346;7;;05/07/2023 00:00;;;;
56182;62268037;;FO000000086866;8;;05/07/2023 00:00;;;;
56183;62268037;;FO000000086806;9;;05/07/2023 00:00;;;;
56184;62268037;;FO000000087274;10;;05/07/2023 00:00;;;;
56185;62268037;;FO000000087166;11;;05/07/2023 00:00;;;;
56186;62268037;;FO000000087106;12;;05/07/2023 00:00;;;;
56187;62268143;;FO000000145805;1;;05/07/2023 00:00;;;;
56188;62268143;;FO000000158363;2;;05/07/2023 00:00;;;;
56189;62269024;;FO000000064035;1;;05/07/2023 00:00;;;;
56190;62272897;;FO000000162954;1;;05/07/2023 00:00;;;;
56191;62272897;;FO000000162810;2;;05/07/2023 00:00;;;;
56192;62272897;;FO000000162666;3;;05/07/2023 00:00;;;;
56193;62272897;;FO000000162522;4;;05/07/2023 00:00;;;;
56194;62272897;;FO000000162378;5;;05/07/2023 00:00;;;;
56195;62274482;;FO000000054583;1;;05/07/2023 00:00;;;;
56196;62274482;;FO000000054439;2;;05/07/2023 00:00;;;;
56197;62275494;;FO000000124451;1;;05/07/2023 00:00;;;;
56198;62275494;;FO000000111851;2;;05/07/2023 00:00;;;;
56199;62275494;;FO000000111563;3;;05/07/2023 00:00;;;;
56200;62275494;;FO000000111275;4;;05/07/2023 00:00;;;;
56201;62275494;;FO000000124883;5;;05/07/2023 00:00;;;;
56202;62277033;;FO000000188311;1;;05/07/2023 00:00;;;;
56203;62284125;;FO000000040401;4;;05/07/2023 00:00;;;;
56204;62286849;;FO000000246456;1;;05/07/2023 00:00;;;;
56205;62288208;;FO000000263773;1;;05/07/2023 00:00;;;;
56206;62288208;;FO000000263845;2;;05/07/2023 00:00;;;;
56207;62288208;;FO000000263917;3;;05/07/2023 00:00;;;;
56208;62307598;;FO000000031192;6;;05/07/2023 00:00;;;;
56209;62307598;;FO000000006596;7;;05/07/2023 00:00;;;;
56210;62307598;;FO000000015778;8;;05/07/2023 00:00;;;;
56211;62307598;;FO000000043150;9;;05/07/2023 00:00;;;;
56212;62307598;;FO000000021838;10;;05/07/2023 00:00;;;;
56213;62307598;;FO000000014528;11;;05/07/2023 00:00;;;;
56214;62307598;;FO000000011240;12;;05/07/2023 00:00;;;;
56215;62307598;;FO000000098518;13;;05/07/2023 00:00;;;;
56216;62307598;;FO000000098446;14;;05/07/2023 00:00;;;;
56217;62307598;;FO000000016498;15;;05/07/2023 00:00;;;;
56218;62307598;;FO000000024070;16;;05/07/2023 00:00;;;;
56219;62307598;;FO000000024646;17;;05/07/2023 00:00;;;;
56220;62314099;;FO000000234617;3;;05/07/2023 00:00;;;;
56221;62314099;;FO000000235997;4;;05/07/2023 00:00;;;;
56222;62314099;;FO000000235793;5;;05/07/2023 00:00;;;;
56223;62314099;;FO000000235817;6;;05/07/2023 00:00;;;;
56224;62315368;;FO000000064861;1;;05/07/2023 00:00;;;;
56225;62316189;;FO000000224639;3;;05/07/2023 00:00;;;;
56226;62316189;;FO000000071154;4;;05/07/2023 00:00;;;;
56227;62324801;;FO000000162515;5;;05/07/2023 00:00;;;;
56228;62324801;;FO000000162659;6;;05/07/2023 00:00;;;;
56229;62324801;;FO000000162803;7;;05/07/2023 00:00;;;;
56230;62324801;;FO000000162947;8;;05/07/2023 00:00;;;;
56231;62324801;;FO000000163091;9;;05/07/2023 00:00;;;;
56232;62324801;;FO000000047837;10;;05/07/2023 00:00;;;;
56233;62324801;;FO000000013899;11;;05/07/2023 00:00;;;;
56234;62324801;;FO000000007803;12;;05/07/2023 00:00;;;;
56235;62324801;;FO000000007947;13;;05/07/2023 00:00;;;;
56236;62324801;;FO000000117187;14;;05/07/2023 00:00;;;;
56237;62324801;;FO000000019661;15;;05/07/2023 00:00;;;;
56238;62324801;;FO000000022313;16;;05/07/2023 00:00;;;;
56239;62324801;;FO000000001455;17;;05/07/2023 00:00;;;;
56240;62324801;;FO000000001599;18;;05/07/2023 00:00;;;;
56241;62324801;;FO000000073535;19;;05/07/2023 00:00;;;;
56242;62324801;;FO000000073331;20;;05/07/2023 00:00;;;;
56243;62324801;;FO000000133963;21;;05/07/2023 00:00;;;;
56244;62324801;;FO000000244838;22;;05/07/2023 00:00;;;;
56245;62324801;;FO000000134011;23;;05/07/2023 00:00;;;;
56246;62324801;;FO000000098563;24;;05/07/2023 00:00;;;;
56247;62336306;;FO000000115301;3;;05/07/2023 00:00;;;;
56248;62342864;;FO000000022908;1;;05/07/2023 00:00;;;;
56249;62342864;;FO000000155036;2;;05/07/2023 00:00;;;;
56250;62351510;;FO000000044419;1;;05/07/2023 00:00;;;;
56251;62351510;;FO000000044275;2;;05/07/2023 00:00;;;;
56252;62351510;;FO000000095131;3;;05/07/2023 00:00;;;;
56253;62353782;;FO000000030066;3;;05/07/2023 00:00;;;;
56254;62358847;;FO000000238228;1;;05/07/2023 00:00;;;;
56255;62358847;;FO000000238276;2;;05/07/2023 00:00;;;;
56256;62358847;;FO000000238108;3;;05/07/2023 00:00;;;;
56257;62360624;;FO000000193310;1;;05/07/2023 00:00;;;;
56258;62360624;;FO000000193022;2;;05/07/2023 00:00;;;;
56259;62364046;;FO000000151849;1;;05/07/2023 00:00;;;;
56260;62366584;;FO000000024147;3;;05/07/2023 00:00;;;;
56261;62366584;;FO000000024291;4;;05/07/2023 00:00;;;;
56262;62366584;;FO000000005269;5;;05/07/2023 00:00;;;;
56263;62366584;;FO000000089619;6;;05/07/2023 00:00;;;;
56264;62366584;;FO000000052131;7;;05/07/2023 00:00;;;;
56265;62366584;;FO000000018075;8;;05/07/2023 00:00;;;;
56266;62367178;;FO000000172022;1;;05/07/2023 00:00;;;;
56267;62368285;;FO000000172606;1;;05/07/2023 00:00;;;;
56268;62368285;;FO000000173038;2;;05/07/2023 00:00;;;;
56269;62368551;;FO000000023436;3;;05/07/2023 00:00;;;;
56270;62368553;;FO000000141230;8;;05/07/2023 00:00;;;;
56271;62368553;;FO000000008092;9;;05/07/2023 00:00;;;;
56272;62368553;;FO000000000040;10;;05/07/2023 00:00;;;;
56273;62368553;;FO000000023082;11;;05/07/2023 00:00;;;;
56274;62368553;;FO000000023010;12;;05/07/2023 00:00;;;;
56275;62368553;;FO000000022890;13;;05/07/2023 00:00;;;;
56276;62368553;;FO000000155018;14;;05/07/2023 00:00;;;;
56277;62368553;;FO000000154946;15;;05/07/2023 00:00;;;;
56278;62368553;;FO000000055062;16;;05/07/2023 00:00;;;;
56279;62368553;;FO000000078426;17;;05/07/2023 00:00;;;;
56280;62368553;;FO000000011056;18;;05/07/2023 00:00;;;;
56281;62368553;;FO000000010984;19;;05/07/2023 00:00;;;;
56282;62369651;;FO000000135308;3;;05/07/2023 00:00;;;;
56283;62369651;;FO000000135272;4;;05/07/2023 00:00;;;;
56284;62375871;;FO000000201409;1;;05/07/2023 00:00;;;;
56285;62379968;;FO000000195761;1;;05/07/2023 00:00;;;;
56286;62409458;;FO000000068164;3;;05/07/2023 00:00;;;;
56287;62409458;;FO000000142152;4;;05/07/2023 00:00;;;;
56288;62409458;;FO000000066826;5;;05/07/2023 00:00;;;;
56289;62409458;;FO000000070006;6;;05/07/2023 00:00;;;;
56290;62409458;;FO000000120912;7;;05/07/2023 00:00;;;;
56291;62409458;;FO000000149282;8;;05/07/2023 00:00;;;;
56292;62409458;;FO000000149246;9;;05/07/2023 00:00;;;;
56293;62409458;;FO000000149318;10;;05/07/2023 00:00;;;;
56294;62420890;;FO000000221331;3;;05/07/2023 00:00;;;;
56295;62420890;;FO000000189924;4;;05/07/2023 00:00;;;;
56296;62420890;;FO000000193860;5;;05/07/2023 00:00;;;;
56297;62420890;;FO000000126514;6;;05/07/2023 00:00;;;;
56298;62420890;;FO000000126658;7;;05/07/2023 00:00;;;;
56299;62420890;;FO000000042122;8;;05/07/2023 00:00;;;;
56300;62420890;;FO000000030974;9;;05/07/2023 00:00;;;;
56301;62420890;;FO000000003240;10;;05/07/2023 00:00;;;;
56302;62420890;;FO000000005112;11;;05/07/2023 00:00;;;;
56303;62420890;;FO000000086342;12;;05/07/2023 00:00;;;;
56304;62420890;;FO000000153178;13;;05/07/2023 00:00;;;;
56305;62420890;;FO000000003384;14;;05/07/2023 00:00;;;;
56306;62420890;;FO000000018702;15;;05/07/2023 00:00;;;;
56307;62420890;;FO000000051582;16;;05/07/2023 00:00;;;;
56308;62420890;;FO000000051714;17;;05/07/2023 00:00;;;;
56309;62436874;;FO000000125613;1;;05/07/2023 00:00;;;;
56310;62436874;;FO000000125469;2;;05/07/2023 00:00;;;;
56311;62436874;;FO000000014021;3;;05/07/2023 00:00;;;;
56312;62441496;;FO000000210613;1;;05/07/2023 00:00;;;;
56313;62441496;;FO000000210901;2;;05/07/2023 00:00;;;;
56314;62441496;;FO000000210757;3;;05/07/2023 00:00;;;;
56315;62449656;;FO000000173827;2;;05/07/2023 00:00;;;;
56316;62453823;;FO000000215224;1;;05/07/2023 00:00;;;;
56317;62457454;;FO000000094434;1;;05/07/2023 00:00;;;;
56318;62458169;;FO000000176611;1;;05/07/2023 00:00;;;;
56319;62458169;;FO000000176755;2;;05/07/2023 00:00;;;;
56320;62458169;;FO000000177331;3;;05/07/2023 00:00;;;;
56321;62458169;;FO000000176899;4;;05/07/2023 00:00;;;;
56322;62458169;;FO000000177043;5;;05/07/2023 00:00;;;;
56323;62458169;;FO000000177187;6;;05/07/2023 00:00;;;;
56324;62472232;;FO000000127790;1;;05/07/2023 00:00;;;;
56325;62472279;;FO000000055013;1;;05/07/2023 00:00;;;;
56326;62472279;;FO000000010731;2;;05/07/2023 00:00;;;;
56327;62472279;;FO000000031049;3;;05/07/2023 00:00;;;;
56328;62472279;;FO000000046985;4;;05/07/2023 00:00;;;;
56329;62472279;;FO000000059909;5;;05/07/2023 00:00;;;;
56330;62472279;;FO000000063149;6;;05/07/2023 00:00;;;;
56331;62472279;;FO000000166765;7;;05/07/2023 00:00;;;;
56332;62472279;;FO000000166909;8;;05/07/2023 00:00;;;;
56333;62472279;;FO000000115339;9;;05/07/2023 00:00;;;;
56334;62472279;;FO000000019217;10;;05/07/2023 00:00;;;;
56335;62472279;;FO000000047129;11;;05/07/2023 00:00;;;;
56336;62472279;;FO000000076145;12;;05/07/2023 00:00;;;;
56337;62472279;;FO000000076001;13;;05/07/2023 00:00;;;;
56338;62472279;;FO000000012387;14;;05/07/2023 00:00;;;;
56339;62472279;;FO000000088877;15;;05/07/2023 00:00;;;;
56340;62474193;;FO000000169772;1;;05/07/2023 00:00;;;;
56341;62480128;;FO000000205823;1;;05/07/2023 00:00;;;;
56342;62480128;;FO000000205679;2;;05/07/2023 00:00;;;;
56343;62480128;;FO000000205535;3;;05/07/2023 00:00;;;;
56344;62480128;;FO000000205391;4;;05/07/2023 00:00;;;;
56345;62480128;;FO000000205967;5;;05/07/2023 00:00;;;;
56346;62481694;;FO000000171104;1;;05/07/2023 00:00;;;;
56347;62481915;;FO000000156405;2;;05/07/2023 00:00;;;;
56348;62488265;;FO000000189170;1;;05/07/2023 00:00;;;;
56349;62493735;;FO000000158620;1;;05/07/2023 00:00;;;;
56350;62494705;;FO000000085888;1;;05/07/2023 00:00;;;;
56351;62494705;;FO000000120882;2;;05/07/2023 00:00;;;;
56352;62494705;;FO000000121026;3;;05/07/2023 00:00;;;;
56353;62494705;;FO000000070120;4;;05/07/2023 00:00;;;;
56354;62494705;;FO000000066940;5;;05/07/2023 00:00;;;;
56355;62494705;;FO000000070432;6;;05/07/2023 00:00;;;;
56356;62496713;;FO000000091093;1;;05/07/2023 00:00;;;;
56357;62501293;;FO000000198233;1;;05/07/2023 00:00;;;;
56358;62503616;;FO000000132378;1;;05/07/2023 00:00;;;;
56359;62508992;;FO000000234906;3;;05/07/2023 00:00;;;;
56360;62508992;;FO000000234978;4;;05/07/2023 00:00;;;;
56361;62508992;;FO000000235118;5;;05/07/2023 00:00;;;;
56362;62508992;;FO000000235476;6;;05/07/2023 00:00;;;;
56363;62508992;;FO000000252012;7;;05/07/2023 00:00;;;;
56364;62508992;;FO000000234570;8;;05/07/2023 00:00;;;;
56365;62512341;;FO000000157479;1;;05/07/2023 00:00;;;;
56366;62512761;;FO000000142521;1;;05/07/2023 00:00;;;;
