bp_code;bp_etiquet;bp_codeext;bp_pt_code;bp_sf_code;bp_prop;bp_gest;bp_user;bp_proptyp;bp_statut;bp_etat;bp_occp;bp_datemes;bp_avct;bp_typephy;bp_typelog;bp_rf_code;bp_entrees;bp_ref_kit;bp_ca_nb;bp_nb_pas;bp_linecod;bp_oc_code;bp_racco;bp_comment;bp_creadat;bp_majdate;bp_majsrc;bp_abddate;bp_abdsrc
12234758;IRS - FT939 - 4-8 AVENUE BOILEAU (CHENNEVIERES SUR MARNE);TERRITOIRE;7833919;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.54955585848.803367748;05/12/2019;;;;
12234760;IRS - FT2322 - 35 RUE DU PLESSIS TREVISE (CHAMPIGNY SUR MARNE) - BPE 1;TERRITOIRE;7832948;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.552550548.811558098;05/12/2019;;;;
12234761;IRS - FT2554 - 3 AVENUE JEAN BOS (CHAMPIGNY SUR MARNE) - BPE 1;TERRITOIRE;7832956;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.5586993148.813648959;05/12/2019;;;;
12234762;IRS - FT426 - 87 RUE DES CERISIERS  (COLOMBES) - BPE 1;TERRITOIRE;7838113;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.25950999648.919293508;06/12/2019;;;;
12237617;IRS - FT 866 - 209 BD PASTEUR (LES PAVILLONS SOUS BOIS) - BPE 1;TERRITOIRE;7991055;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.51678441E48.90836401N;05/12/2019;;;;
12237618;IRS - FT 346 - 71 BD DE LA REPUBLIQUE (LIVRY GARGAN) - BPE 1;TERRITOIRE;7991040;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.52243767848.906474709;05/12/2019;;;;
12237619;IRS - FT 773 - 29 ALLEE ROBERT ESTIENNE (LES PAVILLONS SOUS BOIS) - BPE 1;TERRITOIRE;7994553;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.51096126E48.90692150N;05/12/2019;;;;
12237644;IRS - FT1268 - 6 AVENUE CLAUDE DEBUSSY (COLOMBES) - BPE 1;TERRITOIRE;7837790;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.24708806E48.92756406N;06/12/2019;;;;
12237645;IRS - FT1109 - 30 AVENUE DU DRAPEAU (COLOMBES) - BPE 1;TERRITOIRE;7837806;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.25859412E48.93091604N;06/12/2019;;;;
12237647;IRS - FT313 - 1 RUE MARCELLIN BERTHELOT (COLOMBES) - BPE 1;TERRITOIRE;7837821;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.25500831548.927707953;06/12/2019;;;;
12237953;IRS - FT 210 - 9 VILLA STE CECILE (COURBEVOIE) - BPE 1;TERRITOIRE;7607402;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.25237705548.898529438;05/12/2019;;;;
12237954;IRS - FT 414 - 32 RUE DE BITCHE (COURBEVOIE) - BPE 1;TERRITOIRE;7607468;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.24672880248.896131094;05/12/2019;;;;
12237955;IRS - FT 821 - 31 RUE GAULTIER (COURBEVOIE) - BPE 1;TERRITOIRE;7607436;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.2424808848.898503552;05/12/2019;;;;
12237956;IRS - FT 1088 - 43 RUE HOCHE (COURBEVOIE) - BPE 1;TERRITOIRE;7607410;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.24840376E48.90227081N;05/12/2019;;;;
12237957;IRS - FT 139 - 60 RUE RAYMOND RIDEL ( LA GARENNE COLOMBES) - BPE 1;TERRITOIRE;7603544;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.24919903848.903899591;05/12/2019;;;;
12241789;FT396 - 116 AVENUE ROGER SALONGRO (CHAMPIGNY SUR MARNE) - BPE 1;TERRITOIRE;7570877;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.49640544E48.81724853N;06/12/2019;;;;
12241790;FT304 - 109 RUE DE VERDUN (CHAMPIGNY SUR MARNE) - BPE 1;TERRITOIRE;7570870;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.49267769E48.81532730N;06/12/2019;;;;
12242741;IRS - FT451 - 86-84 AVENUE DE RIGNY (BRY SUR MARNE) - BPE1;TERRITOIRE;7568344;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.5229171148.846644238;07/12/2019;;;;
12242742;IRS - FT751 - 100 AVENUE GEOGES CLEMENCEAU (BRY SUR MARNE) - BPE1;TERRITOIRE;7568327;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.53130306848.844312777;07/12/2019;;;;
12242743;IRS - FT655 - 5 BPULEVARD PASTEUR (BRY SUR MARNE) - BPE1;TERRITOIRE;7565760;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.52594600E48.84094623N;07/12/2019;;;;
12246897;IRS - FT 854 - 6 RUE DU GENERAL KOENING - BPE 1;TERRITOIRE;7679355;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.44132396748.802879392;07/12/2019;;;;
12246899;IRS - FT 189 RUE JULES GUESDE (LEVALLOIS PERRET) - BPE 1;TERRITOIRE;7600677;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.29104330848.894915064;07/12/2019;;;;
12246900;IRS - FT 2216 RUE NOEL PONS (NANTERRE) - BPE 1;TERRITOIRE;7603529;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.22552550848.906852313;07/12/2019;;;;
12300018;IRS - FT 1072 - RUE KARL LIEBKNECHT VILLEJUIF - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.37128047E48.79507090N;16/12/2019;;;;
12325297;IRS - FT 784 RUE BAUDIN (LEVALLOIS-PERRET) - BPE 1;TERRITOIRE;7600641;;OR21;OR1;OR21;CST;MCO;OK;1.1;18/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.287463448.898834185;18/12/2019;;;;
12362737;IRS - FT 1215 - 151 AVENUE DE PARIS ( VILLEJUIF) - BPE 1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/12/2019;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.36592646E48.79880137N;24/12/2019;;;;
12445634;IRS - FT 1053 - RUE DE COURBEVOIE (NANTERRE) - BPE1;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.20558009E48.89335892N;10/01/2020;;;;
12448177;IRISE - RUE DU GENERAL DE GAULLE (VILLIERS SUR MARNE) - BPE1;HORS TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.54056429E48.82685070N;13/01/2020;;;;
12480516;IRS - FT 1245 - ROUTE PRINCIPALE DU PORT (GENNEVILLIERS) - BPE 1;TERRITOIRE;7651584;;OR21;OR1;OR21;CST;MCO;OK;1.1;16/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.29072230148.940558812;16/01/2020;;;;
12489140;IRS - FT 753 - PLACE DES HAUTS TILLIERS(GENNEVILLIERS) - BPE 1;TERRITOIRE;7651543;;OR21;OR1;OR21;CST;MCO;OK;1.1;17/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.30567365248.934905023;17/01/2020;;;;
12500659;IRS - ROND POINT RUE HERMINIER CREVECOEUR CASANOVA HEMET AUBERVILLIERS;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;20/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.38732734E48.91904374N;20/01/2020;;;;
12525944;IRS - FT 269 - 2 RUE VICTOR HUGO (MALAKOFF) - BPE1;TERRITOIRE;7721270;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.30739021348.823135887;24/01/2020;;;;
12525946;IRS - FT 277 - 49 RUE ALPHONSE PLUCHET (BAGNEUX) - BPE 1;TERRITOIRE;7803204;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.30003172E48.79906176N;24/01/2020;;;;
12525947;IRS - FT 1034 - 106 AV DE LA REPUBLIQUE (CHATILLON) - BPE 1;TERRITOIRE;7803196;;OR21;OR1;OR21;CST;MCO;OK;1.1;24/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.29775584E48.80400610N;24/01/2020;;;;
12536222;IRS - FT 532 - 78 AV DE LA DIVISION LECLERC (CHATILLON) - BPE 1;TERRITOIRE;7699515;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.27476637748.795098674;27/01/2020;;;;
12536223;IRS - FT 1894 - 48 D906 (CLAMART) - BPE 1;TERRITOIRE;7798409;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.26928197348.792602226;27/01/2020;;;;
12536224;IRS - FT 163 - 26 VILLA DES PAROSEAUX (CHATILLON) - BPE 1;TERRITOIRE;7796202;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.28173947348.800057645;27/01/2020;;;;
12538766;IRS - FT 1728 - 49 AV DU DR PAUL CASALIS (CRETEIL) - BPE 1;TERRITOIRE;7731185;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.46876926E48.78011003N;27/01/2020;;;;
12538767;IRS - FT 1002 - 20 RUE DU DR PINEL (CRETEIL) - BPE 1;TERRITOIRE;7731198;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.46169677E48.78264745N;27/01/2020;;;;
12539718;IRS - FT 1043 - 24 RUE DU PETIT BOIS (CRETEIL) - BPE 1;TERRITOIRE;7731204;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.46691610E48.78373852N;27/01/2020;;;;
12540045;IRS - FT 783 - 21 RUE GABRIEL PERI (CHATILLON) - BPE 1;TERRITOIRE;7798417;;OR21;OR1;OR21;CST;MCO;OK;1.1;27/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.28772447E48.80220104N;27/01/2020;;;;
12542901;IRS - FT 3401 - 1 ALLEE DE L ADOUR (ANTONY) - BPE 1;TERRITOIRE;7771194;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.28849971148.73692879;29/01/2020;;;;
12542902;IRS - FT 98 - 39 RUE BORIS VILDE ( FONTENAY AUX ROSES) - BPE 1;TERRITOIRE;7782721;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.28069599E48.78861666N;29/01/2020;;;;
12542904;IRS - FT873 - 3 RUE DE STAND ( FONTENAY AUX ROSES) - BPE 1;TERRITOIRE;7782726;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.28983704248.787247995;29/01/2020;;;;
12543553;IRS - FT 448 - 8 RUE JEAN JAURES (VANVES) - BPE 1;TERRITOIRE;7800352;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.29678885E48.82406071N;28/01/2020;;;;
12543554;IRS - FT 807 - 27 RUE LOUIS VICAT (VANVES) - BPE 1;TERRITOIRE;7800308;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.29511250E48.82636910N;28/01/2020;;;;
12543555;IRS - FT 502 - 106 AVENUE VICTOR HUGO (VANVES) - BPE 1;TERRITOIRE;7800351;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.29292274E48.82578224N;28/01/2020;;;;
12543556;IRS - FT 123 - 5 RUE JULLIEN (VANVES) - BPE 1;TERRITOIRE;7800326;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.28704458E48.82505095N;28/01/2020;;;;
12543557;IRS - FT 404 - 1 CLOS DES BENARDS (BAGNEUX) - BPE 1;TERRITOIRE;7690264;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.29996203648.792819742;28/01/2020;;;;
12543558;IRS - FT 673 - 6 RUE PABLO NERUDA (BAGNEUX) - BPE 1;TERRITOIRE;7692466;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.30371902E48.79338618N;28/01/2020;;;;
12547063;IRS - FT 1414 - 29 RUE DE LA SABLIERE (COURBEVOIE) - BPE 1;TERRITOIRE;7609944;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.27178871E48.90679136N;28/01/2020;;;;
12547064;IRS - FT 778 - 42 RUE CHANZY (COURBEVOIE) - BPE 1;TERRITOIRE;7609906;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.27367550148.909002816;28/01/2020;;;;
12547065;IRS - FT 840 - 20 AVENUE  HENRI BARBUSSE (ASNIERES-SUR-SEINE) - BPE 1;TERRITOIRE;7610232;;OR21;OR1;OR21;CST;MCO;OK;1.1;28/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.28088651E48.90766614N;28/01/2020;;;;
12547378;IRS - FT 387 - 4 RUE DENIS PAPIN (ASNIERES-SUR-SEINE) - BPE 1;TERRITOIRE;7609956;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.28349410548.906367747;29/01/2020;;;;
12547379;IRS - FT 468 - 1 RUE AVENUE DE LA MARNE (ASNIERES-SUR-SEINE) - BPE 1;TERRITOIRE;7609588;;OR21;OR1;OR21;CST;MCO;OK;1.1;29/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.2789653548.904626789;29/01/2020;;;;
12558260;IRS - FT 734 - 17 IMPASSE BENOIT GUICHON (CACHAN) - BPE 1;TERRITOIRE;7716152;;OR21;OR1;OR21;CST;MCO;OK;1.1;30/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.32594604548.797719997;30/01/2020;;;;
12558261;IRS - FT 42 - 12 RUE D ALSACE (CACHAN) - BPE 1;TERRITOIRE;7718076;;OR21;OR1;OR21;CST;MCO;OK;1.1;30/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.32240962248.790843718;30/01/2020;;;;
12558262;IRS - FT 169 - 61 AV DU PRESIDENT WILSON (CACHAN) - BPE1;TERRITOIRE;7716155;;OR21;OR1;OR21;CST;MCO;OK;1.1;30/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.32514449648.789040346;30/01/2020;;;;
12558263;IRS - FT 581 - 5 RUE PAUL SIGNAC (ARCUEIL) - BPE 1;TERRITOIRE;7718713;;OR21;OR1;OR21;CST;MCO;OK;1.1;30/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.3305182348.801390424;30/01/2020;;;;
12559559;IRS - FT 127 - 20 AV DE VERDUN (SAINT MAURICE) - BPE 1;TERRITOIRE;7749440;;OR21;OR1;OR21;CST;MCO;OK;1.1;30/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.42283845448.822067485;30/01/2020;;;;
12559560;IRS - FT 761 - 43 RUE DES BLEUETS (CRETEIL) - BPE 1;TERRITOIRE;7750386;;OR21;OR1;OR21;CST;MCO;OK;1.1;30/01/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.45282552248.803444907;30/01/2020;;;;
12600820;IRS - FT 714 - 214 AVENUE ARISTIDE BRIAND (BAGNEUX) - BPE 1;TERRITOIRE;7694065;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.32054660848.793395056;05/02/2020;;;;
12600821;IRS - FT291 - 63 AVENUE GENERAL DE GAULE (CRETEIL) - BPE1;TERRITOIRE;7731524;;OR21;OR1;OR21;CST;MCO;OK;1.1;05/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.4458398248.790310864;05/02/2020;;;;
12606577;IRS - FT 848 - 2 RUE LIONEL TERRAY (CRETEIL) - BPE 1;TERRITOIRE;7750396;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.46744373548.774261843;06/02/2020;;;;
12606579;IRS - FT 149 - 27 RUE DES VILLEGRANGES (LES LILAS) - BPE 1;TERRITOIRE;7638090;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.41317108348.873842487;06/02/2020;;;;
12606580;IRS - FT 465 - 80 AV GAMBETTA (BAGNOLET) - BPE 1;TERRITOIRE;7638088;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.41622542548.869611901;06/02/2020;;;;
12610740;IRS - FT 858 - 21 RUE LOUIS XAVIER DE RICARD (FONTENAY-SOUS-BOIS) - BPE1;TERRITOIRE;7638082;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.47690787848.845144143;06/02/2020;;;;
12613939;IRS - FT 578 - 16 AV LEON BLUM (EPINAY SUR SEINE) - BPE 1;TERRITOIRE;7626555;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.31394147E48.95929712N;06/02/2020;;;;
12613940;IRS - FT 589 - 36 AV D ENGHIEN (EPINAY SUR SEINE) - BPE 1;TERRITOIRE;7632308;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.30811278148.959307545;06/02/2020;;;;
12614258;IRS - FT 277 - RUE DE BAPAUME (NOGENT SUR MARNE) - BPE 1;TERRITOIRE;7637427;;OR21;OR1;OR21;CST;MCO;OK;1.1;06/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.47305372648.839984132;06/02/2020;;;;
12621297;IRS - FT 1275 229 RUE LA FONTAINE (FONTENAY SOUS BOIS) - BPE 1;TERRITOIRE;7616945;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.48630054E48.85767591N;07/02/2020;;;;
12621298;IRS - FT 1246 5 AVENUE CHARLES GARCIA (FONTENAY SOUS BOIS) - BPE 1;TERRITOIRE;7616313;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.48171592648.85477992;07/02/2020;;;;
12624849;IRS - FT869 - BD DESGRANGES (SCEAUX)- BPE 1;TERRITOIRE;7789107;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.28474739148.781565934;07/02/2020;;;;
12625137;IRS - FT 970 - 6 ALLEE DES TILLEULS (ROSNY SOUS BOIS) - BPE 1;TERRITOIRE;7630203;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.47218856248.875177394;07/02/2020;;;;
12625777;IRS - FT2344 - 156 RUE LENAIN DE TILLEMONT (MONTREUIL) - BPE 1;TERRITOIRE;7615026;;OR21;OR1;OR21;CST;MCO;OK;1.1;07/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.46370878248.858010535;07/02/2020;;;;
12631553;IRS - FT 2689 - 38 RUE DE LA COTE DU N (MONTREUIL)  - BPE 1;TERRITOIRE;7616015;;OR21;OR1;OR21;CST;MCO;OK;1.1;10/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.47418434548.862179792;10/02/2020;;;;
12641467;IRS - FT778 - 66 RUE GABRIEL PERI  (MAISONS ALFORT) - BPE 1;TERRITOIRE;7572177;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.43770250E48.81392382N;12/02/2020;;;;
12641468;IRS - FT979 - 87 AVENUE CHEVREUL (MAISONS ALFORT) - BPE 1;TERRITOIRE;7572156;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.44351902648.809044183;12/02/2020;;;;
12652030;IRS - FT2365 - 7 RUE LEO BOURGEOIS (COLOMBES) - BPE1;TERRITOIRE;7604791;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.24433339548.915047506;12/02/2020;;;;
12652031;IRS - FT1622 - 2 RUE DES GROS GRES (COLOMBES) - BPE1;TERRITOIRE;7604798;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.24266228948.916669155;12/02/2020;;;;
12652032;IRS - FT1374 - 294 GABRIEL PERI (COLOMBES) - BPE1;TERRITOIRE;7605113;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.23679624848.917474797;12/02/2020;;;;
12652343;IRS - N-1 CAA RAMEAU VILLEJUIF - BPE 2;TERRITOIRE;;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.36787840E48.79598909N;12/02/2020;;;;
12658103;IRS - FT 517 - 30 RUE GUY MOQUET (MALAKOFF) - BPE 1;TERRITOIRE;7827195;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.30065135E48.81697244N;12/02/2020;;;;
12658104;IRS - FT 619 - 51 RUE PAUL VAILLANT COUTURIER (MALAKOFF) - BPE 1;TERRITOIRE;7827249;;OR21;OR1;OR21;CST;MCO;OK;1.1;12/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.29580379E48.81383415N;12/02/2020;;;;
12661634;IRS - FT 1323 - 103 RUE DE STALINGRAD (MONTREUIL) - BPE 1;TERRITOIRE;7902707;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.4473869248.854426213;13/02/2020;;;;
12661635;IRS - FT 1225 - 8 RUE DE LA RENARDIERE 1 (VINCENNES) - BPE 1;TERRITOIRE;7902746;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.44978820748.850463543;13/02/2020;;;;
12664513;IRS - FT 650 - 27 RUE HOCHE (MALAKOFF) -  BPE 1;TERRITOIRE;7827231;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.29054607948.815625963;13/02/2020;;;;
12664514;IRS - FT 709 - 2 ALLEE DE L ESPERANCE  (MALAKOFF) - BPE 1;TERRITOIRE;7827226;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.28647951648.814742643;13/02/2020;;;;
12664515;IRS - FT 82 - RUE LOUIS GIRARD x RUE JULES GUESDE (MALAKOFF) - BPE 1;TERRITOIRE;7826572;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.2820818648.812296112;13/02/2020;;;;
12668658;IRS - FT 26 AVENUE HENRI RAVERA (BAGNEUX) - BPE1;TERRITOIRE;7694079;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.31222863748.803743316;13/02/2020;;;;
12668659;IRS - FT 11 AVENUE HENRI RAVERA (BAGNEUX) - BPE1;TERRITOIRE;7694389;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.31699805E48.80955398N;13/02/2020;;;;
12669937;IRS - FT 1945 - AVENUE MAGELLAN (CRETEIL) - BPE1;TERRITOIRE;7750390;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.45364924E48.76884080N;13/02/2020;;;;
12671220;1 RUE VARLIN (GENNEVILLIERS) - BPE 2;TERRITOIRE;7553657;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 2.29395891448.933434932;13/02/2020;;;;
12671538;IRS - FT 888 - 2 RUE MAURICE UTRILLO (ANTONY) - BPE 1;TERRITOIRE;7776993;;OR21;OR1;OR21;CST;MCO;OK;1.1;13/02/2020;E;AUTR;BPE;RF2;;;;;;;;GPS COORD : 002.31523134E48.74643635N;13/02/2020;;;;
