sf_code;sf_nd_code;sf_ad_code;sf_zp_code;sf_escal;sf_etage;sf_oper;sf_type;sf_prop;sf_resid;sf_local;sf_racco;sf_comment;sf_creadat;sf_majdate;sf_majsrc;sf_abddate;sf_abdsrc
3464236;3464236;3464236;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;26/01/2011;;;;
3464259;3464259;3464259;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/01/2006;;;;
3464268;3464268;3464268;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/11/2006;;;;
3464279;3464279;3464279;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/01/2008;;;;
3464283;3464283;3464283;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/12/2003;;;;
3464310;3464310;3464310;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/03/2008;;;;
3464315;3464315;3464315;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/03/2008;;;;
3464322;3464322;3464322;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/10/2006;;;;
3464338;3464338;3464338;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/02/2007;;;;
3464354;3464354;3464354;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/03/2008;;;;
3464355;3464355;3464355;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/02/2006;;;;
3464359;3464359;3464359;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/11/2006;;;;
3464369;3464369;3464369;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/11/2004;;;;
3464379;3464379;3464379;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/11/2004;;;;
3464396;3464396;3464396;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/05/2005;;;;
3464438;3464438;3464438;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/11/2006;;;;
3464444;3464444;3464444;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/12/2003;;;;
3464509;3464509;3464509;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/04/2006;;;;
3464535;3464535;3464535;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/07/2004;;;;
3464538;3464538;3464538;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/03/2009;;;;
3464541;3464541;3464541;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/01/2009;;;;
3464768;3464768;3464768;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/10/2011;;;;
3464913;3464913;3464913;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/01/2006;;;;
3464959;3464959;3464959;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;26/05/2011;;;;
3464998;3464998;3464998;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/01/2006;;;;
3465000;3465000;3465000;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/02/2006;;;;
3465015;3465015;3465015;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/02/2006;;;;
3465017;3465017;3465017;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;26/11/2010;;;;
3465057;3465057;3465057;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/01/2006;;;;
3465062;3465062;3465062;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/02/2003;;;;
3465097;3465097;3465097;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/04/2010;;;;
3465133;3465133;3465133;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3465150;3465150;3465150;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;18/08/2011;;;;
3465169;3465169;3465169;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/07/2006;;;;
3465194;3465194;3465194;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3465200;3465200;3465200;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/03/2005;;;;
3465230;3465230;3465230;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/04/2005;;;;
4278417;4278417;4278417;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/03/2013;;;;
4463361;4463361;4463361;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/04/2013;;;;
6273985;6273985;6273985;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/09/2014;;;;
7026385;7026385;7026385;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/11/2015;;;;
7482771;7482771;7482771;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/05/2016;;;;
7888497;7888497;7888497;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/09/2016;;;;
11229633;11229633;11229633;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/01/2019;;;;
11839922;11839922;11839922;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/05/2019;;;;
12343255;12343255;12343255;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/07/2019;;;;
12349317;12349317;12349317;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/08/2019;;;;
12358913;12358913;12358913;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/08/2019;;;;
12373025;12373025;12373025;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/08/2019;;;;
12936225;12936225;12936225;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/10/2019;;;;
13898183;13898183;13898183;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/02/2020;;;;
15513169;15513169;15513169;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/07/2020;;;;
16149041;16149041;16149041;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/09/2020;;;;
16188704;16188704;16188704;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/10/2020;;;;
17119603;17119603;17119603;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/01/2021;;;;
18141698;18141698;18141698;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/04/2021;;;;
19221041;19221041;19221041;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/07/2021;;;;
19619779;19619779;19619779;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/08/2021;;;;
19643453;19643453;19643453;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/08/2021;;;;
19678002;19678002;19678002;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/09/2021;;;;
19712273;19712273;19712273;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/09/2021;;;;
19916401;19916401;19916401;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/09/2021;;;;
21618161;21618161;21618161;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/12/2021;;;;
22050170;22050170;22050170;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/01/2022;;;;
22135281;22135281;22135281;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;08/02/2022;;;;
22215921;22215921;22215921;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/02/2022;;;;
22346161;22346161;22346161;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/02/2022;;;;
24217201;24217201;24217201;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/07/2022;;;;
24596404;24596404;24596404;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/08/2022;;;;
24610162;24610162;24610162;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/08/2022;;;;
24655290;24655290;24655290;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/08/2022;;;;
24668721;24668721;24668721;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/08/2022;;;;
30605361;30605361;30605361;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/12/2023;;;;
30627137;30627137;30627137;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/12/2023;;;;
3461284;3461284;3461284;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;18/11/2003;;;;
3461299;3461299;3461299;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/04/2004;;;;
3461322;3461322;3461322;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/07/2008;;;;
3461486;3461486;3461486;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/12/2004;;;;
3461797;3461797;3461797;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/12/2008;;;;
3461896;3461896;3461896;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/01/2009;;;;
3461916;3461916;3461916;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;28/10/2008;;;;
3462612;3462612;3462612;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;18/04/2012;;;;
3462751;3462751;3462751;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/04/2006;;;;
3462983;3462983;3462983;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/07/2008;;;;
3463002;3463002;3463002;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/08/2005;;;;
3463025;3463025;3463025;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/01/2012;;;;
3463096;3463096;3463096;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/11/2005;;;;
3463318;3463318;3463318;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;07/07/2005;;;;
3463430;3463430;3463430;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/04/2003;;;;
3463435;3463435;3463435;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/04/2009;;;;
3463441;3463441;3463441;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/03/2007;;;;
3463472;3463472;3463472;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/04/2009;;;;
3463505;3463505;3463505;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/07/2006;;;;
3463541;3463541;3463541;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/12/2003;;;;
3463682;3463682;3463682;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;28/04/2004;;;;
3463981;3463981;3463981;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/03/2010;;;;
3463988;3463988;3463988;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;08/12/2003;;;;
3463990;3463990;3463990;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/03/2010;;;;
3464052;3464052;3464052;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/01/2011;;;;
3464086;3464086;3464086;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/12/2005;;;;
3464138;3464138;3464138;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/03/2011;;;;
3464218;3464218;3464218;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;13/07/2010;;;;
3464285;3464285;3464285;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;14/03/2006;;;;
3464324;3464324;3464324;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/11/2006;;;;
3464339;3464339;3464339;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/11/2006;;;;
3464345;3464345;3464345;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/11/2004;;;;
3464360;3464360;3464360;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/11/2006;;;;
3464362;3464362;3464362;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;08/12/2003;;;;
3464389;3464389;3464389;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/03/2008;;;;
3464401;3464401;3464401;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/11/2004;;;;
3464441;3464441;3464441;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/11/2007;;;;
3464473;3464473;3464473;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/08/2010;;;;
3464480;3464480;3464480;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/11/2008;;;;
3464494;3464494;3464494;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/09/2007;;;;
3464504;3464504;3464504;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/09/2010;;;;
3464516;3464516;3464516;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/06/2011;;;;
3464524;3464524;3464524;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/02/2007;;;;
3464625;3464625;3464625;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/04/2005;;;;
3464839;3464839;3464839;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/02/2010;;;;
3464872;3464872;3464872;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/12/2005;;;;
3464878;3464878;3464878;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3465026;3465026;3465026;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/02/2006;;;;
3465042;3465042;3465042;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/10/2003;;;;
3465087;3465087;3465087;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/02/2003;;;;
3465099;3465099;3465099;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/02/2010;;;;
3465128;3465128;3465128;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/06/2004;;;;
3465138;3465138;3465138;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/03/2007;;;;
3465173;3465173;3465173;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/10/2010;;;;
3465243;3465243;3465243;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/03/2005;;;;
3465261;3465261;3465261;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/12/2005;;;;
3754881;3754881;3754881;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/11/2012;;;;
4311361;4311361;4311361;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;18/03/2013;;;;
4600321;4600321;4600321;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/05/2013;;;;
5073601;5073601;5073601;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/08/2013;;;;
5321921;5321921;5321921;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/10/2013;;;;
5426561;5426561;5426561;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/12/2013;;;;
6367361;6367361;6367361;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;13/10/2014;;;;
7335505;7335505;7335505;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/03/2016;;;;
7564657;7564657;7564657;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/06/2016;;;;
9015889;9015889;9015889;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/05/2017;;;;
9073809;9073809;9073809;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;13/06/2017;;;;
10421649;10421649;10421649;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/07/2018;;;;
11083075;11083075;11083075;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/12/2018;;;;
11083077;11083077;11083077;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/12/2018;;;;
12343585;12343585;12343585;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/07/2019;;;;
12346435;12346435;12346435;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/07/2019;;;;
12370114;12370114;12370114;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/08/2019;;;;
13537485;13537485;13537485;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/12/2019;;;;
13544529;13544529;13544529;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/12/2019;;;;
13612690;13612690;13612690;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/01/2020;;;;
13898177;13898177;13898177;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/02/2020;;;;
13898178;13898178;13898178;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/02/2020;;;;
13898181;13898181;13898181;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/02/2020;;;;
14023253;14023253;14023253;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;24/02/2020;;;;
14063553;14063553;14063553;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/02/2020;;;;
14063554;14063554;14063554;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/02/2020;;;;
14063555;14063555;14063555;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/02/2020;;;;
14078950;14078950;14078950;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/02/2020;;;;
14155394;14155394;14155394;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/03/2020;;;;
14572034;14572034;14572034;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/04/2020;;;;
15364688;15364688;15364688;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/07/2020;;;;
16054916;16054916;16054916;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/09/2020;;;;
16141041;16141041;16141041;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;28/09/2020;;;;
16182348;16182348;16182348;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/10/2020;;;;
16188374;16188374;16188374;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/10/2020;;;;
16212050;16212050;16212050;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/10/2020;;;;
16214947;16214947;16214947;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/10/2020;;;;
16227441;16227441;16227441;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/10/2020;;;;
16338785;16338785;16338785;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/10/2020;;;;
16357031;16357031;16357031;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/10/2020;;;;
16979121;16979121;16979121;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/12/2020;;;;
17841226;17841226;17841226;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/03/2021;;;;
19300721;19300721;19300721;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/07/2021;;;;
19585856;19585856;19585856;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;26/08/2021;;;;
19677043;19677043;19677043;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/09/2021;;;;
19678001;19678001;19678001;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;02/09/2021;;;;
21985844;21985844;21985844;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/01/2022;;;;
24602161;24602161;24602161;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/08/2022;;;;
24626487;24626487;24626487;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/08/2022;;;;
24640561;24640561;24640561;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/08/2022;;;;
29815937;29815937;29815937;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/10/2023;;;;
29893361;29893361;29893361;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/10/2023;;;;
30060402;30060402;30060402;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/10/2023;;;;
30617852;30617852;30617852;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/12/2023;;;;
30631297;30631297;30631297;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/12/2023;;;;
3461364;3461364;3461364;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/11/2004;;;;
3461376;3461376;3461376;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/12/2010;;;;
3461634;3461634;3461634;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;14/04/2004;;;;
3461849;3461849;3461849;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/04/2004;;;;
3461917;3461917;3461917;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/01/2009;;;;
3461935;3461935;3461935;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/12/2007;;;;
3461962;3461962;3461962;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/07/2009;;;;
3462539;3462539;3462539;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;13/02/2009;;;;
3462544;3462544;3462544;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;01/07/2005;;;;
3462746;3462746;3462746;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/03/2005;;;;
3463121;3463121;3463121;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/10/2005;;;;
3463130;3463130;3463130;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/10/2005;;;;
3463194;3463194;3463194;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/10/2005;;;;
3463208;3463208;3463208;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;18/01/2006;;;;
3463293;3463293;3463293;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/09/2011;;;;
3463332;3463332;3463332;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/06/2011;;;;
3463386;3463386;3463386;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/04/2003;;;;
3463465;3463465;3463465;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/04/2009;;;;
3463546;3463546;3463546;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/04/2009;;;;
3463644;3463644;3463644;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;26/06/2006;;;;
3463864;3463864;3463864;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/09/2002;;;;
3463918;3463918;3463918;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3463982;3463982;3463982;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/01/2006;;;;
3464009;3464009;3464009;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/02/2009;;;;
3464067;3464067;3464067;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;25/01/2011;;;;
3464169;3464169;3464169;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;10/02/2011;;;;
3464241;3464241;3464241;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/01/2008;;;;
3464418;3464418;3464418;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/09/2006;;;;
3464443;3464443;3464443;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/04/2004;;;;
3464518;3464518;3464518;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;20/06/2011;;;;
3464523;3464523;3464523;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/12/2007;;;;
3464549;3464549;3464549;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/10/2007;;;;
3464556;3464556;3464556;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/10/2004;;;;
3464597;3464597;3464597;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;28/06/2004;;;;
3464630;3464630;3464630;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/05/2005;;;;
3464676;3464676;3464676;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;29/09/2011;;;;
3464809;3464809;3464809;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/11/2006;;;;
3464823;3464823;3464823;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/04/2009;;;;
3464883;3464883;3464883;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;13/10/2003;;;;
3464933;3464933;3464933;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;23/11/2009;;;;
3464949;3464949;3464949;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/01/2006;;;;
3464965;3464965;3464965;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/01/2006;;;;
3464972;3464972;3464972;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/07/2003;;;;
3464983;3464983;3464983;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;16/01/2006;;;;
3465011;3465011;3465011;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/01/2006;;;;
3465016;3465016;3465016;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;09/07/2009;;;;
3465024;3465024;3465024;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;06/02/2006;;;;
3465044;3465044;3465044;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;17/01/2006;;;;
3465084;3465084;3465084;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/04/2010;;;;
3465117;3465117;3465117;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;27/05/2003;;;;
3465123;3465123;3465123;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3465134;3465134;3465134;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3465164;3465164;3465164;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;14/09/2005;;;;
3465238;3465238;3465238;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3465311;3465311;3465311;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;21/03/2005;;;;
3941121;3941121;3941121;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/01/2013;;;;
4056321;4056321;4056321;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;22/01/2013;;;;
4248961;4248961;4248961;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;05/03/2013;;;;
4400978;4400978;4400978;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;03/04/2013;;;;
4678081;4678081;4678081;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/05/2013;;;;
4687041;4687041;4687041;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;31/05/2013;;;;
4702417;4702417;4702417;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;04/06/2013;;;;
5171841;5171841;5171841;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;11/09/2013;;;;
5174721;5174721;5174721;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;12/09/2013;;;;
5363217;5363217;5363217;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;15/11/2013;;;;
5760321;5760321;5760321;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;19/03/2014;;;;
5894753;5894753;5894753;;;;OR21;P;OR225;;LOCAL INFO CLIENT;RA;;30/04/2014;;;;
