do_code;do_ref;do_reftier;do_r1_code;do_r2_code;do_r3_code;do_r4_code;do_type;do_indice;do_date;do_classe;do_url1;do_url2;do_comment;do_creadat;do_majdate;do_majsrc;do_abddate;do_abdsrc
694;34555;9SI-3-T94-041-ZO-07;;;;;200;;;;;;;;;;;
695;34314;9SI-3-T93-059-RT-30;;;;;200;;;;;;;;;;;
696;34315;9SI-3-T93-059-RT-28;;;;;200;;;;;;;;;;;
697;34316;9SI-3-T93-045-RT-01;;;;;1000;;;;;;;;;;;
698;34317;9SI-3-T93-045-RT-50;;;;;500;;;;;;;;;;;
699;34318;9SI-3-T93-045-ZO-02;;;;;200;;;;;;;;;;;
700;34621;9SI-3-T94-017-ZO-28;;;;;200;;;;;;;;;;;
701;34622;9SI-3-T94-017-RT-26;;;;;200;;;;;;;;;;;
702;34623;9SI-3-T93-070-ZO-39;;;;;200;;;;;;;;;;;
703;34624;9SI-3-T93-070-RT-31;;;;;200;;;;;;;;;;;
704;34625;9SI-3-T93-070-RT-01;;;;;200;;;;;;;;;;;
705;34516;SMAK_9SI-3-T94-021-RT-57;;;;;200;;;;;;;;;;;
706;34517;SMAK_9SI-3-T94-021-RT-50;;;;;200;;;;;;;;;;;
707;34518;SMAK_9SI-3-T94-021-RT-52;;;;;200;;;;;;;;;;;
708;34519;9SI-3-T94-021-RT-59;;;;;200;;;;;;;;;;;
709;34520;9SI-3-T94-021-ZO-50;;;;;200;;;;;;;;;;;
710;34556;9SI-3-T94-041-ZO-05;;;;;200;;;;;;;;;;;
711;34557;9SI-3-T94-041-RT-70;;;;;200;;;;;;;;;;;
712;34558;9SI-3-T94-003-RT-55;;;;;200;;;;;;;;;;;
713;34559;9SI-3-T94-003-RT-51;;;;;200;;;;;;;;;;;
714;34560;9SI-3-T94-018-RT-56;;;;;200;;;;;;;;;;;
715;34319;9SI-3-T93-027-RT-62;;;;;200;;;;;;;;;;;
716;34320;9SI-3-T93-027-ZO-03;;;;;200;;;;;;;;;;;
717;34321;LDKC_9SI-3-T92-051-RT-51;;;;;200;;;;;;;;;;;
718;34322;LDKC_9SI-3-T93-059-RT-19;;;;;200;;;;;;;;;;;
719;34323;9SI-3-T93-059-RT-04;;;;;200;;;;;;;;;;;
720;34364;9SI-3-T93-048-RT-03;;;;;200;;;;;;;;;;;
721;34365;9SI-3-T93-008-RT-16;;;;;200;;;;;;;;;;;
722;34366;9SI-3-T93-066-RT-164;;;;;200;;;;;;;;;;;
723;34367;9SI-3-T93-066-RT-156;;;;;200;;;;;;;;;;;
724;34368;9SI-3-T93-066-ZO-26;;;;;200;;;;;;;;;;;
725;34521;9SI-3-T94-021-RT-60;;;;;200;;;;;;;;;;;
726;34522;9SI-3-T94-021-RT-62;;;;;500;;;;;;;;;;;
727;34523;NOOS_9SI-3-T94-003-RT-01;;;;;500;;;;;;;;;;;
728;34524;NOOS_9SI-3-T94-003-RT-03;;;;;500;;;;;;;;;;;
729;34525;NUME_9SI-3-T94-003-RT-02;;;;;500;;;;;;;;;;;
730;34561;9SI-3-T94-018-RT-55;;;;;200;;;;;;;;;;;
731;34562;9SI-3-T94-018-RT-53;;;;;200;;;;;;;;;;;
732;34563;9SI-3-T93-066-RT-31;;;;;200;;;;;;;;;;;
733;34564;9SI-3-T93-066-RT-35;;;;;200;;;;;;;;;;;
734;34565;9SI-3-T93-066-RT-155;;;;;500;;;;;;;;;;;
735;34324;9SI-3-T93-059-RT-51;;;;;200;;;;;;;;;;;
736;34325;9SI-3-T93-059-RT-33;;;;;200;;;;;;;;;;;
737;34326;9SI-3-T93-064-RT-15;;;;;200;;;;;;;;;;;
738;34327;9SI-3-T93-064-RT-01;;;;;1000;;;;;;;;;;;
739;34328;9SI-3-T93-066-RT-26;;;;;200;;;;;;;;;;;
740;34369;9SI-3-T93-066-RT-167;;;;;200;;;;;;;;;;;
741;34370;9SI-3-T93-066-RT-175;;;;;200;;;;;;;;;;;
742;34371;NOOS_9SI-3-T93-001-RT-07;;;;;500;;;;;;;;;;;
743;34372;NOOS_9SI-3-T93-001-RT-06;;;;;500;;;;;;;;;;;
744;34373;NOOS_9SI-3-T93-001-RT-04;;;;;500;;;;;;;;;;;
745;34405;9SI-3-T93-059-ZO-29;;;;;200;;;;;;;;;;;
746;34406;9SI-3-T93-059-ZO-27;;;;;200;;;;;;;;;;;
747;34407;9SI-3-T93-066-RT-44;;;;;200;;;;;;;;;;;
748;34408;9SI-3-T93-066-RT-46;;;;;200;;;;;;;;;;;
749;34409;9SI-3-T93-066-RT-40;;;;;200;;;;;;;;;;;
750;34566;9SI-3-T93-066-RT-151;;;;;500;;;;;;;;;;;
751;34567;9SI-3-T93-066-RT-153;;;;;500;;;;;;;;;;;
752;34568;9SI-3-T94-069-RT-25;;;;;200;;;;;;;;;;;
753;34569;9SI-3-T94-069-RT-50;;;;;200;;;;;;;;;;;
754;34570;NUME_9SI-3-T94-069-RT-04;;;;;500;;;;;;;;;;;
755;34329;9SI-3-T93-066-ZO-29;;;;;200;;;;;;;;;;;
756;34330;9SI-3-T93-066-ZO-25;;;;;200;;;;;;;;;;;
757;34331;9SI-3-T93-059-RT-26;;;;;200;;;;;;;;;;;
758;34332;9SI-3-T93-059-ZO-26;;;;;200;;;;;;;;;;;
759;34333;9SI-3-T93-055-ZO-27;;;;;200;;;;;;;;;;;
760;34374;NOOS_9SI-3-T93-001-RT-03;;;;;500;;;;;;;;;;;
761;34375;NOOS_9SI-3-T93-001-RT-01;;;;;500;;;;;;;;;;;
762;34376;LEV3_9SI-3-T92-050-RT-10;;;;;1000;;;;;;;;;;;
763;34377;LEV3_9SI-3-T92-050-RT-09;;;;;1000;;;;;;;;;;;
764;34378;LEV3_9SI-3-T92-050-RT-08;;;;;1000;;;;;;;;;;;
765;34410;9SI-3-T93-066-RT-02;;;;;1000;;;;;;;;;;;
766;34411;LDKC_9SI-3-T93-066-RT-46;;;;;200;;;;;;;;;;;
767;34412;9SI-3-T92-050-RT-39;;;;;200;;;;;;;;;;;
768;34413;9SI-3-T93-055-RT-03;;;;;1000;;;;;;;;;;;
769;34414;9SI-3-T93-055-ZO-01;;;;;200;;;;;;;;;;;
770;34440;9SI-3-T92-050-RT-51;;;;;500;;;;;;;;;;;
771;34441;9SI-3-T92-050-RT-52;;;;;500;;;;;;;;;;;
772;34442;9SI-3-T93-048-RT-13;;;;;200;;;;;;;;;;;
773;34443;9SI-3-T93-048-RT-11;;;;;200;;;;;;;;;;;
774;34444;9SI-3-T93-048-RT-05;;;;;200;;;;;;;;;;;
775;34334;9SI-3-T93-055-RT-25;;;;;200;;;;;;;;;;;
776;34335;9SI-3-T93-048-RT-20;;;;;200;;;;;;;;;;;
777;34336;9SI-3-T93-027-RT-60;;;;;200;;;;;;;;;;;
778;34337;9SI-3-T93-001-RT-29;;;;;200;;;;;;;;;;;
779;34338;9SI-3-T93-001-ZO-09;;;;;200;;;;;;;;;;;
780;34379;9SI-3-T93-055-RT-35;;;;;200;;;;;;;;;;;
781;34380;9SI-3-T93-055-RT-41;;;;;200;;;;;;;;;;;
782;34381;9SI-3-T93-008-RT-36;;;;;500;;;;;;;;;;;
783;34382;9SI-3-T93-008-RT-28;;;;;200;;;;;;;;;;;
784;34383;LDKC_9SI-3-T92-051-RT-50;;;;;200;;;;;;;;;;;
785;34415;9SI-3-T93-055-ZO-09;;;;;200;;;;;;;;;;;
786;34416;9SI-3-T93-055-ZO-03;;;;;200;;;;;;;;;;;
787;34417;9SI-3-T93-027-RT-58;;;;;200;;;;;;;;;;;
788;34418;9SI-3-T93-027-RT-51;;;;;200;;;;;;;;;;;
789;34419;0I21_9SI-3-T93-001-RT-05;;;;;200;;;;;;;;;;;
790;34445;9SI-3-T93-048-RT-89;;;;;200;;;;;;;;;;;
791;34446;9SI-3-T93-048-RT-14;;;;;1000;;;;;;;;;;;
792;34447;LDKC_9SI-3-T93-066-RT-18;;;;;200;;;;;;;;;;;
793;34448;LDKC_9SI-3-T93-066-RT-20;;;;;200;;;;;;;;;;;
794;34449;LDKC_9SI-3-T93-066-RT-22;;;;;200;;;;;;;;;;;
795;34339;0I21_9SI-3-T93-001-RT-02;;;;;200;;;;;;;;;;;
796;34340;LDKC_9SI-3-T93-001-RT-02;;;;;200;;;;;;;;;;;
797;34341;9SI-3-T93-059-ZO-39;;;;;200;;;;;;;;;;;
798;34342;9SI-3-T93-059-ZO-35;;;;;200;;;;;;;;;;;
799;34343;9SI-3-T93-048-RT-34;;;;;200;;;;;;;;;;;
800;34384;LDKC_9SI-3-T92-051-RT-01;;;;;200;;;;;;;;;;;
801;34385;LDKC_9SI-3-T92-051-RT-52;;;;;200;;;;;;;;;;;
802;34386;9SI-3-T93-066-RT-237;;;;;200;;;;;;;;;;;
803;34387;9SI-3-T93-066-RT-177;;;;;200;;;;;;;;;;;
804;34388;9SI-3-T93-066-RT-185;;;;;200;;;;;;;;;;;
805;34420;0I21_9SI-3-T93-001-RT-03;;;;;200;;;;;;;;;;;
806;34421;0I21_9SI-3-T93-001-RT-01;;;;;200;;;;;;;;;;;
807;34422;9SI-3-T93-059-RT-29;;;;;200;;;;;;;;;;;
808;34423;9SI-3-T93-059-ZO-25;;;;;200;;;;;;;;;;;
809;34424;9SI-3-T93-059-ZO-31;;;;;200;;;;;;;;;;;
810;34450;LDKC_9SI-3-T93-066-RT-24;;;;;200;;;;;;;;;;;
811;34451;LDKC_9SI-3-T93-066-RT-28;;;;;200;;;;;;;;;;;
812;34452;9SI-3-T93-048-RT-59;;;;;200;;;;;;;;;;;
813;34453;9SI-3-T93-048-RT-81;;;;;200;;;;;;;;;;;
814;34454;9SI-3-T93-001-RT-57;;;;;200;;;;;;;;;;;
815;34344;9SI-3-T93-048-RT-52;;;;;200;;;;;;;;;;;
816;34345;9SI-3-T93-048-RT-58;;;;;500;;;;;;;;;;;
817;34346;9SI-3-T93-066-RT-34;;;;;200;;;;;;;;;;;
818;34347;9SI-3-T93-066-RT-36;;;;;200;;;;;;;;;;;
819;34348;9SI-3-T93-066-RT-28;;;;;200;;;;;;;;;;;
820;34389;9SI-3-T93-066-RT-181;;;;;200;;;;;;;;;;;
821;34390;9SI-3-T93-066-RT-171;;;;;200;;;;;;;;;;;
822;34391;9SI-3-T92-050-RT-49;;;;;200;;;;;;;;;;;
823;34392;9SI-3-T92-050-RT-48;;;;;200;;;;;;;;;;;
824;34394;9SI-3-T92-050-RT-44;;;;;200;;;;;;;;;;;
825;34425;9SI-3-T93-059-RT-35;;;;;200;;;;;;;;;;;
826;34426;9SI-3-T93-048-RT-09;;;;;200;;;;;;;;;;;
827;34427;LDKC_9SI-3-T93-066-RT-06;;;;;200;;;;;;;;;;;
828;34428;LDKC_9SI-3-T93-066-RT-02;;;;;200;;;;;;;;;;;
829;34429;LDKC_9SI-3-T93-066-RT-34;;;;;200;;;;;;;;;;;
830;34456;9SI-3-T93-001-RT-35;;;;;200;;;;;;;;;;;
831;34457;9SI-3-T92-050-RT-50;;;;;500;;;;;;;;;;;
832;34458;9SI-3-T92-050-RT-23;;;;;200;;;;;;;;;;;
833;34459;9SI-3-T92-050-RT-24;;;;;200;;;;;;;;;;;
834;34460;9SI-3-T92-050-RT-95;;;;;200;;;;;;;;;;;
835;34349;9SI-3-T93-066-RT-154;;;;;500;;;;;;;;;;;
836;34350;9SI-3-T93-066-RT-152;;;;;500;;;;;;;;;;;
837;34351;9SI-3-T93-048-RT-18;;;;;200;;;;;;;;;;;
838;34352;9SI-3-T93-048-RT-16;;;;;200;;;;;;;;;;;
839;34353;9SI-3-T93-048-RT-31;;;;;200;;;;;;;;;;;
840;34395;9SI-3-T92-050-RT-42;;;;;200;;;;;;;;;;;
841;34396;9SI-3-T92-050-RT-43;;;;;200;;;;;;;;;;;
842;34397;9SI-3-T93-055-RT-37;;;;;200;;;;;;;;;;;
843;34398;9SI-3-T93-055-ZO-26;;;;;200;;;;;;;;;;;
844;34399;9SI-3-T93-055-RT-30;;;;;200;;;;;;;;;;;
845;34430;LDKC_9SI-3-T93-066-RT-14;;;;;200;;;;;;;;;;;
846;34431;LDKC_9SI-3-T93-066-RT-16;;;;;200;;;;;;;;;;;
847;34432;9SI-3-T93-055-ZO-05;;;;;200;;;;;;;;;;;
848;34433;9SI-3-T93-048-RT-35;;;;;200;;;;;;;;;;;
849;34434;9SI-3-T93-048-RT-51;;;;;200;;;;;;;;;;;
850;34461;9SI-3-T92-050-RT-92;;;;;200;;;;;;;;;;;
851;34462;9SI-3-T93-055-ZO-06;;;;;200;;;;;;;;;;;
852;34463;9SI-3-T93-066-RT-58;;;;;200;;;;;;;;;;;
853;34464;9SI-3-T93-066-ZO-04;;;;;200;;;;;;;;;;;
854;34465;9SI-3-T93-066-RT-102;;;;;200;;;;;;;;;;;
855;34354;9SI-3-T93-048-RT-27;;;;;200;;;;;;;;;;;
856;34355;9SI-3-T93-048-RT-29;;;;;200;;;;;;;;;;;
857;34356;LDKC_9SI-3-T93-001-RT-01;;;;;200;;;;;;;;;;;
858;34357;LDKC_9SI-3-T93-001-RT-03;;;;;200;;;;;;;;;;;
859;34358;LEV3_9SI-3-T92-050-RT-06;;;;;1000;;;;;;;;;;;
860;35305;9SI-3-T95-277-RT-36;;;;;200;;;;;;;;;;;
861;35306;9SI-3-T95-277-RT-35;;;;;200;;;;;;;;;;;
862;35307;9SI-3-T95-277-RT-34;;;;;200;;;;;;;;;;;
863;35308;9SI-3-T93-051-RT-55;;;;;200;;;;;;;;;;;
864;35309;9SI-3-T93-051-RT-53;;;;;200;;;;;;;;;;;
865;35335;9SI-3-T93-048-RT-212;;;;;200;;;;;;;;;;;
866;35336;9SI-3-T93-048-RT-19;;;;;200;;;;;;;;;;;
867;35337;9SI-3-T93-048-ZO-30;;;;;200;;;;;;;;;;;
868;35338;LEV3_9SI-3-T95-306-RT-10;;;;;1000;;;;;;;;;;;
869;35339;LEV3_9SI-3-T95-306-RT-01;;;;;1000;;;;;;;;;;;
870;35360;9SI-3-T95-306-ZO-01;;;;;200;;;;;;;;;;;
871;35361;9SI-3-T95-306-ZO-06;;;;;200;;;;;;;;;;;
872;35362;9SI-3-T92-049-RT-72;;;;;500;;;;;;;;;;;
873;35363;LDKC_9SI-3-T92-025-RT-55;;;;;200;;;;;;;;;;;
874;35364;LDKC_9SI-3-T92-025-RT-54;;;;;200;;;;;;;;;;;
875;35375;9SI-3-T93-008-RT-46;;;;;200;;;;;;;;;;;
876;35376;9SI-3-T93-008-RT-18;;;;;200;;;;;;;;;;;
877;35377;9SI-3-T95-500-ZO-01;;;;;200;;;;;;;;;;;
878;35378;9SI-3-T92-049-RT-74;;;;;500;;;;;;;;;;;
879;35379;9SI-3-T92-049-RT-75;;;;;500;;;;;;;;;;;
880;35380;9SI-3-T92-049-RT-76;;;;;200;;;;;;;;;;;
881;35381;LDKC_9SI-3-T92-026-RT-07;;;;;200;;;;;;;;;;;
882;35382;9SI-3-T92-026-ZO-02;;;;;200;;;;;;;;;;;
883;35383;9SI-3-T93-010-RT-08;;;;;200;;;;;;;;;;;
884;35384;9SI-3-T93-001-RT-38;;;;;200;;;;;;;;;;;
885;35476;9SI-3-T78-586-ZO-02;;;;;200;;;;;;;;;;;
886;35477;LDKC_9SI-3-T78-311-RT-01;;;;;200;;;;;;;;;;;
887;35478;LDKC_9SI-3-T78-311-RT-03;;;;;200;;;;;;;;;;;
888;35539;LDKC_9SI-3-T78-586-RT-11;;;;;200;;;;;;;;;;;
889;35385;9SI-3-T93-001-RT-36;;;;;200;;;;;;;;;;;
890;35386;9SI-3-T93-001-ZO-26;;;;;200;;;;;;;;;;;
891;35387;9SI-3-T93-001-RT-32;;;;;200;;;;;;;;;;;
892;35388;9SI-3-T93-051-ZO-01;;;;;200;;;;;;;;;;;
893;35389;9SI-3-T93-051-ZO-25;;;;;200;;;;;;;;;;;
894;35425;9SI-3-T93-063-RT-50;;;;;500;;;;;;;;;;;
895;35426;9SI-3-T93-053-RT-58;;;;;200;;;;;;;;;;;
896;35427;9SI-3-T93-053-RT-52;;;;;200;;;;;;;;;;;
897;35428;9SI-3-T93-008-RT-45;;;;;200;;;;;;;;;;;
898;35429;9SI-3-T93-008-RT-43;;;;;200;;;;;;;;;;;
899;35550;LDKC_9SI-3-T75-116-RT-53;;;;;200;;;;;;;;;;;
900;35551;LDKC_9SI-3-T75-116-RT-51;;;;;200;;;;;;;;;;;
901;35552;9SI-3-T75-116-RT-50;;;;;200;;;;;;;;;;;
902;35390;9SI-3-T93-051-RT-56;;;;;200;;;;;;;;;;;
903;35391;9SI-3-T93-051-ZO-26;;;;;200;;;;;;;;;;;
904;35392;9SI-3-T93-051-ZO-52;;;;;200;;;;;;;;;;;
905;35393;LEV3_9SI-3-T95-476-RT-05;;;;;1000;;;;;;;;;;;
906;35394;LEV3_9SI-3-T95-476-RT-01;;;;;1000;;;;;;;;;;;
907;35430;9SI-3-T92-062-RT-50;;;;;200;;;;;;;;;;;
908;35431;9SI-3-T92-060-RT-68;;;;;200;;;;;;;;;;;
909;35432;9SI-3-T92-060-RT-66;;;;;200;;;;;;;;;;;
910;35433;9SI-3-T92-036-ZO-27;;;;;200;;;;;;;;;;;
911;35434;9SI-3-T92-036-RT-25;;;;;200;;;;;;;;;;;
912;35553;LDKC_9SI-3-T75-116-RT-61;;;;;200;;;;;;;;;;;
913;35554;LDKC_9SI-3-T75-116-RT-64;;;;;200;;;;;;;;;;;
914;35395;LEV3_9SI-3-T95-476-RT-02;;;;;1000;;;;;;;;;;;
915;35396;LEV3_9SI-3-T95-476-RT-03;;;;;1000;;;;;;;;;;;
916;35397;9SI-3-T95-476-ZO-01;;;;;200;;;;;;;;;;;
917;35398;9SI-3-T92-026-ZO-01;;;;;200;;;;;;;;;;;
918;35399;9SI-3-T92-026-ZO-25;;;;;200;;;;;;;;;;;
919;35435;9SI-3-T92-036-RT-60;;;;;500;;;;;;;;;;;
920;35436;9SI-3-T92-036-RT-59;;;;;200;;;;;;;;;;;
921;35437;9SI-3-T92-036-RT-02;;;;;500;;;;;;;;;;;
922;35438;9SI-3-T95-277-RT-29;;;;;200;;;;;;;;;;;
923;35439;9SI-3-T95-277-RT-26;;;;;200;;;;;;;;;;;
924;35400;9SI-3-T92-026-RT-52;;;;;500;;;;;;;;;;;
925;35401;9SI-3-T92-026-RT-50;;;;;200;;;;;;;;;;;
926;35402;9SI-3-T92-023-RT-71;;;;;200;;;;;;;;;;;
927;35403;9SI-3-T93-001-RT-28;;;;;500;;;;;;;;;;;
928;35404;9SI-3-T93-064-RT-11;;;;;1000;;;;;;;;;;;
929;35440;9SI-3-T95-277-RT-25;;;;;200;;;;;;;;;;;
930;35441;9SI-3-T95-268-RT-51;;;;;200;;;;;;;;;;;
931;35442;9SI-3-T95-268-RT-50;;;;;200;;;;;;;;;;;
932;35497;LDKC_9SI-3-T78-311-RT-04;;;;;200;;;;;;;;;;;
933;35498;LDKC_9SI-3-T78-311-RT-06;;;;;200;;;;;;;;;;;
934;35591;9SI-3-T78-311-RT-04;;;;;200;;;;;;;;;;;
935;35592;9SI-3-T78-311-RT-03;;;;;200;;;;;;;;;;;
936;35593;9SI-3-T78-311-RT-02;;;;;200;;;;;;;;;;;
937;35594;LDKC_9SI-3-T78-124-RT-02;;;;;200;;;;;;;;;;;
938;35405;9SI-3-T93-064-ZO-31;;;;;200;;;;;;;;;;;
939;35406;9SI-3-T93-064-ZO-29;;;;;200;;;;;;;;;;;
940;35407;9SI-3-T93-063-RT-30;;;;;200;;;;;;;;;;;
941;35408;9SI-3-T93-051-ZO-50;;;;;200;;;;;;;;;;;
942;35409;9SI-3-T93-008-RT-03;;;;;200;;;;;;;;;;;
943;35447;LDKC_9SI-3-T75-116-RT-62;;;;;200;;;;;;;;;;;
944;35448;LDKC_9SI-3-T75-116-RT-60;;;;;200;;;;;;;;;;;
945;35449;LDKC_9SI-3-T75-116-RT-57;;;;;200;;;;;;;;;;;
946;35450;LDKC_9SI-3-T75-116-RT-55;;;;;200;;;;;;;;;;;
947;35410;9SI-3-T93-008-ZO-07;;;;;200;;;;;;;;;;;
948;35411;9SI-3-T93-008-ZO-05;;;;;200;;;;;;;;;;;
949;35412;9SI-3-T93-008-ZO-01;;;;;200;;;;;;;;;;;
950;35413;9SI-3-T92-050-RT-16;;;;;200;;;;;;;;;;;
951;35414;LEV3_9SI-3-T92-049-RT-05;;;;;200;;;;;;;;;;;
952;35451;LDKC_9SI-3-T75-116-RT-54;;;;;200;;;;;;;;;;;
953;35415;LEV3_9SI-3-T92-049-RT-03;;;;;200;;;;;;;;;;;
954;35416;LEV3_9SI-3-T92-049-RT-02;;;;;200;;;;;;;;;;;
955;35417;9SI-3-T92-049-RT-01;;;;;500;;;;;;;;;;;
956;35418;9SI-3-T92-023-RT-12;;;;;200;;;;;;;;;;;
957;35419;9SI-3-T92-023-RT-62;;;;;200;;;;;;;;;;;
958;35512;9SI-3-T77-146-RT-57;;;;;200;;;;;;;;;;;
959;35513;9SI-3-T77-146-RT-56;;;;;200;;;;;;;;;;;
960;35420;9SI-3-T92-014-RT-56;;;;;500;;;;;;;;;;;
961;35421;9SI-3-T92-014-RT-54;;;;;500;;;;;;;;;;;
962;35422;9SI-3-T95-277-RT-31;;;;;200;;;;;;;;;;;
963;35423;9SI-3-T93-063-RT-37;;;;;200;;;;;;;;;;;
964;35424;9SI-3-T93-063-RT-25;;;;;200;;;;;;;;;;;
965;35517;9SI-3-T78-646-RT-53;;;;;200;;;;;;;;;;;
966;35518;9SI-3-T78-646-RT-52;;;;;200;;;;;;;;;;;
967;35519;9SI-3-T78-646-RT-51;;;;;200;;;;;;;;;;;
968;35571;9SI-3-T78-311-RT-07;;;;;200;;;;;;;;;;;
969;35572;9SI-3-T78-311-RT-06;;;;;200;;;;;;;;;;;
970;35573;9SI-3-T75-115-RT-25;;;;;200;;;;;;;;;;;
971;35275;9SI-3-T93-008-RT-33;;;;;200;;;;;;;;;;;
972;35276;9SI-3-T93-008-RT-31;;;;;200;;;;;;;;;;;
973;35277;9SI-3-T93-008-RT-27;;;;;200;;;;;;;;;;;
974;35278;9SI-3-T92-049-ZO-03;;;;;200;;;;;;;;;;;
975;35279;9SI-3-T92-049-RT-83;;;;;200;;;;;;;;;;;
976;35280;9SI-3-T92-049-RT-82;;;;;200;;;;;;;;;;;
977;35281;9SI-3-T92-049-RT-81;;;;;200;;;;;;;;;;;
978;35282;9SI-3-T92-049-RT-80;;;;;200;;;;;;;;;;;
979;35283;9SI-3-T92-012-RT-29;;;;;200;;;;;;;;;;;
980;35284;9SI-3-T92-012-RT-25;;;;;200;;;;;;;;;;;
981;35310;9SI-3-T93-051-ZO-53;;;;;200;;;;;;;;;;;
982;35311;9SI-3-T93-010-RT-04;;;;;1000;;;;;;;;;;;
983;35312;9SI-3-T93-010-RT-01;;;;;1000;;;;;;;;;;;
984;35313;9SI-3-T92-060-RT-72;;;;;200;;;;;;;;;;;
985;35314;9SI-3-T92-060-RT-71;;;;;200;;;;;;;;;;;
986;35532;9SI-3-T77-121-RT-53;;;;;200;;;;;;;;;;;
987;35612;LDKC_9SI-3-T78-586-RT-09;;;;;200;;;;;;;;;;;
988;35285;LDKC_9SI-3-T92-012-RT-58;;;;;200;;;;;;;;;;;
989;35286;LDKC_9SI-3-T92-012-RT-57;;;;;200;;;;;;;;;;;
990;35287;LDKC_9SI-3-T92-012-RT-54;;;;;200;;;;;;;;;;;
991;35288;9SI-3-T93-063-ZO-25;;;;;200;;;;;;;;;;;
992;35289;9SI-3-T93-063-RT-45;;;;;200;;;;;;;;;;;
993;35315;LDKC_9SI-3-T92-060-RT-79;;;;;200;;;;;;;;;;;
994;35316;LDKC_9SI-3-T93-059-RT-11;;;;;200;;;;;;;;;;;
995;35317;LDKC_9SI-3-T93-059-RT-12;;;;;200;;;;;;;;;;;
996;35318;9SI-3-T92-023-RT-83;;;;;200;;;;;;;;;;;
997;35319;9SI-3-T92-023-ZO-54;;;;;200;;;;;;;;;;;
998;35340;LEV3_9SI-3-T95-306-RT-02;;;;;1000;;;;;;;;;;;
999;35341;9SI-3-T95-306-ZO-04;;;;;200;;;;;;;;;;;
1000;35342;9SI-3-T95-306-ZO-05;;;;;200;;;;;;;;;;;
1001;35343;LDKC_9SI-3-T92-044-RT-01;;;;;200;;;;;;;;;;;
1002;35344;9SI-3-T92-044-RT-26;;;;;200;;;;;;;;;;;
1003;35290;9SI-3-T93-063-RT-39;;;;;200;;;;;;;;;;;
1004;35291;LEV3_9SI-3-T93-051-RT-50;;;;;1000;;;;;;;;;;;
1005;35292;9SI-3-T93-051-RT-57;;;;;200;;;;;;;;;;;
1006;35293;9SI-3-T93-008-RT-02;;;;;1000;;;;;;;;;;;
1007;35294;9SI-3-T92-060-ZO-51;;;;;200;;;;;;;;;;;
1008;35320;9SI-3-T92-023-ZO-55;;;;;200;;;;;;;;;;;
1009;35321;9SI-3-T92-023-RT-82;;;;;200;;;;;;;;;;;
1010;35322;9SI-3-T92-023-ZO-52;;;;;200;;;;;;;;;;;
1011;35323;9SI-3-T95-277-RT-33;;;;;200;;;;;;;;;;;
1012;35324;9SI-3-T95-277-RT-32;;;;;200;;;;;;;;;;;
1013;35345;LDKC_9SI-3-T92-025-RT-59;;;;;200;;;;;;;;;;;
1014;35346;LDKC_9SI-3-T92-025-RT-57;;;;;200;;;;;;;;;;;
1015;35347;LDKC_9SI-3-T92-025-RT-56;;;;;200;;;;;;;;;;;
1016;35348;9SI-3-T92-075-ZO-04;;;;;200;;;;;;;;;;;
1017;35349;9SI-3-T92-075-ZO-02;;;;;200;;;;;;;;;;;
1018;35365;LDKC_9SI-3-T92-025-RT-52;;;;;200;;;;;;;;;;;
1019;35366;LDKC_9SI-3-T92-012-RT-53;;;;;200;;;;;;;;;;;
1020;35367;LDKC_9SI-3-T92-012-RT-52;;;;;200;;;;;;;;;;;
1021;35368;9SI-3-T93-063-RT-35;;;;;200;;;;;;;;;;;
1022;35369;9SI-3-T93-063-RT-27;;;;;200;;;;;;;;;;;
1023;35295;9SI-3-T92-060-ZO-50;;;;;200;;;;;;;;;;;
1024;35296;9SI-3-T92-060-RT-50;;;;;500;;;;;;;;;;;
1025;35297;9SI-3-T92-060-RT-69;;;;;200;;;;;;;;;;;
1026;35298;9SI-3-T92-036-RT-53;;;;;200;;;;;;;;;;;
1027;35299;9SI-3-T92-036-RT-08;;;;;500;;;;;;;;;;;
1028;35325;LDKC_9SI-3-T92-044-RT-50;;;;;200;;;;;;;;;;;
1029;35326;LDKC_9SI-3-T92-044-RT-51;;;;;200;;;;;;;;;;;
1030;35327;LDKC_9SI-3-T92-044-RT-52;;;;;200;;;;;;;;;;;
1031;35328;9SI-3-T93-010-RT-28;;;;;200;;;;;;;;;;;
1032;35329;OPAL_9SI-3-T93-008-RT-26;;;;;200;;;;;;;;;;;
1033;35350;9SI-3-T92-075-RT-03;;;;;500;;;;;;;;;;;
1034;35351;9SI-3-T92-075-RT-02;;;;;500;;;;;;;;;;;
1035;35352;9SI-3-T92-075-RT-01;;;;;500;;;;;;;;;;;
1036;35353;9SI-3-T93-048-RT-30;;;;;200;;;;;;;;;;;
1037;35354;9SI-3-T93-048-RT-26;;;;;200;;;;;;;;;;;
1038;35370;9SI-3-T93-061-ZO-01;;;;;200;;;;;;;;;;;
1039;35371;9SI-3-T93-061-RT-26;;;;;200;;;;;;;;;;;
1040;35372;9SI-3-T93-061-RT-02;;;;;1000;;;;;;;;;;;
1041;35373;9SI-3-T93-008-RT-44;;;;;200;;;;;;;;;;;
1042;35374;9SI-3-T93-008-ZO-26;;;;;200;;;;;;;;;;;
1043;35300;9SI-3-T92-036-ZO-04;;;;;200;;;;;;;;;;;
