do_code;do_ref;do_reftier;do_r1_code;do_r2_code;do_r3_code;do_r4_code;do_type;do_indice;do_date;do_classe;do_url1;do_url2;do_comment;do_creadat;do_majdate;do_majsrc;do_abddate;do_abdsrc
2415;67665;9SI-3-T94-043-ZO-02;;;;;200;;;;;;;;;;;
2416;67666;SMAK_9SI-3-T94-021-RT-60;;;;;200;;;;;;;;;;;
2417;67667;9SI-3-T94-041-RT-59;;;;;200;;;;;;;;;;;
2418;67753;9SI-3-T92-023-ZO-50;;;;;200;;;;;;;;;;;
2419;67754;9SI-3-T92-026-RT-51;;;;;500;;;;;;;;;;;
2420;67755;9SI-3-T92-014-RT-50;;;;;200;;;;;;;;;;;
2421;67835;9SI-3-T95-585-RT-54;;;;;200;;;;;;;;;;;
2422;67836;9SI-3-T95-127-RT-99;;;;;200;;;;;;;;;;;
2423;67837;9SI-3-T94-081-ZO-09;;;;;200;;;;;;;;;;;
2424;67838;9SI-3-T92-012-RT-27;;;;;200;;;;;;;;;;;
2425;67839;LDKC_9SI-3-T95-288-RT-04;;;;;200;;;;;;;;;;;
2426;67920;9SI-3-T94-043-ZO-51;;;;;200;;;;;;;;;;;
2427;67921;9SI-3-T91-377-RT-55;;;;;200;;;;;;;;;;;
2428;67922;9SI-3-T92-050-RT-69;;;;;200;;;;;;;;;;;
2429;67923;9SI-3-T92-040-RT-63;;;;;500;;;;;;;;;;;
2430;67924;9SI-3-T91-377-RT-52;;;;;200;;;;;;;;;;;
2431;68003;9SI-3-T94-033-RT-02;;;;;200;;;;;;;;;;;
2432;68004;LDKC_9SI-3-T92-024-RT-57;;;;;200;;;;;;;;;;;
2433;68005;9SI-3-T92-050-RT-33;;;;;200;;;;;;;;;;;
2434;68006;9SI-3-T92-040-ZO-50;;;;;200;;;;;;;;;;;
2435;68007;LDKC_9SI-3-T92-023-RT-59;;;;;200;;;;;;;;;;;
2436;68089;9SI-3-T77-258-RT-62;;;;;200;;;;;;;;;;;
2437;68090;9SI-3-T92-050-RT-93;;;;;200;;;;;;;;;;;
2438;68091;9SI-3-T92-009-RT-52;;;;;500;;;;;;;;;;;
2439;68092;9SI-3-T93-072-RT-30;;;;;200;;;;;;;;;;;
2440;68093;9SI-3-T93-057-ZO-27;;;;;200;;;;;;;;;;;
2441;68177;9SI-3-T93-013-RT-50;;;;;200;;;;;;;;;;;
2442;68178;9SI-3-T95-063-RT-54;;;;;200;;;;;;;;;;;
2443;67577;9SI-3-T95-127-RT-55;;;;;200;;;;;;;;;;;
2444;67756;9SI-3-T92-049-RT-65;;;;;500;;;;;;;;;;;
2445;67757;9SI-3-T95-268-RT-28;;;;;200;;;;;;;;;;;
2446;67840;9SI-3-T92-044-RT-30;;;;;200;;;;;;;;;;;
2447;67841;LEV3_9SI-3-T92-040-RT-07;;;;;200;;;;;;;;;;;
2448;67842;9SI-3-T92-050-ZO-66;;;;;200;;;;;;;;;;;
2449;67925;9SI-3-T92-050-RT-57;;;;;500;;;;;;;;;;;
2450;68008;9SI-3-T92-050-RT-98;;;;;500;;;;;;;;;;;
2451;67598;2Z3-3-T63-S00-SI-01;;;;;5000;;;;;;;;;;;
2452;67599;2Z3-3-T26-S00-SI-01;;;;;5000;;;;;;;;;;;
2453;66263;9SI-3-T77-083-ZO-51;;;;;200;;;;;;;;;;;
2454;66361;2Z1-3-T34-S00-SI-01;;;;;5000;;;;;;;;;;;
2455;66803;2Z3-3-T09-S00-SI-01;;;;;5000;;;;;;;;;;;
2456;66804;2Z2-3-T51-S01-RT-01;;;;;200;;;;;;;;;;;
2457;34834;9SI-3-T94-054-ZO-01;;;;;200;;;;;;;;;;;
2458;66605;9SI-3-T93-055-RT-43;;;;;500;;;;;;;;;;;
2459;66692;LDKC_9SI-3-T93-059-RT-01;;;;;200;;;;;;;;;;;
2460;66777;9SI-3-T93-008-RT-42;;;;;200;;;;;;;;;;;
2461;66778;9SI-3-T95-539-RT-50;;;;;200;;;;;;;;;;;
2462;66779;9SI-3-T92-007-RT-62;;;;;200;;;;;;;;;;;
2463;66961;LDKC_9SI-3-T75-116-RT-58;;;;;200;;;;;;;;;;;
2464;66337;9SI-3-T94-033-RT-29;;;;;200;;;;;;;;;;;
2465;66338;9SI-3-T94-003-RT-53;;;;;200;;;;;;;;;;;
2466;66339;9SI-3-T94-017-ZO-08;;;;;200;;;;;;;;;;;
2467;66340;9SI-3-T94-011-RT-32;;;;;200;;;;;;;;;;;
2468;66426;9SI-3-T93-070-ZO-43;;;;;200;;;;;;;;;;;
2469;66427;9SI-3-T93-066-RT-54;;;;;200;;;;;;;;;;;
2470;66428;9SI-3-T93-066-RT-101;;;;;200;;;;;;;;;;;
2471;66429;9SI-3-T93-064-RT-51;;;;;200;;;;;;;;;;;
2472;66515;9SI-3-T93-059-RT-31;;;;;200;;;;;;;;;;;
2473;66516;9SI-3-T93-008-RT-32;;;;;200;;;;;;;;;;;
2474;66517;9SI-3-T92-051-RT-55;;;;;500;;;;;;;;;;;
2475;66518;9SI-3-T93-006-RT-57;;;;;200;;;;;;;;;;;
2476;66519;LDKC_9SI-3-T92-050-RT-07;;;;;200;;;;;;;;;;;
2477;66606;9SI-3-T93-053-RT-56;;;;;200;;;;;;;;;;;
2478;66607;LEV3_9SI-3-T93-051-RT-02;;;;;1000;;;;;;;;;;;
2479;66608;9SI-3-T93-061-ZO-03;;;;;200;;;;;;;;;;;
2480;66609;LEV3_9SI-3-T95-257-RT-04;;;;;1000;;;;;;;;;;;
2481;66610;9SI-3-T92-046-RT-50;;;;;500;;;;;;;;;;;
2482;66693;9SI-3-T92-060-RT-63;;;;;200;;;;;;;;;;;
2483;66694;LDKC_9SI-3-T93-059-RT-09;;;;;200;;;;;;;;;;;
2484;66695;LDKC_9SI-3-T93-059-RT-13;;;;;200;;;;;;;;;;;
2485;66696;9SI-3-T92-040-RT-33;;;;;200;;;;;;;;;;;
2486;66697;9SI-3-T92-040-RT-65;;;;;200;;;;;;;;;;;
2487;66780;9SI-3-T92-007-RT-54;;;;;200;;;;;;;;;;;
2488;66782;9SI-3-T92-002-RT-73;;;;;200;;;;;;;;;;;
2489;66783;NUME_9SI-3-T94-034-RT-53;;;;;500;;;;;;;;;;;
2490;66784;LEV3_9SI-3-T92-064-RT-28;;;;;1000;;;;;;;;;;;
2491;66872;LDKC_9SI-3-T92-035-RT-05;;;;;200;;;;;;;;;;;
2492;66873;9SI-3-T92-032-RT-51;;;;;500;;;;;;;;;;;
2493;66874;9SI-3-T94-077-RT-51;;;;;200;;;;;;;;;;;
2494;66876;9SI-3-T77-337-RT-55;;;;;200;;;;;;;;;;;
2495;66963;LDKC_9SI-3-T78-586-RT-05;;;;;200;;;;;;;;;;;
2496;66256;9SI-3-T93-064-ZO-36;;;;;200;;;;;;;;;;;
2497;66341;LDKC-9SI-3-T93-070-RT-07;;;;;200;;;;;;;;;;;
2498;66430;LDKC_9SI-3-T93-066-RT-11;;;;;200;;;;;;;;;;;
2499;66611;LDKC_9SI-3-T92-025-RT-58;;;;;200;;;;;;;;;;;
2500;66612;LEV3_9SI-3-T95-218-RT-03;;;;;1000;;;;;;;;;;;
2501;66613;9SI-3-T92-025-RT-75;;;;;200;;;;;;;;;;;
2502;66698;LDKC_9SI-3-T92-023-RT-80;;;;;200;;;;;;;;;;;
2503;66699;9SI-3-T92-072-ZO-50;;;;;200;;;;;;;;;;;
2504;66700;9SI-3-T92-064-ZO-25;;;;;200;;;;;;;;;;;
2505;66785;9SI-3-T93-013-RT-27;;;;;1000;;;;;;;;;;;
2506;66786;9SI-3-T94-002-ZO-02;;;;;200;;;;;;;;;;;
2507;66171;9SI-3-T93-070-ZO-29;;;;;200;;;;;;;;;;;
2508;66172;9SI-3-T93-066-RT-173;;;;;200;;;;;;;;;;;
2509;66173;LDKC_9SI-3-T93-066-RT-40;;;;;200;;;;;;;;;;;
2510;66174;9SI-3-T93-064-RT-33;;;;;200;;;;;;;;;;;
2511;66175;9SI-3-T93-064-RT-36;;;;;200;;;;;;;;;;;
2512;66257;LDKC_9SI-3-T92-060-RT-78;;;;;200;;;;;;;;;;;
2513;66258;9SI-3-T93-048-RT-50;;;;;500;;;;;;;;;;;
2514;66259;9SI-3-T92-050-RT-07;;;;;500;;;;;;;;;;;
2515;66260;9SI-3-T93-048-ZO-31;;;;;200;;;;;;;;;;;
2516;66261;9SI-3-T92-019-RT-56;;;;;200;;;;;;;;;;;
2517;66176;9SI-3-T92-064-ZO-53;;;;;200;;;;;;;;;;;
2518;66177;9SI-3-T94-034-RT-65;;;;;200;;;;;;;;;;;
2519;66178;9SI-3-T95-218-ZO-02;;;;;200;;;;;;;;;;;
2520;66179;9SI-3-T95-063-RT-50;;;;;200;;;;;;;;;;;
2521;66180;9SI-3-T92-022-RT-55;;;;;200;;;;;;;;;;;
2522;66089;9SI-3-T93-046-ZO-28;;;;;200;;;;;;;;;;;
2523;66090;LDKC_9SI-3-T93-039-RT-01;;;;;200;;;;;;;;;;;
2524;66091;9SI-3-T92-071-RT-61;;;;;200;;;;;;;;;;;
2525;66092;9SI-3-T93-031-RT-53;;;;;500;;;;;;;;;;;
2526;66093;9SI-3-T93-030-RT-56;;;;;200;;;;;;;;;;;
2527;64838;9SI-3-T93-053-RT-54;;;;;200;;;;;;;;;;;
2528;64839;9SI-3-T93-010-RT-53;;;;;200;;;;;;;;;;;
2529;64840;9SI-3-T93-061-RT-28;;;;;200;;;;;;;;;;;
2530;65923;LDKC_9SI-3-T92-012-RT-51;;;;;200;;;;;;;;;;;
2531;65924;LDKC_9SI-3-T92-012-RT-56;;;;;200;;;;;;;;;;;
2532;65925;9SI-3-T92-025-RT-78;;;;;200;;;;;;;;;;;
2533;66005;NUME_9SI-3-T94-018-RT-02;;;;;500;;;;;;;;;;;
2534;66006;9SI-3-T92-019-RT-51;;;;;200;;;;;;;;;;;
2535;66007;9SI-3-T92-007-RT-65;;;;;200;;;;;;;;;;;
2536;66008;9SI-3-T93-072-ZO-25;;;;;200;;;;;;;;;;;
2537;66009;9SI-3-T94-044-RT-58;;;;;200;;;;;;;;;;;
2538;66010;9SI-3-T93-046-RT-27;;;;;200;;;;;;;;;;;
2539;66098;2Z3-3-T70-S02-RT-01;;;;;200;;;;;;;;;;;
2540;65838;9SI-3-T92-049-RT-78;;;;;500;;;;;;;;;;;
2541;65839;9SI-3-T92-049-RT-73;;;;;200;;;;;;;;;;;
2542;65840;9SI-3-T92-014-RT-55;;;;;200;;;;;;;;;;;
2543;65926;9SI-3-T92-050-RT-02;;;;;200;;;;;;;;;;;
2544;65927;LDKC_9SI-3-T92-023-RT-71;;;;;200;;;;;;;;;;;
2545;64669;9SI-3-T95-078-RT-02;;;;;200;;;;;;;;;;;
2546;64852;9SI-3-T78-586-RT-04;;;;;200;;;;;;;;;;;
2547;65750;LEV3_9SI-3-T95-306-RT-05;;;;;1000;;;;;;;;;;;
2548;65751;9SI-3-T92-049-ZO-50;;;;;200;;;;;;;;;;;
2549;65752;LDKC_9SI-3-T92-026-RT-10;;;;;200;;;;;;;;;;;
2550;65841;LDKC_9SI-3-T92-044-RT-53;;;;;200;;;;;;;;;;;
2551;64670;9SI-3-T95-063-RT-33;;;;;200;;;;;;;;;;;
2552;64671;9SI-3-T92-022-RT-53;;;;;200;;;;;;;;;;;
2553;64672;9SI-3-T93-007-RT-28;;;;;1000;;;;;;;;;;;
2554;64673;9SI-3-T93-073-RT-26;;;;;200;;;;;;;;;;;
2555;64862;2Z2-3-T32-S00-SI-01;;;;;5000;;;;;;;;;;;
2556;64954;9SI-3-T93-001-ZO-01;;;;;200;;;;;;;;;;;
2557;64955;9SI-3-T93-001-RT-31;;;;;200;;;;;;;;;;;
2558;64956;9SI-3-T93-055-RT-16;;;;;200;;;;;;;;;;;
2559;64957;9SI-3-T93-001-ZO-27;;;;;200;;;;;;;;;;;
2560;64958;9SI-3-T93-001-RT-30;;;;;200;;;;;;;;;;;
2561;65042;9SI-3-T93-010-RT-27;;;;;200;;;;;;;;;;;
2562;65043;9SI-3-T93-001-RT-54;;;;;200;;;;;;;;;;;
2563;65044;9SI-3-T93-001-ZO-06;;;;;200;;;;;;;;;;;
2564;65045;9SI-3-T93-010-ZO-04;;;;;200;;;;;;;;;;;
2565;65046;NOOS_9SI-3-T92-060-RT-52;;;;;500;;;;;;;;;;;
2566;65130;9SI-3-T93-008-RT-50;;;;;200;;;;;;;;;;;
2567;65131;LEV3_9SI-3-T95-476-RT-04;;;;;1000;;;;;;;;;;;
2568;65132;LEV3_9SI-3-T95-424-RT-01;;;;;1000;;;;;;;;;;;
2569;65133;9SI-3-T92-049-RT-58;;;;;500;;;;;;;;;;;
2570;64781;2Z3-3-T83-S00-SI-01;;;;;5000;;;;;;;;;;;
2571;64875;2Z1-3-T72-S03-RT-01;;;;;200;;;;;;;;;;;
2572;66084;9SI-3-T94-018-RT-50;;;;;500;;;;;;;;;;;
2573;66085;9SI-3-T94-017-ZO-25;;;;;200;;;;;;;;;;;
2574;66086;9SI-3-T94-017-RT-25;;;;;200;;;;;;;;;;;
2575;66087;NUME_9SI-3-T94-003-RT-01;;;;;500;;;;;;;;;;;
2576;66088;9SI-3-T93-070-RT-30;;;;;200;;;;;;;;;;;
2577;64836;9SI-3-T92-050-ZO-26;;;;;200;;;;;;;;;;;
2578;66001;LEV3_9SI-3-T95-127-RT-06;;;;;1000;;;;;;;;;;;
2579;66002;9SI-3-T94-081-ZO-15;;;;;200;;;;;;;;;;;
2580;66003;9SI-3-T94-080-RT-27;;;;;200;;;;;;;;;;;
2581;66004;9SI-3-T94-065-ZO-26;;;;;200;;;;;;;;;;;
2582;64746;9SI-3-T93-066-ZO-35;;;;;200;;;;;;;;;;;
2583;64747;9SI-3-T93-064-RT-02;;;;;200;;;;;;;;;;;
2584;64748;9SI-3-T93-064-RT-81;;;;;200;;;;;;;;;;;
2585;64749;9SI-3-T93-006-ZO-27;;;;;200;;;;;;;;;;;
2586;64750;9SI-3-T92-050-RT-89;;;;;500;;;;;;;;;;;
2587;75318;2Z2-3-T34-S01-RT-01;;;;;200;;;;;;;;;;;
2588;75228;2Z3-3-T22-S00-SI-01;;;;;5000;;;;;;;;;;;
2589;75229;2Z2-3-T86-S01-RT-01;;;;;200;;;;;;;;;;;
2590;75695;2Z2-3-T35-S00-SI-01;;;;;5000;;;;;;;;;;;
2591;74861;2D2-3-T12-S00-SI-01;;;;;5000;;;;;;;;;;;
2592;74966;2Z1-3-T61-S00-SI-01;;;;;5000;;;;;;;;;;;
2593;75247;2Z1-3-T52-S00-SI-01;;;;;5000;;;;;;;;;;;
2594;74967;2Z1-3-T32-S00-SI-01;;;;;5000;;;;;;;;;;;
2595;75899;LDKC_9SI-3-T92-012-RT-62;;;;;200;;;;;;;;;;;
2596;76084;2Z2-3-T60-S01-RT-01;;;;;200;;;;;;;;;;;
2597;76085;2Z2-3-T21-S00-SI-01;;;;;5000;;;;;;;;;;;
2598;76087;2Z2-3-T47-S00-SI-01;;;;;5000;;;;;;;;;;;
2599;75279;2Z3-3-T07-S01-RT-01;;;;;200;;;;;;;;;;;
2600;75280;9SI-3-T94-081-IM-50;;;;;500;;;;;;;;;;;
2601;75370;PACC_9SI3T95127_Genottes 2;;;;;200;;;;;;;;;;;
2602;75380;9SI-3-T95-078-RT-03;;;;;200;;;;;;;;;;;
2603;75473;9SI-3-T77-121-RT-52;;;;;200;;;;;;;;;;;
2604;75287;9SI-3-T93-008-RT-26;;;;;200;;;;;;;;;;;
2605;75288;LDKC_9SI-3-T93-059-RT-14;;;;;200;;;;;;;;;;;
2606;75289;SITR_9SI-3-T92-076-RT-52;;;;;500;;;;;;;;;;;
2607;75290;9SI-3-T92-002-RT-77;;;;;200;;;;;;;;;;;
2608;75291;9SI-3-T95-078-RT-04;;;;;200;;;;;;;;;;;
2609;75382;LEV3_9SI-3-T77-468-RT-51;;;;;500;;;;;;;;;;;
2610;75383;9SI-3-T77-146-RT-58;;;;;200;;;;;;;;;;;
2611;75385;9SI-3-T93-001-RT-53;;;;;200;;;;;;;;;;;
2612;75199;LEV3_9SI-3-T94-041-RT-02;;;;;1000;;;;;;;;;;;
2613;75386;9SI-3-T93-063-RT-26;;;;;200;;;;;;;;;;;
2614;75387;9SI-3-T93-061-RT-01;;;;;1000;;;;;;;;;;;
2615;74750;2Z2-3-T68-S00-SI-01;;;;;5000;;;;;;;;;;;
2616;73436;2Z2-3-T84-S00-SI-01;;;;;5000;;;;;;;;;;;
2617;73720;2Z2-3-T85-S01-RT-01;;;;;200;;;;;;;;;;;
2618;73724;9SI-3-T94-011-RT-37;;;;;200;;;;;;;;;;;
2619;34279;9SI-3-T92-050-RT-06;;;;;200;;;;;;;;;;;
2620;73845;2Z1-3-T13-S01-RT-02;;;;;200;;;;;;;;;;;
2621;73755;2Z2-3-T23-S00-SI-01;;;;;5000;;;;;;;;;;;
2622;73846;LEV3_9SI-3-T94-041-RT-05;;;;;1000;;;;;;;;;;;
2623;73847;9SI-3-T94-041-RT-50;;;;;200;;;;;;;;;;;
2624;73756;2Z1-3-T13-S01-RT-04;;;;;200;;;;;;;;;;;
2625;74052;9SI-3-T93-027-ZO-01;;;;;200;;;;;;;;;;;
2626;74145;9SI-3-T78-586-RT-06;;;;;200;;;;;;;;;;;
2627;73962;NOOS_9SI-3-T93-001-RT-05;;;;;500;;;;;;;;;;;
2628;74053;9SI-3-T94-044-RT-52;;;;;200;;;;;;;;;;;
2629;74054;SITR_9SI-3-T92-064-RT-53;;;;;500;;;;;;;;;;;
2630;74169;2Z2-3-T52-S01-RT-01;;;;;200;;;;;;;;;;;
2631;73983;2Z2-3-T83-S00-SI-01;;;;;5000;;;;;;;;;;;
2632;74173;2Z2-3-T88-S01-RT-01;;;;;200;;;;;;;;;;;
2633;73522;2Z3-3-T56-S00-SI-01;;;;;5000;;;;;;;;;;;
2634;72095;2Z1-3-T81-S02-RT-01;;;;;200;;;;;;;;;;;
2635;72361;IRSA-3-T041-S001-PGC-01;;;;;200;;;;;;;;;;;
2636;73066;LDKC_9SI-3-T92-012-RT-55;;;;;200;;;;;;;;;;;
2637;72185;2Z1-3-T89-S00-SI-01;;;;;5000;;;;;;;;;;;
2638;82043;9SI-3-T91-377-RT-54;;;;;200;;;;;;;;;;;
2639;73220;2Z1-3-T48-S01-RT-01;;;;;200;;;;;;;;;;;
2640;72782;2Z1-3-T54-S01-RT-01;;;;;200;;;;;;;;;;;
2641;73136;9SI-3-T93-070-RT-41;;;;;200;;;;;;;;;;;
2642;73137;9SI-3-T93-066-ZO-06;;;;;200;;;;;;;;;;;
2643;72342;2Z2-3-T70-S01-RT-01;;;;;200;;;;;;;;;;;
2644;72432;2Z3-3-T06-S00-SI-01;;;;;5000;;;;;;;;;;;
2645;72433;2Z1-3-T94-S01-RT-01;;;;;200;;;;;;;;;;;
2646;73050;9SI-3-T94-016-RT-25;;;;;200;;;;;;;;;;;
2647;73051;LDKC-9SI-3-T93-070-RT-02;;;;;200;;;;;;;;;;;
2648;71899;2Z1-3-T55-S02-RT-01;;;;;200;;;;;;;;;;;
2649;72081;IRSA-3-T067-S001-PGC-01;;;;;200;;;;;;;;;;;
2650;72345;2Z2-3-T57-S00-SI-01;;;;;5000;;;;;;;;;;;
2651;72346;2Z2-3-T75-S01-RT-02;;;;;200;;;;;;;;;;;
2652;72347;2Z3-3-T23-S00-SI-01;;;;;5000;;;;;;;;;;;
2653;72434;2Z1-3-T36-S01-RT-01;;;;;200;;;;;;;;;;;
2654;70446;9SI-3-T94-043-ZO-53;;;;;200;;;;;;;;;;;
2655;70447;9SI-3-T94-043-ZO-50;;;;;200;;;;;;;;;;;
2656;70358;9SI-3-T94-081-RT-31;;;;;200;;;;;;;;;;;
2657;70359;9SI-3-T94-081-ZO-01;;;;;200;;;;;;;;;;;
2658;70360;9SI-3-T94-081-RT-30;;;;;200;;;;;;;;;;;
2659;70361;9SI-3-T94-080-RT-02;;;;;1000;;;;;;;;;;;
2660;70362;9SI-3-T94-065-RT-01;;;;;200;;;;;;;;;;;
2661;70448;9SI-3-T94-042-RT-26;;;;;200;;;;;;;;;;;
2662;70449;9SI-3-T94-041-RT-71;;;;;200;;;;;;;;;;;
2663;70450;9SI-3-T94-041-RT-68;;;;;500;;;;;;;;;;;
2664;70451;9SI-3-T92-071-RT-55;;;;;500;;;;;;;;;;;
2665;70452;LDKC_9SI-3-T95-176-RT-01;;;;;200;;;;;;;;;;;
2666;70363;9SI-3-T92-049-ZO-02;;;;;200;;;;;;;;;;;
2667;70364;LDKC_9SI-3-T92-026-RT-06;;;;;200;;;;;;;;;;;
2668;70365;9SI-3-T92-014-RT-57;;;;;200;;;;;;;;;;;
2669;70366;9SI-3-T92-044-RT-52;;;;;500;;;;;;;;;;;
2670;70367;9SI-3-T92-025-RT-82;;;;;200;;;;;;;;;;;
2671;70453;9SI-3-T94-019-ZO-25;;;;;200;;;;;;;;;;;
2672;70454;9SI-3-T93-014-ZO-25;;;;;200;;;;;;;;;;;
2673;70455;9SI-3-T93-007-RT-29;;;;;1000;;;;;;;;;;;
2674;70395;9SI-3-T92-060-RT-61;;;;;200;;;;;;;;;;;
2675;70396;9SI-3-T93-048-RT-82;;;;;200;;;;;;;;;;;
2676;70397;9SI-3-T93-008-RT-11;;;;;200;;;;;;;;;;;
2677;70398;9SI-3-T92-060-RT-51;;;;;200;;;;;;;;;;;
2678;70399;9SI-3-T92-036-ZO-25;;;;;200;;;;;;;;;;;
2679;70400;9SI-3-T92-049-RT-77;;;;;500;;;;;;;;;;;
2680;70401;9SI-3-T92-023-ZO-56;;;;;200;;;;;;;;;;;
2681;70402;9SI-3-T95-277-RT-30;;;;;200;;;;;;;;;;;
2682;70403;9SI-3-T92-049-RT-63;;;;;500;;;;;;;;;;;
2683;70404;9SI-3-T92-025-RT-80;;;;;500;;;;;;;;;;;
2684;70412;2Z3-3-T56-S01-RT-01;;;;;200;;;;;;;;;;;
2685;70956;2Z2-3-T40-S00-SI-01;;;;;5000;;;;;;;;;;;
2686;71041;9SI-3-T77-146-RT-55;;;;;200;;;;;;;;;;;
2687;70957;2Z2-3-T15-S00-SI-01;;;;;5000;;;;;;;;;;;
2688;70958;9SI-3-T92-050-ZO-07;;;;;200;;;;;;;;;;;
2689;70960;NOOS_9SI-3-T93-001-RT-08;;;;;500;;;;;;;;;;;
2690;70961;9SI-3-T92-050-RT-46;;;;;200;;;;;;;;;;;
2691;71044;9SI-3-T77-083-ZO-54;;;;;200;;;;;;;;;;;
2692;70419;2Z1-3-T79-S01-RT-01;;;;;200;;;;;;;;;;;
2693;70963;9SI-3-T93-057-RT-26;;;;;1000;;;;;;;;;;;
2694;70964;LDKC_9SI-3-T78-124-RT-03;;;;;200;;;;;;;;;;;
2695;80946;2Z1-3-T90-S00-SI-01;;;;;5000;;;;;;;;;;;
2696;81994;LDKC_9SI-3-T92-025-RT-62;;;;;200;;;;;;;;;;;
2697;81995;9SI-3-T92-012-RT-75;;;;;500;;;;;;;;;;;
2698;81904;9SI-3-T93-008-RT-30;;;;;200;;;;;;;;;;;
2699;81905;9SI-3-T93-006-ZO-26;;;;;200;;;;;;;;;;;
2700;81906;9SI-3-T92-051-RT-51;;;;;500;;;;;;;;;;;
2701;81907;9SI-3-T93-059-ZO-34;;;;;200;;;;;;;;;;;
2702;81736;9SI-3-T94-080-RT-26;;;;;200;;;;;;;;;;;
2703;81819;9SI-3-T93-064-RT-38;;;;;200;;;;;;;;;;;
2704;81820;9SI-3-T93-064-RT-32;;;;;200;;;;;;;;;;;
2705;81821;9SI-3-T93-064-ZO-33;;;;;200;;;;;;;;;;;
2706;81822;NOOS_9SI-3-T92-060-RT-56;;;;;500;;;;;;;;;;;
2707;81823;9SI-3-T93-048-RT-54;;;;;500;;;;;;;;;;;
2708;81908;9SI-3-T93-059-RT-34;;;;;200;;;;;;;;;;;
2709;81909;9SI-3-T93-001-RT-51;;;;;200;;;;;;;;;;;
2710;81910;9SI-3-T93-055-RT-14;;;;;200;;;;;;;;;;;
2711;81911;9SI-3-T93-048-RT-87;;;;;200;;;;;;;;;;;
2712;81912;9SI-3-T93-055-RT-13;;;;;200;;;;;;;;;;;
2713;81653;9SI-3-T95-585-RT-55;;;;;200;;;;;;;;;;;
2714;81654;9SI-3-T95-127-ZO-04;;;;;200;;;;;;;;;;;
2715;81737;9SI-3-T93-066-RT-183;;;;;200;;;;;;;;;;;
2716;81738;9SI-3-T93-064-RT-03;;;;;200;;;;;;;;;;;
2717;81739;9SI-3-T93-066-ZO-28;;;;;200;;;;;;;;;;;
2718;81740;9SI-3-T93-066-RT-179;;;;;200;;;;;;;;;;;
2719;81741;9SI-3-T94-033-RT-05;;;;;1000;;;;;;;;;;;
2720;81824;9SI-3-T94-028-ZO-28;;;;;200;;;;;;;;;;;
2721;81825;9SI-3-T94-022-RT-54;;;;;200;;;;;;;;;;;
2722;81826;9SI-3-T94-003-RT-59;;;;;200;;;;;;;;;;;
2723;81827;9SI-3-T93-048-RT-49;;;;;200;;;;;;;;;;;
2724;81828;9SI-3-T93-055-ZO-13;;;;;200;;;;;;;;;;;
2725;81913;9SI-3-T93-045-RT-02;;;;;1000;;;;;;;;;;;
2726;80967;9SI-3-T93-071-RT-32;;;;;200;;;;;;;;;;;
2727;81655;9SI-3-T94-081-RT-29;;;;;200;;;;;;;;;;;
2728;81656;9SI-3-T94-080-ZO-08;;;;;200;;;;;;;;;;;
2729;81657;9SI-3-T94-080-ZO-09;;;;;200;;;;;;;;;;;
2730;81658;9SI-3-T94-065-ZO-53;;;;;200;;;;;;;;;;;
2731;81659;9SI-3-T94-058-RT-25;;;;;200;;;;;;;;;;;
2732;81742;9SI-3-T94-033-RT-26;;;;;200;;;;;;;;;;;
2733;81743;NUME_9SI-3-T94-028-RT-07;;;;;500;;;;;;;;;;;
2734;81744;9SI-3-T94-028-ZO-33;;;;;200;;;;;;;;;;;
2735;81745;9SI-3-T94-028-ZO-31;;;;;200;;;;;;;;;;;
2736;80714;9SI-3-T92-049-RT-61;;;;;500;;;;;;;;;;;
2737;80800;9SI-3-T92-049-RT-79;;;;;200;;;;;;;;;;;
2738;80801;9SI-3-T92-014-RT-53;;;;;500;;;;;;;;;;;
2739;80802;9SI-3-T91-136-ZO-50;;;;;200;;;;;;;;;;;
2740;80803;9SI-3-T92-040-RT-58;;;;;500;;;;;;;;;;;
2741;80881;LDKC_9SI-3-T92-023-RT-55;;;;;200;;;;;;;;;;;
2742;80882;LDKC_9SI-3-T92-023-RT-76;;;;;200;;;;;;;;;;;
2743;80883;9SI-3-T92-023-ZO-64;;;;;200;;;;;;;;;;;
2744;80884;9SI-3-T94-071-RT-25;;;;;200;;;;;;;;;;;
2745;80885;9SI-3-T93-072-RT-31;;;;;200;;;;;;;;;;;
2746;80969;9SI-3-T77-083-ZO-27;;;;;200;;;;;;;;;;;
2747;80971;9SI-3-T91-589-RT-50;;;;;200;;;;;;;;;;;
2748;80973;LDKC_9SI-3-T95-018-RT-11;;;;;200;;;;;;;;;;;
2749;80974;9SI-3-T93-078-RT-52;;;;;200;;;;;;;;;;;
2750;81060;9SI-3-T93-078-RT-28;;;;;200;;;;;;;;;;;
2751;81148;9SI-3-T78-311-RT-05;;;;;200;;;;;;;;;;;
2752;81660;9SI-3-T94-042-ZO-06;;;;;200;;;;;;;;;;;
2753;81661;SMAK_9SI-3-T94-021-RT-61;;;;;200;;;;;;;;;;;
2754;81662;9SI-3-T94-041-ZO-03;;;;;200;;;;;;;;;;;
2755;81834;2Z2-3-T04-S00-SI-01;;;;;5000;;;;;;;;;;;
2756;80630;9SI-3-T93-055-RT-29;;;;;200;;;;;;;;;;;
2757;80631;9SI-3-T93-048-RT-44;;;;;200;;;;;;;;;;;
