cb_code;cb_codeext;cb_etiquet;cb_nd1;cb_nd2;cb_r1_code;cb_r2_code;cb_r3_code;cb_r4_code;cb_prop;cb_gest;cb_user;cb_proptyp;cb_statut;cb_etat;cb_dateins;cb_datemes;cb_avct;cb_tech;cb_typephy;cb_typelog;cb_rf_code;cb_capafo;cb_fo_disp;cb_fo_util;cb_modulo;cb_diam;cb_color;cb_lgreel;cb_localis;cb_comment;cb_creadat;cb_majdate;cb_majsrc;cb_abddate;cb_abdsrc
19140516;TERRITOIRE;IRS - 24FO - FT 2713 - 120 BOULEVARD DE STALINGRAD /POP MAISON ASVP CHAMPIGNY SUR MARNE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/07/2020;05/07/2020;C;OPT;C;DI;RF27;12;10;2;2;;5;180,3137;;;05/07/2020;;;;
7443442;HORS TERRITOIRE;IRS - 144FO - N-1 POP NOVOTEL PARC CERGY PONTOISE / ANGLZ AV DU PARC/BD DE L'HAUTIL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/10/2013;28/10/2013;C;OPT;C;LH;RF22;144;142;2;12;;4;386,0435;;;28/10/2013;;;;
4604746;TERRITOIRE;IRS - 72FO IRS - BOITIER IMMEUBLE DAIKIN/38 RUE HAUTES PATURES;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/07/2007;20/07/2007;C;OPT;C;TR;RF16;72;70;2;6;;4;50,0472;;;20/07/2007;;;;
4622132;TERRITOIRE;IRS - 72FO - N-1 ADD2 CHENNEVRIER / IMPASSE PRE DIMANCHE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;29/06/2011;29/06/2011;C;OPT;C;TR;RF16;72;68;4;6;;4;192,8926;;;29/06/2011;;;;
4597831;TERRITOIRE;IRS - 24FO - 2 AV DES VIOLETTES/POP DSP DSEA2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;01/02/2010;01/02/2010;C;OPT;C;DI;RF15;24;20;4;4;;4;27,0908;;;01/02/2010;;;;
12932591;TERRITOIRE;IRS - 72 FO - ANGLE MARCEL SEMBAT-SEVERINE/ BI POP AP-HP KB - GAINE TECHNIQUE - SOUS SOL-1 - SALLE ARCHIVE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/06/2018;05/06/2018;C;OPT;C;TR;RF94;72;54;18;6;;5;172,9115;;;05/06/2018;;;;
5589665;HORS TERRITOIRE;IRS - 36 FO - LD - POP MANITOU / RUE DU GROS MURGER - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;31/01/2013;31/01/2013;C;OPT;C;TR;RF26;36;34;2;6;;4;940,9727;;;31/01/2013;;;;
4605918;TERRITOIRE;IRS - 22 AV RAYMOND ARON/POP SANOFI ANTONY - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/04/2004;28/04/2004;C;OPT;C;DI;RF14;12;10;2;2;;4;138,6374;;;28/04/2004;;;;
4614444;TERRITOIRE;IRS - 35 RUE GABRIEL PERI/29 RUE JB POTIN;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;18/09/2007;18/09/2007;C;OPT;C;TR;RF16;72;68;4;6;;4;701,4651;;;18/09/2007;;;;
25267297;TERRITOIRE;24FO - IRISE - N-1 HOTEL DE VILLE / POP HOTEL DE VILLE LES LILAS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;18/08/2021;18/08/2021;C;OPT;C;DI;RF29;24;22;2;4;;5;49,1428;;;18/08/2021;;;;
29450979;TERRITOIRE;IRS - 43 AV DE LA MARNE (MONTROUGE) / POP N003 CHAMBRE IRISE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;09/02/2022;09/02/2022;C;OPT;C;DI;RF37;12;10;2;2;;5;249,5128;;;09/02/2022;;;;
36608422;TERRITOIRE;CH SAT SECURISEE CAM50_FT1016 / CH SAT SECURISEE CAM20_FT995;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;08/02/2023;08/02/2023;C;OPT;C;DI;RF27;12;10;2;2;;5;204,8616;;;08/02/2023;;;;
43928099;TERRITOIRE;IRS - 36FO - BOITIER IMMEUBLE DAIKIN/POP DAIKIN NANTERRE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/12/2004;20/12/2004;C;OPT;C;TR;RF42;36;36;0;6;;4;11,4759;;;20/12/2004;;;;
4610208;TERRITOIRE;IRS - 8 D22 RUE DHALENNE/81 RUE DHALENNE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;25/07/2006;25/07/2006;C;OPT;C;LH;RF40;144;59;85;12;;4;526,0114;;;25/07/2006;;;;
4617952;TERRITOIRE;IRS - 48FO - GAMBETTA-LAHAYE/CAABAG/PT345;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;04/11/2010;04/11/2010;C;OPT;C;TR;RF19;48;18;30;4;;4;201,2542;;;04/11/2010;;;;
8072275;TERRITOIRE;BAG 72FO CAMILLE DESMOULINS BPE.1/BPE.2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/08/2002;20/08/2002;C;OPT;C;TR;RF16;72;11;61;6;;4;8,0749;;;20/08/2002;;;;
33275306;TERRITOIRE;IRS - 12FO - PRC CAM 80-80 A ROSNY SOUS BOIS_FT100 / PRC CAM 72-73 A ROSNY SOUS BOIS_FT79;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;17/08/2022;17/08/2022;C;OPT;C;DI;RF27;12;11;1;2;;5;384,2781;;;17/08/2022;;;;
27470820;TERRITOIRE;IRS - 12FO - FT 167 - 303 MAIL DE LA RESISTANCE (BONEUIL SUR MARNE) / POP RAM CRECHE MATIN DU MONDE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/11/2021;22/11/2021;C;OPT;C;DI;RF27;12;10;2;2;;5;330,2640;;;22/11/2021;;;;
4606494;TERRITOIRE;IRS - BD MELIES-PASTEUR/BD JEAN MONNET NOISY - BPE 1;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;07/02/2005;07/02/2005;C;OPT;C;TR;RF19;48;28;20;4;;4;1203,7433;;;07/02/2005;;;;
4610277;TERRITOIRE;IRS - 48FO - METALLURGIE-EIIFFEL/IMPASSE SAINT JUST  ATTENTION TRACE INCERTAIN;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/02/2007;20/02/2007;C;OPT;C;TR;RF19;48;44;4;4;;4;193,5215;;;20/02/2007;;;;
4600016;TERRITOIRE;IRS - 72FO - VERS RUE VOLTAIRE-RUE DU PROGRES/FONTENAY-MONTREUIL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;04/10/2004;04/10/2004;C;OPT;C;TR;RF16;72;49;23;6;;4;511,9048;;;04/10/2004;;;;
4633210;TERRITOIRE;IRS - 24FO BI/POP MAISON_D'ACCUEIL (E04) - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/07/2009;28/07/2009;C;OPT;C;DI;RF15;24;18;6;4;;4;14,2125;;;28/07/2009;;;;
4606019;TERRITOIRE;IRS - 15 RUE DES PECHERS/ANGLE SUEUR DUNANT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;19/08/2010;19/08/2010;C;OPT;C;TR;RF16;72;68;4;6;;4;191,5067;;;19/08/2010;;;;
7134471;TERRITOIRE;IRS - 144FO - 34 BD ANTOINE FRATACCI / 15 RUE ERNEST LAVAL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/07/2013;22/07/2013;C;OPT;C;LH;RF22;144;122;22;12;;4;351,3880;;;22/07/2013;;;;
21912417;TERRITOIRE;IRS - 36 FO - 2 RUE SEVERINE / FT 23 - 39 RUE DU PROFESSEUR;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;18/01/2021;18/01/2021;C;OPT;C;TR;RF50;36;36;0;3;;4;976,3025;;;18/01/2021;;;;
15004839;TERRITOIRE;IRS - BI / APHP MONDOR VERS EQT - AC;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;11/06/2019;11/06/2019;C;OPT;C;DI;RF29;24;16;8;4;;5;51,4216;;;11/06/2019;;;;
4608596;TERRITOIRE;IRS - 72FO - RUE D'ARCEUIL/SOLETS-ARCEUIL RUNGIS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;17/01/2006;17/01/2006;C;OPT;C;TR;RF16;72;54;18;6;;4;299,8883;;;17/01/2006;;;;
7478996;HORS TERRITOIRE;IRS - 24FO - LD - IRS - NEW RUE VAUGIRARD / POP URSSAF (NOISY LE GRAND);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;07/11/2013;07/11/2013;C;OPT;C;DI;RF30;24;22;2;4;;4;118,2490;;;07/11/2013;;;;
7340097;TERRITOIRE;IRS - 24FO - ZONE D'ACTIVITES MURE/POP MILS ZONE D'ACTIVITES MURE ILOT IVRY SUR SEINE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/09/2013;27/09/2013;C;OPT;C;DI;RF30;24;24;0;4;;4;110,3579;;;27/09/2013;;;;
4635657;TERRITOIRE;IRS - 24FO - LAFERRIERE PLAISANCE/COLLEGE PLAISANCE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;23/02/2011;23/02/2011;C;OPT;C;DI;RF15;24;20;4;4;;4;61,5927;;;23/02/2011;;;;
4609731;TERRITOIRE;IRS - TIMBAUD-PAIX/CEM GENNEVILLIERS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;31/03/2005;31/03/2005;C;OPT;C;TR;RF42;36;32;4;6;;4;193,5858;;;31/03/2005;;;;
4609924;TERRITOIRE;IRS - 24FO - ANGLE MARCEAU_DIDEROT/POP UBISOFT MARCEAU MONTREUIL - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;03/01/2008;03/01/2008;C;OPT;C;DI;RF15;24;20;4;4;;4;36,3455;;;03/01/2008;;;;
4630968;TERRITOIRE;IRS - 24FO BI/POP CRECHE_PMI (D56);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/07/2009;27/07/2009;C;OPT;C;DI;RF15;24;20;4;4;;4;18,0278;;;27/07/2009;;;;
4637355;HORS TERRITOIRE;IRS-24-BPE GENERALLI LUNDBECK/BI VERIZON GENERALLI LUNDBECK;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;13/05/2011;13/05/2011;C;OPT;C;DI;RF15;24;18;6;4;;4;23,7807;;;13/05/2011;;;;
7531745;TERRITOIRE;IRS - 48FO - POP MAIRIE DE BAGNOLET PAUL VAILLANT COUTURIER BAGNOLET/6 RUE HOCHE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/11/2013;22/11/2013;C;OPT;C;TR;RF60;48;24;24;8;;4;44,5833;;;22/11/2013;;;;
21349234;TERRITOIRE;IRS - 144 FO - FT743 RUE GARIBALDI / FT 221 - 6 BOULEVARD DE CRETEIL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;04/12/2020;04/12/2020;C;OPT;C;LH;RF22;144;144;0;12;;4;1199,3848;;;04/12/2020;;;;
30056752;TERRITOIRE;IRS -  - 12 FO - 30 BD PASTEUR (AUBERVILLIERS) / POP ECOLE CHARLIE CHAPLIN  LA COURNEUVE  - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;10/03/2022;10/03/2022;C;OPT;C;DI;RF27;12;10;2;2;;5;727,7906;;;10/03/2022;;;;
22847783;TERRITOIRE;IRS - 12FO - FT1086 - 34 RUE COLBERT / POP ECOLE MATERNELLE ANNE FRANK MONTREUIL - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;24/03/2021;24/03/2021;C;OPT;C;DI;RF27;12;8;4;2;;5;40,7664;;;24/03/2021;;;;
34015458;TERRITOIRE;IRS - 72 FO - FT1622 - 2 RUE DES GROS GRES /  FT2365 - 7 RUE LEO BOURGEOIS;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/09/2022;26/09/2022;C;OPT;C;TR;RF28;72;72;0;6;;4;430,1554;;;26/09/2022;;;;
4606523;HORS TERRITOIRE;IRS - VERS 48FO GLC - A CONFIRMER;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;09/02/2005;09/02/2005;C;OPT;C;TR;RF113;48;34;14;4;;106;580,3690;;;09/02/2005;;;;
4632263;TERRITOIRE;IRS - 24FO - BI/POP OPAC_143_LGTS (D35);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;22/07/2009;22/07/2009;C;OPT;C;DI;RF15;24;20;4;4;;4;20,2485;;;22/07/2009;;;;
29171965;TERRITOIRE;IRS - 24FO - IRS - FT2697 - RUE PAUL LAFARGUE (MONTREUIL) - BPE 1 /  FT3434 - RUE JULES VALLES;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/01/2022;26/01/2022;C;OPT;C;DI;RF29;24;22;2;4;;5;438,9420;;;26/01/2022;;;;
4609236;TERRITOIRE;IRS - 36 FO - BI CHAVILLE (GARE) - N-1 CHAVILLE (GARE);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;17/01/2012;17/01/2012;C;OPT;C;TR;RF42;36;32;4;6;;4;59,4906;;;17/01/2012;;;;
4636696;TERRITOIRE;IRS - 72FO - BI RUE MARIUS SOBRE ARCUEIL/IRS PAUL DOUMER ARCUEIL;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/06/2011;20/06/2011;C;OPT;C;TR;RF16;72;64;8;6;;4;634,8836;;;20/06/2011;;;;
8114243;TERRITOIRE;IRS - 72FO- LD - ANGLE AV 11 NOVEMBRE 1968_JULES FERRAT/ANGLE AV GENERAL LECLERC_BD DE CHEVILLY;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;25/04/2014;25/04/2014;C;OPT;C;TR;RF28;72;68;4;6;;4;1003,8307;;;25/04/2014;;;;
4607563;TERRITOIRE;IRS - 48FO MAISON_D'ACCUEIL (E04)/SORBIER_BAT_C (E03) - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;17/07/2009;17/07/2009;C;OPT;C;TR;RF19;48;40;8;4;;4;112,0582;;;17/07/2009;;;;
10801874;TERRITOIRE;24FO - IRS - POP METRO CASH&CARRY GRANDS PRES (NANTERRE) / BI POP METRO CASH&CARRY - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;21/01/2017;21/01/2017;C;OPT;C;DI;RF115;24;24;0;4;;5;6,5676;;;21/01/2017;;;;
4632217;TERRITOIRE;IRS - 24FO - 49 RUE DHALENNE/;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;10/04/2009;10/04/2009;C;OPT;C;DI;RF15;24;16;8;4;;4;30,1111;;;10/04/2009;;;;
4604749;TERRITOIRE;IRS - LANDY_FILLETTE (ST DENIS)/RUE DE LA MONJOIE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/07/2007;20/07/2007;C;OPT;C;LH;RF40;144;126;18;12;;4;594,3665;;;20/07/2007;;;;
4613009;TERRITOIRE;IRS - LANDY_FILLETTES (ST DENIS)/MGP LANDY_FILLETTTES (ST DENIS);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/07/2007;30/07/2007;C;OPT;C;DI;RF38;12;10;2;1;;4;34,6100;;;30/07/2007;;;;
16584040;TERRITOIRE;IRS - 24FO - FT 543 - 109 RUE DE LA REDOUTE / FT 547 - 12 RUE DE LA REDOUTE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/11/2019;26/11/2019;C;OPT;C;DI;RF29;24;22;2;4;;5;162,1809;;;26/11/2019;;;;
8272241;TERRITOIRE;IRS - 144 FO RUE DE LA MOTTE/POP BELGACOM SALLE 1A03 - AO;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;12/06/2014;12/06/2014;C;OPT;C;LH;RF22;144;143;1;12;;4;311,7692;;;12/06/2014;;;;
17432033;TERRITOIRE;IRS - 36FO -  FT 175 - 6-10 MAIL DE LA RESISTANCE / ORADOUR GLANE/MICHEL GOUTIER;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;17/02/2020;17/02/2020;C;OPT;C;TR;RF50;36;36;0;3;;4;787,8115;;;17/02/2020;;;;
6557649;TERRITOIRE;144 FO - IRS - LEDRU-ROLLIN / 12 RUE DE COULMIERS(NOGENT SUR MARNE);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;03/06/2013;03/06/2013;C;OPT;C;LH;RF22;144;141;3;12;;4;756,4669;;;03/06/2013;;;;
19875249;HORS TERRITOIRE;IRS - 12 FO - 2 RUE LEON BLUM / 11 ROUTE COMBAULT;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/08/2020;27/08/2020;C;OPT;C;DI;RF27;12;10;2;2;;5;339,5150;;;27/08/2020;;;;
4623628;TERRITOIRE;IRS - 24FO - RUE CARNOT / POP BNP CARNOT - 1;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;11/10/2010;11/10/2010;C;OPT;C;DI;RF15;24;22;2;4;;4;63,6231;;;11/10/2010;;;;
5144866;TERRITOIRE;IRS - 72FO - AV RAYMOND ARON ET DU DOCTEUR TENINE / AV RAYMOND ARON ANTONY;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;09/03/2012;09/03/2012;C;OPT;C;TR;RF16;72;51;21;6;;4;658,8330;;;09/03/2012;;;;
17044867;TERRITOIRE;IRS - 24FO - FT 1053 - RUE DE COURBEVOIE / POP CIMETIERE CENTRE NANTERRE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/11/2019;30/11/2019;C;OPT;C;DI;RF31;24;22;2;2;;5;131,3188;;;30/11/2019;;;;
4605748;TERRITOIRE;IRS - 36FO - BOITIER IMMEUBLE DAIKIN/POP DAIKIN NANTERRE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/12/2004;20/12/2004;C;OPT;C;TR;RF42;36;36;0;6;;4;57,8769;;;20/12/2004;;;;
4632639;TERRITOIRE;IRS - 72 FO - RUE GALILEE / 6 RUE GALILEE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/06/2009;30/06/2009;C;OPT;C;TR;RF16;72;57;15;6;;4;137,2960;;;30/06/2009;;;;
4612150;TERRITOIRE;IRS - 24FO AP-HP - HOPITAL ANTOINE BECLERE/312 AV G DE GAULLE (AA);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;23/08/2007;23/08/2007;C;OPT;C;DI;RF15;24;20;4;4;;4;149,2737;;;23/08/2007;;;;
29285223;TERRITOIRE;IRIS - 36FO - IRS - FT 1459 - 118 AV DU MARECHAL-DE-L ATTRE-DE-TASSIGNY / IRS - FT 1436 - 188 AV DU MARECHAL-DE-L ATTRE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;31/01/2022;31/01/2022;C;OPT;C;TR;RF50;36;36;0;3;;4;460,0936;;;31/01/2022;;;;
4614420;TERRITOIRE;IRS - RUE_BARBES (MONTROUGE)/MGP RUE_BARBES (MONTROUGE);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;31/07/2007;31/07/2007;C;OPT;C;DI;RF38;12;10;2;1;;4;10,1982;;;31/07/2007;;;;
4594389;TERRITOIRE;IRS - 36FO - POP SANOFI GB RASPAIL/RUE FRAYSSE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;28/04/2004;28/04/2004;C;OPT;C;TR;RF42;36;34;2;6;;4;190,5844;;;28/04/2004;;;;
4612691;HORS TERRITOIRE;A DEPOSER - IRS - 24 FO - IRS - L3T IRISE ROND POINT DE CEDRE (CERGY)/POP AMEC SPIE CERGY - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/09/2010;30/09/2010;C;OPT;C;DI;RF15;24;24;0;4;;4;191,6354;;;30/09/2010;;;;
5264545;TERRITOIRE;144FO - IRS AV. DU GENERAL DE GAULLE/PRC AV. DU GENERAL DE GAULLE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/12/2012;20/12/2012;C;OPT;C;LH;RF22;144;140;4;12;;4;20,2485;;;20/12/2012;;;;
10940275;TERRITOIRE;IRS - 24 FO - BI POP LA POSTE TELECOM DEBITEL / POP LA POSTE TELECOM DEBITEL-AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;21/02/2017;21/02/2017;C;OPT;C;DI;RF48;24;23;1;4;;4;18,4108;;;21/02/2017;;;;
4622676;TERRITOIRE;IRS - 24FO - ANGLE PATURES_ST MARTIN/POP CREDIT COOPERATIF HAUTES PATURES NANTERRE - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;05/02/2009;05/02/2009;C;OPT;C;DI;RF15;24;22;2;4;;4;84,6031;;;05/02/2009;;;;
6816211;TERRITOIRE;144 FO - IRISE - QUAI DU GENERAL DE GAULLES / CHAMBRE 7 DEVANT MSP ST-DENIS - BPE 2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;26/06/2013;26/06/2013;C;OPT;C;LH;RF22;144;120;24;12;;4;778,2800;;;26/06/2013;;;;
11617302;TERRITOIRE;IRS - 12FO - TOUR VENDOME - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;21/07/2017;21/07/2017;C;OPT;C;DI;RF45;12;12;0;2;;4;0,1379;;;21/07/2017;;;;
4627837;TERRITOIRE;IRS - 72FO - AV CURIE-FOREST HILL/ HUGO_COURBEVOIE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;18/11/2008;18/11/2008;C;OPT;C;TR;RF16;72;14;58;6;;4;1107,1880;;;18/11/2008;;;;
4611517;TERRITOIRE;IRS - 53 AV DE VERDUN/79 BD WILSON ROMAINVILLE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;03/11/2006;03/11/2006;C;OPT;C;TR;RF19;48;40;8;4;;4;83,3236;;;03/11/2006;;;;
5941329;HORS TERRITOIRE;IRS - 144 FO - 9 BD HELOISE D909 ENTREE SQUARE BAGUETTE BPE1-BPE2;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;20/03/2013;20/03/2013;C;OPT;C;LH;RF22;144;88;56;12;;4;11,6310;;;20/03/2013;;;;
4625509;TERRITOIRE;IRS - 72FO - ST PIERRE_TROSY/MAIRIE DE CLAMART - AA;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;12/01/2009;12/01/2009;C;OPT;C;TR;RF16;72;56;16;6;;4;105,9895;;;12/01/2009;;;;
6109651;TERRITOIRE;IRS - 12FO - SOLETS-MORVAN/BI 33 RUE DU JURA (RUNGIS);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;16/01/2006;16/01/2006;C;OPT;C;DI;RF14;12;8;4;2;;4;25,1171;;;16/01/2006;;;;
15521022;TERRITOIRE;12 FO - POP ANNEXE THIBAULT VILLEJUIF /  RUE SEVERINE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;08/08/2019;08/08/2019;C;OPT;C;DI;RF66;12;4;8;2;;236;108,0927;;;08/08/2019;;;;
8433879;TERRITOIRE;144 FO - IRS - 131 AV DE LA VICTOIRE / 32 RUE HENRI BARBUSSE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;24/07/2014;24/07/2014;C;OPT;C;LH;RF22;144;140;4;12;;4;523,2676;;;24/07/2014;;;;
7852081;TERRITOIRE;IRS - 144FO - LD -  METALLURGIE - EIFFEL / AVENUE DE LA METALLURGIE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;21/02/2014;21/02/2014;C;OPT;C;LH;RF22;144;142;2;12;;4;202,3901;;;21/02/2014;;;;
4619392;TERRITOIRE;IRS - 36FO - LE BLANC MESNIL N?7 PT/IRS - ALLEE  D'AULNAY (LE BLANC MESNIL);;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;30/08/2010;30/08/2010;C;OPT;C;TR;RF101;36;10;26;6;;145;384,4592;;;30/08/2010;;;;
5653346;TERRITOIRE;IRS 72FO - RUE 8 MAI_RUE WALLON/N-1 MAIRIE NANTERRE;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;11/02/2013;11/02/2013;C;OPT;C;TR;RF28;72;57;15;6;;4;61,5120;;;11/02/2013;;;;
4617882;TERRITOIRE;IRS - 24FO N-1 PISCINE GUIMIER/PISCINE GUIMIER;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;27/05/2011;27/05/2011;C;OPT;C;DI;RF15;24;20;4;4;;4;297,8702;;;27/05/2011;;;;
6109654;TERRITOIRE;IRS - 24FO - LD - POP SINGAPOUR/BI 33 RUE JURA - AB;;;SFR_COLL;DSP_MAJ_IRISE;;;OR21;OR1;OR21;CST;MCO;OK;10/04/2013;10/04/2013;C;OPT;C;DI;RF30;24;20;4;4;;4;30,0034;;;10/04/2013;;;;
