dm_cd_code;dm_cm_code;dm_creadat;dm_majdate;dm_majsrc;dm_abddate;dm_abdsrc
489380;560218;;;;;
489381;560218;;;;;
489382;560219;;;;;
489383;560219;;;;;
489384;560221;;;;;
489386;560224;;;;;
489387;560225;;;;;
489388;560225;;;;;
489389;560226;;;;;
489390;561812;;;;;
489391;561812;;;;;
489912;563696;;;;;
489913;563697;;;;;
489914;563699;;;;;
489915;563702;;;;;
489916;563702;;;;;
489918;563705;;;;;
489935;565231;;;;;
490530;566446;;;;;
490552;562293;;;;;
490553;562295;;;;;
490554;562298;;;;;
490905;560124;;;;;
490906;560124;;;;;
490916;561683;;;;;
490918;561686;;;;;
490919;561687;;;;;
490920;561687;;;;;
490921;561688;;;;;
490922;561690;;;;;
490923;561693;;;;;
490924;561695;;;;;
490925;561697;;;;;
490926;561697;;;;;
490927;561697;;;;;
490928;561700;;;;;
490929;561701;;;;;
490938;561727;;;;;
489392;561813;;;;;
489393;561813;;;;;
489395;561818;;;;;
489396;561818;;;;;
489954;564018;;;;;
489955;564019;;;;;
489956;564019;;;;;
489957;564020;;;;;
489958;564021;;;;;
489959;564023;;;;;
489960;564025;;;;;
489961;564025;;;;;
489963;564028;;;;;
489964;564028;;;;;
489965;564030;;;;;
489966;564032;;;;;
489969;564036;;;;;
489970;564036;;;;;
489971;564037;;;;;
489972;564038;;;;;
489973;564040;;;;;
489974;564040;;;;;
490555;562300;;;;;
490556;562300;;;;;
490557;562301;;;;;
490558;562302;;;;;
490559;562303;;;;;
490560;562303;;;;;
490561;562304;;;;;
490564;562309;;;;;
490565;562309;;;;;
490566;562310;;;;;
490568;562313;;;;;
490571;562319;;;;;
490572;562319;;;;;
490573;562320;;;;;
490574;562320;;;;;
490575;562323;;;;;
490576;562323;;;;;
490578;562325;;;;;
490579;562325;;;;;
490580;562327;;;;;
490581;559139;;;;;
490582;559141;;;;;
490583;559141;;;;;
490584;559142;;;;;
490585;559142;;;;;
490586;559144;;;;;
490587;559144;;;;;
490588;559145;;;;;
490589;559145;;;;;
490590;559146;;;;;
490591;559148;;;;;
490592;559148;;;;;
490593;559150;;;;;
3451588;560935;;;;;
491065;565664;;;;;
491066;565664;;;;;
491289;561971;;;;;
491290;561971;;;;;
491292;561974;;;;;
491293;561977;;;;;
491294;561978;;;;;
491295;561978;;;;;
491296;561979;;;;;
491297;561979;;;;;
491300;561982;;;;;
490598;559156;;;;;
490599;559157;;;;;
490600;559158;;;;;
491418;560410;;;;;
491419;560411;;;;;
491327;562013;;;;;
491328;562014;;;;;
491329;562014;;;;;
491330;562015;;;;;
491333;562033;;;;;
491334;562035;;;;;
491335;562037;;;;;
491336;562038;;;;;
491337;562039;;;;;
491338;562040;;;;;
489477;561831;;;;;
489478;561832;;;;;
489479;561833;;;;;
489480;561834;;;;;
489481;561834;;;;;
489482;561836;;;;;
489484;561841;;;;;
489485;561843;;;;;
489486;561843;;;;;
489492;561849;;;;;
489493;561851;;;;;
489494;561853;;;;;
489495;561853;;;;;
489497;561857;;;;;
490009;562149;;;;;
490010;562149;;;;;
490011;562150;;;;;
490012;562151;;;;;
490013;562152;;;;;
490014;562154;;;;;
490015;562155;;;;;
490016;562155;;;;;
490017;562156;;;;;
490018;562157;;;;;
490019;562158;;;;;
490020;562158;;;;;
490021;562159;;;;;
490022;562159;;;;;
490023;562160;;;;;
490024;562160;;;;;
490025;562161;;;;;
490651;562416;;;;;
490652;562418;;;;;
490653;562418;;;;;
489836;562147;;;;;
489858;561925;;;;;
490655;562422;;;;;
490656;562424;;;;;
490657;562424;;;;;
490658;562425;;;;;
490659;562426;;;;;
490680;562427;;;;;
490681;562428;;;;;
490682;562429;;;;;
490683;562431;;;;;
490684;562434;;;;;
490685;562435;;;;;
490686;562435;;;;;
488959;559925;;;;;
488971;559952;;;;;
488972;559954;;;;;
488973;559956;;;;;
488986;556309;;;;;
488987;556310;;;;;
489872;561926;;;;;
489873;561926;;;;;
489874;563855;;;;;
489875;563857;;;;;
490084;562194;;;;;
490085;562194;;;;;
490086;562195;;;;;
490087;562195;;;;;
490088;562197;;;;;
490089;562197;;;;;
490090;562198;;;;;
490091;562199;;;;;
490093;560251;;;;;
490094;560251;;;;;
490095;560252;;;;;
490096;560253;;;;;
490097;560253;;;;;
490098;560253;;;;;
490099;560253;;;;;
490691;565603;;;;;
489020;566496;;;;;
489021;566497;;;;;
489022;566499;;;;;
489023;566499;;;;;
489876;563860;;;;;
489877;563862;;;;;
489878;591104;;;;;
489879;591103;;;;;
489880;590856;;;;;
489881;590855;;;;;
489882;590825;;;;;
489883;590409;;;;;
489884;590408;;;;;
489885;590407;;;;;
489886;590399;;;;;
489887;590398;;;;;
489888;563864;;;;;
489889;563864;;;;;
489890;563867;;;;;
489596;563037;;;;;
489597;563038;;;;;
490465;562389;;;;;
491262;561948;;;;;
491263;561949;;;;;
491264;561950;;;;;
491265;561951;;;;;
491266;561951;;;;;
491268;561953;;;;;
491277;561954;;;;;
491278;561956;;;;;
491279;561958;;;;;
491280;561960;;;;;
491281;561960;;;;;
491282;561962;;;;;
491285;561965;;;;;
491676;562246;;;;;
491678;562251;;;;;
491679;562251;;;;;
491680;562251;;;;;
491681;562251;;;;;
491682;562253;;;;;
491683;562253;;;;;
491685;562257;;;;;
491686;562259;;;;;
491687;562260;;;;;
491688;562260;;;;;
491689;562261;;;;;
491690;562262;;;;;
491976;562349;;;;;
491977;562351;;;;;
491978;562351;;;;;
491979;562353;;;;;
491980;562353;;;;;
491981;562353;;;;;
491982;562353;;;;;
491983;562354;;;;;
491990;562356;;;;;
491991;562356;;;;;
491992;562357;;;;;
491993;562357;;;;;
491994;562358;;;;;
491995;562358;;;;;
491996;562359;;;;;
491997;562359;;;;;
491998;562361;;;;;
491999;562361;;;;;
492001;562365;;;;;
492002;562365;;;;;
492006;566204;;;;;
492604;559094;;;;;
492614;564062;;;;;
492615;564064;;;;;
492617;564069;;;;;
492618;564069;;;;;
492619;564069;;;;;
493125;576619;;;;;
493126;576619;;;;;
493127;576619;;;;;
492366;563933;;;;;
492367;563934;;;;;
492368;563935;;;;;
492369;563935;;;;;
492373;563942;;;;;
492374;563944;;;;;
492375;563945;;;;;
492377;563948;;;;;
492378;563948;;;;;
492379;563949;;;;;
492380;563949;;;;;
492381;563890;;;;;
492385;563894;;;;;
492386;559021;;;;;
492387;559022;;;;;
492388;559022;;;;;
492392;559031;;;;;
492393;559031;;;;;
491756;563739;;;;;
492394;559032;;;;;
492395;559034;;;;;
492404;559045;;;;;
492405;559046;;;;;
492406;559046;;;;;
492407;559047;;;;;
492408;559049;;;;;
492409;559049;;;;;
491458;563589;;;;;
491459;563589;;;;;
491460;563591;;;;;
491461;563594;;;;;
491462;563594;;;;;
491463;563595;;;;;
491464;563596;;;;;
491465;563596;;;;;
491466;563597;;;;;
491468;563599;;;;;
491469;563599;;;;;
491470;563600;;;;;
491474;563604;;;;;
491475;563604;;;;;
491476;563606;;;;;
491477;563606;;;;;
492103;566314;;;;;
492104;566316;;;;;
492117;558747;;;;;
492125;558753;;;;;
492126;558753;;;;;
492128;558756;;;;;
492129;558758;;;;;
492131;558762;;;;;
492132;558763;;;;;
492133;558763;;;;;
491478;563607;;;;;
491479;563607;;;;;
491480;563609;;;;;
491482;563057;;;;;
491483;563060;;;;;
491484;563061;;;;;
491485;563061;;;;;
491486;563062;;;;;
491487;563062;;;;;
491500;562218;;;;;
491501;562219;;;;;
491502;562219;;;;;
491503;562220;;;;;
491504;562220;;;;;
491505;562221;;;;;
491506;562221;;;;;
491513;562066;;;;;
492770;564070;;;;;
492780;564083;;;;;
492781;564083;;;;;
492782;564084;;;;;
492783;564087;;;;;
492784;564087;;;;;
492787;564089;;;;;
492788;564090;;;;;
492789;564090;;;;;
492791;564093;;;;;
492792;564096;;;;;
493676;579992;;;;;
493687;578097;;;;;
491514;562068;;;;;
491515;562070;;;;;
491516;562071;;;;;
491517;562072;;;;;
491520;562077;;;;;
491521;562079;;;;;
491524;562083;;;;;
491532;562083;;;;;
491535;590397;;;;;
491537;590397;;;;;
491539;562085;;;;;
491540;562087;;;;;
491541;562089;;;;;
491545;562096;;;;;
492793;559742;;;;;
492794;559743;;;;;
492795;559743;;;;;
492796;559744;;;;;
492797;559744;;;;;
492798;559746;;;;;
492800;559750;;;;;
492801;559750;;;;;
492802;559751;;;;;
492803;559751;;;;;
491559;560230;;;;;
491560;560231;;;;;
491561;560231;;;;;
491563;560234;;;;;
491564;560235;;;;;
491565;560236;;;;;
491566;560237;;;;;
491582;560240;;;;;
491583;560243;;;;;
491584;560244;;;;;
491585;560246;;;;;
491587;562141;;;;;
491579;560239;;;;;
491580;560239;;;;;
491581;560240;;;;;
491588;562143;;;;;
492805;559754;;;;;
492806;559755;;;;;
492807;559755;;;;;
492808;559756;;;;;
492809;559756;;;;;
493231;577340;;;;;
493232;577340;;;;;
493233;577340;;;;;
493234;577343;;;;;
491589;563708;;;;;
491590;563710;;;;;
491592;563713;;;;;
491593;563713;;;;;
491594;563715;;;;;
491595;563716;;;;;
491596;563718;;;;;
491597;563720;;;;;
491598;563722;;;;;
491599;563724;;;;;
491600;563726;;;;;
491601;563726;;;;;
491604;563732;;;;;
491605;563735;;;;;
491606;563737;;;;;
491633;563798;;;;;
491634;563799;;;;;
491635;563799;;;;;
491636;563801;;;;;
491637;563801;;;;;
491638;563802;;;;;
491639;563802;;;;;
491640;563803;;;;;
491641;563803;;;;;
491642;563804;;;;;
491643;563805;;;;;
491644;563807;;;;;
491645;563809;;;;;
491648;563816;;;;;
491651;563823;;;;;
491652;563823;;;;;
491657;562222;;;;;
491658;562222;;;;;
491660;562227;;;;;
491662;562231;;;;;
491663;562231;;;;;
491664;562232;;;;;
491668;562238;;;;;
491669;562240;;;;;
491670;562241;;;;;
491671;562242;;;;;
491672;562243;;;;;
491673;562244;;;;;
491674;562244;;;;;
491675;562244;;;;;
492341;580084;;;;;
492342;580086;;;;;
492343;580088;;;;;
492018;558877;;;;;
492020;558880;;;;;
492021;558880;;;;;
492022;558881;;;;;
492023;558882;;;;;
492024;558884;;;;;
492025;558885;;;;;
492026;558886;;;;;
492027;558886;;;;;
492028;558887;;;;;
492029;558887;;;;;
492030;558889;;;;;
492041;558902;;;;;
492042;558903;;;;;
492043;558903;;;;;
492044;558905;;;;;
492045;558906;;;;;
492046;558907;;;;;
492047;558908;;;;;
492048;558908;;;;;
492049;558910;;;;;
476091;567917;;;;;
492050;558910;;;;;
492055;558919;;;;;
492056;558919;;;;;
492057;558921;;;;;
492058;558922;;;;;
492059;558923;;;;;
492060;558923;;;;;
492061;558924;;;;;
492062;558927;;;;;
491757;563741;;;;;
491758;563742;;;;;
491759;563742;;;;;
491760;563744;;;;;
491761;563745;;;;;
491762;563746;;;;;
491763;563746;;;;;
491764;563747;;;;;
491765;563748;;;;;
491766;563748;;;;;
491767;563750;;;;;
491768;563752;;;;;
491769;563754;;;;;
491770;563756;;;;;
491773;563759;;;;;
491774;563759;;;;;
491775;563761;;;;;
491776;563761;;;;;
491779;560694;;;;;
491780;590364;;;;;
491781;590363;;;;;
491782;560695;;;;;
491789;560701;;;;;
491790;560702;;;;;
491791;560702;;;;;
491792;560703;;;;;
491794;560705;;;;;
491795;560708;;;;;
491796;560708;;;;;
491797;558765;;;;;
423634;567916;;;;;
493557;565427;;;;;
491798;562327;;;;;
491800;562328;;;;;
491801;562331;;;;;
491802;562333;;;;;
491803;562335;;;;;
491804;562335;;;;;
491805;562337;;;;;
491806;562338;;;;;
491807;563828;;;;;
491808;563830;;;;;
491809;563832;;;;;
491810;563832;;;;;
491811;563834;;;;;
491812;563835;;;;;
491813;563835;;;;;
491814;563837;;;;;
491815;563839;;;;;
491816;563841;;;;;
491817;563842;;;;;
491818;563845;;;;;
491821;563852;;;;;
491822;563854;;;;;
491823;563854;;;;;
491850;558862;;;;;
491853;558868;;;;;
491855;558873;;;;;
491856;558875;;;;;
491174;563524;;;;;
491175;563524;;;;;
491176;563525;;;;;
491177;563526;;;;;
491178;563526;;;;;
491179;563527;;;;;
491180;563527;;;;;
491181;563528;;;;;
491182;563528;;;;;
491183;563530;;;;;
491184;563532;;;;;
491185;563534;;;;;
491186;563536;;;;;
491187;563536;;;;;
491188;563537;;;;;
491189;563537;;;;;
491190;563539;;;;;
491191;563539;;;;;
491192;563539;;;;;
491193;563541;;;;;
491194;563544;;;;;
491195;563546;;;;;
491196;563548;;;;;
491906;558954;;;;;
491907;562437;;;;;
491908;562439;;;;;
491206;560294;;;;;
491207;560294;;;;;
491208;560295;;;;;
491209;560295;;;;;
491210;560296;;;;;
491211;560297;;;;;
491212;560297;;;;;
491213;560298;;;;;
491214;560298;;;;;
491215;560299;;;;;
491216;560299;;;;;
491221;560310;;;;;
491251;590427;;;;;
491252;590426;;;;;
491253;590427;;;;;
491254;590426;;;;;
491259;561944;;;;;
491260;561946;;;;;
491261;561947;;;;;
491950;558741;;;;;
491951;558741;;;;;
491952;558742;;;;;
491953;558742;;;;;
491954;558743;;;;;
491956;558745;;;;;
491957;558745;;;;;
491958;558746;;;;;
491959;558746;;;;;
491960;558747;;;;;
491961;562338;;;;;
491962;562339;;;;;
491963;562339;;;;;
491964;562340;;;;;
491965;562340;;;;;
491966;590330;;;;;
491967;590329;;;;;
491968;590328;;;;;
491969;590327;;;;;
491970;590326;;;;;
491971;591064;;;;;
491972;591063;;;;;
491973;562342;;;;;
491974;562345;;;;;
491975;562347;;;;;
492573;559068;;;;;
492574;559070;;;;;
492576;559072;;;;;
492577;559072;;;;;
492578;559073;;;;;
492579;559073;;;;;
492580;559074;;;;;
492581;559074;;;;;
492582;559076;;;;;
492583;559076;;;;;
492584;559076;;;;;
492585;559077;;;;;
492586;559077;;;;;
492587;559079;;;;;
492588;559079;;;;;
492590;559082;;;;;
492591;559083;;;;;
492592;559085;;;;;
492593;559088;;;;;
492594;559089;;;;;
492595;559089;;;;;
492596;559090;;;;;
492597;559090;;;;;
492598;559092;;;;;
492599;559093;;;;;
493976;559004;;;;;
493977;559004;;;;;
493980;559010;;;;;
493981;559012;;;;;
493982;559013;;;;;
494161;561158;;;;;
494162;561159;;;;;
494166;561163;;;;;
494168;561166;;;;;
494169;561167;;;;;
494170;561168;;;;;
494177;561174;;;;;
494178;561176;;;;;
494179;561176;;;;;
494180;561177;;;;;
494181;561178;;;;;
494182;561179;;;;;
494183;561180;;;;;
494837;577183;;;;;
494838;577183;;;;;
494263;576332;;;;;
494379;559806;;;;;
494423;559742;;;;;
495018;577216;;;;;
495019;577216;;;;;
495020;577217;;;;;
495021;577217;;;;;
495022;577218;;;;;
495023;577218;;;;;
494541;561387;;;;;
494544;561393;;;;;
494545;561396;;;;;
494546;561397;;;;;
494548;561400;;;;;
494549;561401;;;;;
494550;560169;;;;;
495104;571600;;;;;
495105;571600;;;;;
495154;562287;;;;;
495155;562287;;;;;
494338;561183;;;;;
494344;561192;;;;;
494345;561193;;;;;
494357;559785;;;;;
494361;559790;;;;;
494362;590806;;;;;
494363;590805;;;;;
494364;590806;;;;;
494365;590805;;;;;
494366;590374;;;;;
494367;590373;;;;;
494368;559791;;;;;
494369;559793;;;;;
494370;559793;;;;;
494373;559795;;;;;
494374;559795;;;;;
3255096;563190;;;;;
494942;571595;;;;;
494943;571596;;;;;
494944;571597;;;;;
494945;571598;;;;;
494946;571598;;;;;
494947;571599;;;;;
495156;562288;;;;;
495157;562288;;;;;
495158;562289;;;;;
495159;562290;;;;;
495169;563880;;;;;
495170;563880;;;;;
495172;563884;;;;;
495173;563885;;;;;
495174;563885;;;;;
495175;563886;;;;;
495176;563887;;;;;
495177;563888;;;;;
495178;563888;;;;;
495179;563889;;;;;
495180;563889;;;;;
495181;563911;;;;;
495182;563912;;;;;
495183;563913;;;;;
495184;563914;;;;;
495185;563914;;;;;
495186;563915;;;;;
495187;563916;;;;;
495820;570096;;;;;
495822;570100;;;;;
494985;562274;;;;;
494986;562274;;;;;
494987;562275;;;;;
494988;562275;;;;;
494990;562279;;;;;
495199;563927;;;;;
495200;563928;;;;;
495202;563931;;;;;
495203;563933;;;;;
494991;562280;;;;;
494992;590835;;;;;
494993;590834;;;;;
494994;590833;;;;;
494995;590832;;;;;
494996;562284;;;;;
494997;562284;;;;;
494998;562285;;;;;
494999;562286;;;;;
495000;562286;;;;;
495001;577185;;;;;
495002;577185;;;;;
494135;559013;;;;;
494136;559014;;;;;
494137;559016;;;;;
494138;559016;;;;;
494139;559017;;;;;
494738;569567;;;;;
494140;559017;;;;;
494141;559018;;;;;
494142;559019;;;;;
494143;559019;;;;;
494144;559020;;;;;
494145;559021;;;;;
494146;561144;;;;;
494147;561145;;;;;
494148;561147;;;;;
494149;561147;;;;;
494150;561149;;;;;
494151;561151;;;;;
494152;561152;;;;;
494153;561153;;;;;
494154;561153;;;;;
494155;561154;;;;;
494156;561155;;;;;
494157;561155;;;;;
494158;561155;;;;;
494159;561156;;;;;
494160;561156;;;;;
494756;565302;;;;;
494757;565305;;;;;
494758;565305;;;;;
494779;565325;;;;;
494780;563095;;;;;
494781;563095;;;;;
494782;563096;;;;;
497708;564248;;;;;
497717;564260;;;;;
497718;564262;;;;;
496309;562903;;;;;
496310;562904;;;;;
496311;562904;;;;;
496312;562905;;;;;
496899;569807;;;;;
496900;569807;;;;;
497189;572078;;;;;
497719;564263;;;;;
497720;564263;;;;;
497721;564265;;;;;
496315;562908;;;;;
496321;562909;;;;;
496322;562909;;;;;
496323;562910;;;;;
496324;562910;;;;;
496325;562910;;;;;
496326;562910;;;;;
496327;562910;;;;;
496328;562911;;;;;
496329;562911;;;;;
496330;562912;;;;;
496331;562912;;;;;
496332;562913;;;;;
496333;562913;;;;;
496334;562914;;;;;
497761;561674;;;;;
497762;561675;;;;;
497763;561675;;;;;
497764;561676;;;;;
497765;561678;;;;;
497766;561679;;;;;
497767;561679;;;;;
497768;561681;;;;;
497769;563266;;;;;
497770;563267;;;;;
497771;563267;;;;;
497772;563268;;;;;
497773;563270;;;;;
496623;563410;;;;;
496624;563412;;;;;
496626;563016;;;;;
496627;563016;;;;;
496628;563017;;;;;
496629;563017;;;;;
496630;563019;;;;;
496632;563022;;;;;
496633;563022;;;;;
496638;563025;;;;;
497787;559376;;;;;
497788;559376;;;;;
497789;559377;;;;;
497790;559377;;;;;
497791;559379;;;;;
497792;559380;;;;;
497793;559380;;;;;
497794;559380;;;;;
496049;570310;;;;;
496050;570312;;;;;
496051;570312;;;;;
496053;570314;;;;;
496054;570314;;;;;
497926;563271;;;;;
497927;563272;;;;;
497928;563272;;;;;
497929;563272;;;;;
497930;563272;;;;;
497931;563273;;;;;
497932;563275;;;;;
497933;563278;;;;;
496144;562884;;;;;
496145;562884;;;;;
496146;562886;;;;;
496147;562886;;;;;
496148;562886;;;;;
496150;562890;;;;;
496151;562890;;;;;
496152;562891;;;;;
496153;562891;;;;;
496154;562893;;;;;
496156;562896;;;;;
496157;562898;;;;;
496158;562900;;;;;
496159;562902;;;;;
497993;559414;;;;;
497994;559414;;;;;
497995;559416;;;;;
497996;559419;;;;;
497997;559419;;;;;
497998;559420;;;;;
497999;559420;;;;;
498000;559422;;;;;
498002;559430;;;;;
498003;559430;;;;;
498004;559431;;;;;
498005;559431;;;;;
498006;559432;;;;;
498124;563329;;;;;
498125;563331;;;;;
498143;563342;;;;;
496227;570330;;;;;
496228;570330;;;;;
496446;563386;;;;;
497937;563283;;;;;
497938;563286;;;;;
497939;563286;;;;;
497940;563287;;;;;
497941;563287;;;;;
497942;563288;;;;;
497943;563288;;;;;
497944;563290;;;;;
497945;563291;;;;;
497946;563292;;;;;
497947;563292;;;;;
497948;563293;;;;;
497949;563294;;;;;
497952;563299;;;;;
497954;563303;;;;;
497955;563303;;;;;
497956;563305;;;;;
497957;563307;;;;;
497959;563312;;;;;
497960;563313;;;;;
497961;563313;;;;;
497962;563314;;;;;
497963;563315;;;;;
497964;563316;;;;;
497965;563316;;;;;
497966;563317;;;;;
497967;563319;;;;;
497968;563319;;;;;
497969;563321;;;;;
497971;563325;;;;;
497972;563327;;;;;
3353017;563396;;;;;
3350147;562278;;;;;
3350136;1968744;;;;;
496447;563386;;;;;
496448;563386;;;;;
496449;563386;;;;;
496450;563386;;;;;
496451;563387;;;;;
496452;563387;;;;;
496453;563389;;;;;
496454;563391;;;;;
496455;563393;;;;;
497795;559381;;;;;
497796;559381;;;;;
497797;559381;;;;;
497798;559382;;;;;
497799;559382;;;;;
497800;559383;;;;;
497801;559383;;;;;
497802;559383;;;;;
497803;559383;;;;;
498150;563347;;;;;
498151;563348;;;;;
498152;563348;;;;;
497867;563029;;;;;
497868;563029;;;;;
497869;563029;;;;;
497870;563031;;;;;
497871;563033;;;;;
497876;564272;;;;;
497877;564272;;;;;
497878;564274;;;;;
497879;564274;;;;;
497806;559387;;;;;
497807;559387;;;;;
497808;559388;;;;;
497809;559388;;;;;
497973;563327;;;;;
497976;559393;;;;;
497977;559395;;;;;
497978;559397;;;;;
497979;559397;;;;;
497980;559398;;;;;
497981;559399;;;;;
497982;559400;;;;;
497983;559401;;;;;
497984;559401;;;;;
497985;559403;;;;;
497986;559405;;;;;
497988;559410;;;;;
497989;559412;;;;;
497990;559412;;;;;
497991;559413;;;;;
497992;559413;;;;;
496611;563399;;;;;
496612;563401;;;;;
496613;563402;;;;;
496614;563402;;;;;
496615;563404;;;;;
496616;563405;;;;;
496617;563406;;;;;
496618;563406;;;;;
496619;563407;;;;;
496620;563408;;;;;
496621;563408;;;;;
496622;563409;;;;;
496500;559464;;;;;
496501;559465;;;;;
496502;559465;;;;;
496503;559466;;;;;
496504;559466;;;;;
496505;559467;;;;;
496506;559467;;;;;
496512;562943;;;;;
496513;562944;;;;;
496514;562944;;;;;
497863;563026;;;;;
497864;563028;;;;;
497865;563028;;;;;
497866;563028;;;;;
498074;564336;;;;;
498075;564336;;;;;
498079;564342;;;;;
498080;564344;;;;;
498081;564344;;;;;
498082;564345;;;;;
498083;564345;;;;;
496519;562954;;;;;
496521;562958;;;;;
496522;562960;;;;;
496523;564545;;;;;
496524;564548;;;;;
496338;562916;;;;;
496339;562917;;;;;
496340;562918;;;;;
496341;562919;;;;;
496342;562919;;;;;
496343;562920;;;;;
496344;562922;;;;;
496345;562924;;;;;
496347;562929;;;;;
496348;562930;;;;;
496349;562930;;;;;
496350;562933;;;;;
497616;570214;;;;;
497895;564296;;;;;
497897;564300;;;;;
497899;564304;;;;;
497900;564304;;;;;
497901;564305;;;;;
497902;564306;;;;;
497906;564313;;;;;
497907;564313;;;;;
497908;564314;;;;;
497909;564314;;;;;
497910;564315;;;;;
497924;563270;;;;;
497925;563271;;;;;
496351;562933;;;;;
496352;562933;;;;;
496353;562933;;;;;
496354;562933;;;;;
496355;562935;;;;;
496356;562937;;;;;
497090;576556;;;;;
496401;559367;;;;;
496402;559370;;;;;
496403;559371;;;;;
496404;559372;;;;;
496405;559373;;;;;
496414;564626;;;;;
496415;564626;;;;;
496416;564628;;;;;
496417;564630;;;;;
496418;564630;;;;;
496419;564630;;;;;
497091;576559;;;;;
497092;576559;;;;;
496254;564613;;;;;
496255;564613;;;;;
496256;564614;;;;;
496257;564614;;;;;
496258;564616;;;;;
496442;564658;;;;;
496443;563380;;;;;
496444;563382;;;;;
496445;563384;;;;;
499811;586771;;;;;
499820;586785;;;;;
499821;586787;;;;;
499822;586787;;;;;
499832;587000;;;;;
499855;587259;;;;;
499856;587261;;;;;
498355;578545;;;;;
1528698;1283553;;;;;
1528699;1283553;;;;;
1528700;1283554;;;;;
1528701;1283554;;;;;
1528704;1283556;;;;;
7883578;6881009;;;;;
1528705;1283556;;;;;
499857;587263;;;;;
499567;587630;;;;;
500878;590351;;;;;
500879;590350;;;;;
499625;581590;;;;;
499626;581590;;;;;
499627;581591;;;;;
499628;581591;;;;;
498831;570662;;;;;
499653;586977;;;;;
499666;586995;;;;;
499667;586995;;;;;
499668;586997;;;;;
499679;580869;;;;;
498839;570670;;;;;
499709;581810;;;;;
9116861;8305698;;;;;
9116864;8305715;;;;;
9116865;8305721;;;;;
500259;587042;;;;;
500260;587042;;;;;
500261;587043;;;;;
499748;587650;;;;;
499749;587652;;;;;
499750;587653;;;;;
498660;570646;;;;;
498661;570646;;;;;
499514;580820;;;;;
500262;587043;;;;;
500190;586844;;;;;
500191;586844;;;;;
500192;586846;;;;;
500193;586848;;;;;
500194;586848;;;;;
500422;587057;;;;;
500423;587057;;;;;
500424;587058;;;;;
500425;587058;;;;;
500426;587058;;;;;
498729;559720;;;;;
498730;559720;;;;;
498737;559735;;;;;
498738;559735;;;;;
498739;559736;;;;;
498740;559737;;;;;
498741;559738;;;;;
498742;559738;;;;;
498743;559739;;;;;
499877;559473;;;;;
499878;559473;;;;;
499879;559475;;;;;
499883;559478;;;;;
499884;559479;;;;;
499885;559479;;;;;
499886;559480;;;;;
499887;559480;;;;;
499888;559481;;;;;
499889;559481;;;;;
499899;559492;;;;;
499900;559492;;;;;
499901;559494;;;;;
499902;559494;;;;;
499312;585659;;;;;
499908;559497;;;;;
499909;559498;;;;;
499910;559499;;;;;
499911;559499;;;;;
499912;559500;;;;;
499915;559502;;;;;
499916;559502;;;;;
499917;559503;;;;;
499918;559503;;;;;
499919;559504;;;;;
499920;559504;;;;;
498784;586725;;;;;
498785;586725;;;;;
499320;585662;;;;;
499321;585664;;;;;
499322;585665;;;;;
499323;585665;;;;;
499324;585666;;;;;
499325;585667;;;;;
499326;585667;;;;;
499327;585668;;;;;
499985;586803;;;;;
499986;586803;;;;;
499987;586805;;;;;
499991;586813;;;;;
498177;564591;;;;;
498178;564593;;;;;
498179;564593;;;;;
500002;586830;;;;;
500003;586832;;;;;
499993;586817;;;;;
499994;586819;;;;;
499996;586824;;;;;
500000;586828;;;;;
500001;586828;;;;;
500004;586832;;;;;
500005;586833;;;;;
500006;586835;;;;;
500007;586835;;;;;
500008;586835;;;;;
500041;587286;;;;;
500707;571929;;;;;
501942;587989;;;;;
501943;587990;;;;;
501949;589330;;;;;
500710;571934;;;;;
500711;571935;;;;;
501396;586889;;;;;
501399;586894;;;;;
501400;586895;;;;;
501401;586895;;;;;
501402;586895;;;;;
501957;589344;;;;;
501982;588054;;;;;
501403;586896;;;;;
501404;586896;;;;;
501421;586915;;;;;
501422;586916;;;;;
501425;586922;;;;;
501426;586923;;;;;
501427;586923;;;;;
501428;586924;;;;;
501429;586925;;;;;
501430;586925;;;;;
501431;586926;;;;;
501434;586930;;;;;
503033;583263;;;;;
503034;583263;;;;;
502062;587795;;;;;
502063;587797;;;;;
502064;587797;;;;;
502065;587798;;;;;
502814;589800;;;;;
502815;589803;;;;;
502816;589804;;;;;
502817;589804;;;;;
502818;589804;;;;;
502819;589805;;;;;
502078;587819;;;;;
502079;587819;;;;;
502080;587820;;;;;
502081;587822;;;;;
502082;587822;;;;;
502083;587823;;;;;
502084;587823;;;;;
502107;589344;;;;;
502108;589346;;;;;
502109;589346;;;;;
502110;589346;;;;;
502171;588092;;;;;
502191;589667;;;;;
501069;590325;;;;;
502597;590910;;;;;
502637;589780;;;;;
501070;590324;;;;;
501071;590313;;;;;
501072;590312;;;;;
501073;590311;;;;;
501074;590257;;;;;
501075;590256;;;;;
501076;590255;;;;;
501077;590780;;;;;
501078;590779;;;;;
501609;586931;;;;;
501610;586931;;;;;
501611;586932;;;;;
501612;586932;;;;;
501617;586941;;;;;
501619;586944;;;;;
501620;586946;;;;;
501627;586948;;;;;
501629;585437;;;;;
501630;585438;;;;;
501631;585438;;;;;
501635;585444;;;;;
501636;585445;;;;;
501637;585446;;;;;
501638;585448;;;;;
501517;559689;;;;;
501518;559689;;;;;
501519;559690;;;;;
501520;559690;;;;;
501521;559691;;;;;
501522;559692;;;;;
501523;559692;;;;;
