WKT;ND_CODE;ND_CODEEXT;ND_NOM;ND_CODERAT;ND_R1_CODE;ND_R2_CODE;ND_R3_CODE;ND_R4_CODE;ND_VOIE;ND_TYPE;ND_TYPE_EP;ND_COMMENT;ND_DTCLASS;ND_GEOLQLT;ND_GEOLMOD;ND_GEOLSRC;ND_CREADAT;ND_MAJDATE;ND_MAJSRC;ND_ABDDATE;ND_ABDSRC
"POINT (663799.531809848 6874937.82290036)";"1346822";"1346822";SILIC;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2013-07-08 00:00:00;;;;
"POINT (653503.564856732 6874926.14172709)";"1338061";"1338061";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662448.78602631 6859880.44659093)";"1348498";"1348498";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (655388.780908405 6857869.13608294)";"1338875";"1338875";ECLAIRAGE PUBLIC;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (661065.768112305 6858843.12914896)";"1340766";"1340766";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (650287.369957541 6856296.65497526)";"1333355";"1333355";L3T - IRISE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2012-11-29 00:00:00;;;;
"POINT (653314.309975783 6872840.09874974)";"1337266";"1337266";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653428.945810356 6874744.76142086)";"1352227";"1352227";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653965.672363055 6872769.31620273)";"1353143";"1353143";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648934.882743745 6855652.46965254)";"1347400";"1347400";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659476.59200995 6857671.96862272)";"1351717";"1351717";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (642849.46446435 6860199.60659598)";"1341780";"1341780";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656267.025971553 6851793.06121243)";"1339608";"1339608";Boulevard des Allies;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-04-13 00:00:00;;;;
"POINT (658053.513716425 6857711.95579297)";"1343723";"1343723";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (646251.218601034 6859486.58250192)";"1345925";"1345925";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (640357.127400638 6866686.98095203)";"1346493";"1346493";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653985.01356588 6871061.6404827)";"1338011";"1338011";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (640367.015077763 6856666.32452956)";"1334264";"1334264";VILLE DE CHAVILLE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-10-29 00:00:00;;;;
"POINT (662278.144405072 6864342.05176827)";"1338844";"1338844";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (643011.734346432 6861493.9260538)";"1341769";"1341769";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656822.726577176 6857674.29199156)";"1337767";"1337767";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (629605.113026647 6883762.65195661)";"1343179";"1343179";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (652553.13219553 6868616.21062955)";"1341054";"1341054";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651605.774587832 6872221.48865008)";"1339460";"1339460";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649371.850054505 6850621.49509565)";"1337598";"1337598";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (642893.766194017 6860332.3695535)";"1350250";"1350250";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (645768.918159879 6867492.51114984)";"1337663";"1337663";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (645774.678820611 6867473.15184041)";"1340029";"1340029";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661798.490264335 6857891.9319334)";"1348377";"1348377";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (653568.272002799 6874195.0465233)";"1347936";"1347936";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648337.820513043 6869333.76559536)";"1338324";"1338324";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (645188.764360755 6868425.03581826)";"1340643";"1340643";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650595.570722323 6856351.69304763)";"1337583";"1337583";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (658687.311784793 6865181.44726446)";"1352106";"1352106";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657283.377450415 6857600.59191558)";"1337765";"1337765";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (659285.046549249 6867526.08108228)";"1339283";"1339283";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661911.122754656 6867424.3851661)";"1352907";"1352907";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662273.763947682 6865203.49714451)";"1338854";"1338854";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654655.70638783 6872711.1798708)";"1339576";"1339576";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (639485.040156879 6856870.2792323)";"1347211";"1347211";Rue Joseph Bertrand face poste EDF nÂ°11;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-09 00:00:00;;;;
"POINT (652452.276556549 6849552.76037506)";"1345777";"1345777";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-01-03 00:00:00;;;;
"POINT (648739.485875325 6858064.75849762)";"1347782";"1347782";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (640608.20188801 6860926.31648784)";"3461335";"3461335";POP FTTS GARCHES (STADE);;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;;B;;;;2012-03-12 00:00:00;;;;
"POINT (641034.042777977 6866617.01194553)";"189817";"189817";BD G.LECLERC/AVE BENOIT FRACHON (NANTERRE);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2011-12-15 00:00:00;;;;
"POINT (659294.880788457 6872925.1246395)";"1340598";"1340598";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659856.186573959 6855559.71664294)";"1349796";"1349796";IRISE;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-07-04 00:00:00;;;;
"POINT (663031.857131114 6855692.34949892)";"1339958";"1339958";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (661100.827895425 6863054.47716643)";"1339054";"1339054";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (666747.961063241 6854795.78488556)";"1329564";"1329564";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-05-22 00:00:00;;;;
"POINT (653403.986828928 6872775.66469354)";"1347902";"1347902";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (673736.107760639 6859175.51528011)";"1341146";"1341146";Avenue de la Soubriarde Bretelle d'acces A4;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (630187.735647321 6883599.21533688)";"1345507";"1345507";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-17 00:00:00;;;;
"POINT (661225.140434231 6853103.09956965)";"1347451";"1347451";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (664286.209533717 6853706.79422236)";"1340076";"1340076";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (661736.863840218 6859297.33221648)";"1337576";"1337576";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (643073.509787473 6868876.06705346)";"1340163";"1340163";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656717.570111473 6857610.25616817)";"1337769";"1337769";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (652099.30873868 6857116.68611533)";"1338895";"1338895";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (657526.637834039 6861261.06107805)";"1346888";"1346888";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-01-06 00:00:00;;;;
"POINT (664005.933800178 6858483.48399623)";"1346936";"1346936";FRANCE TELECOM 1;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-05-06 00:00:00;;;;
"POINT (640562.227673316 6860963.35995615)";"192745";"192745";20 RUE DE SURESNES;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-03-12 00:00:00;;;;
"POINT (652820.197373776 6842548.0096828)";"1341695";"1341695";Face au 25 Rue de la montagne pavee;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-11 00:00:00;;;;
"POINT (660732.166803388 6856329.70405587)";"1339441";"1339441";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (652950.962458482 6868884.55692702)";"1337972";"1337972";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656412.451144416 6855222.54291133)";"1348033";"1348033";Rue de Seine;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (650519.316076815 6850774.9690209)";"1348883";"1348883";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (644870.513866741 6857808.42427557)";"1338741";"1338741";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651066.655576393 6855040.86033811)";"1337844";"1337844";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (627959.958211414 6883533.79850567)";"1343170";"1343170";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (656279.379077969 6854248.04640891)";"1352254";"1352254";Timbaud / Peri;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (642533.005276593 6866483.98449033)";"1344916";"1344916";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649083.013879363 6851320.08369153)";"1348472";"1348472";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653584.750453118 6874236.61025208)";"1338137";"1338137";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (641763.348512446 6866111.87712095)";"1344885";"1344885";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652405.452519859 6857133.34216094)";"1338274";"1338274";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (658167.4850043 6857713.08951726)";"1347344";"1347344";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (638167.109477458 6871236.53446907)";"1338620";"1338620";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (663940.183951855 6852793.70777298)";"1343714";"1343714";Rue de Paris;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (650593.900088468 6866985.98050077)";"1340078";"1340078";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-04-22 00:00:00;;;;
"POINT (659142.790278823 6861002.29681437)";"1346930";"1346930";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-08-16 00:00:00;;;;
"POINT (655064.048458452 6867808.37734116)";"1338297";"1338297";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (645050.699702839 6872192.89410438)";"1337700";"1337700";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (639579.663653786 6866369.77609564)";"1344746";"1344746";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (672399.258230589 6860044.33486199)";"1353083";"1353083";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (652510.480719057 6869990.06437198)";"1348951";"1348951";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651840.126526702 6868901.6789419)";"1347410";"1347410";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659186.444452539 6861000.3138701)";"1346676";"1346676";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (662779.251223364 6852715.58337016)";"1345406";"1345406";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (645158.140164272 6855670.63013464)";"1348123";"1348123";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648492.550118778 6854325.26859235)";"1337642";"1337642";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652985.572300246 6868883.11065352)";"1337393";"1337393";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657503.738634432 6868202.89553011)";"1339299";"1339299";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657830.644562372 6860775.5810159)";"1343789";"1343789";FRANCE TELECOM U5H N 398;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2016-09-12 00:00:00;;;;
"POINT (652402.47603251 6857135.69232395)";"1338876";"1338876";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (650390.440357417 6856600.89358925)";"1339635";"1339635";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (657214.414749504 6857699.90220379)";"1348106";"1348106";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (649960.286820276 6855954.75435921)";"1338106";"1338106";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (673748.415839264 6859457.8936225)";"1351460";"1351460";Boulevard Chopin  Rond point Sean Mc Bride;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (657130.552249259 6873675.86702989)";"1347209";"1347209";Avenue Ambroise Croizat;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-15 00:00:00;;;;
"POINT (639200.048321298 6860127.57895439)";"1340051";"1340051";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (666789.929617096 6859615.21613283)";"1340761";"1340761";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (640759.400424752 6869661.814054)";"3461339";"3461339";URA HOUILLES;;SFR_COLL;DSP MAJ - IRISE;;;;ST;OPT;;B;;;;2004-03-08 00:00:00;;;;
"POINT (657698.840120058 6868626.64900724)";"180711";"180711";IRS - RUE DE STALINGRAD HOPITAL (BOBIGNY);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2004-05-15 00:00:00;;;;
"POINT (668859.128085391 6860332.80421421)";"1338999";"1338999";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (674732.258116868 6859628.33021798)";"1341156";"1341156";Rond point Ader Boulevard du Segrais;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (655701.073020036 6870102.46183406)";"1347924";"1347924";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652123.766010429 6872379.82412691)";"1339465";"1339465";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653841.737562404 6874657.03436982)";"1347907";"1347907";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (634738.017838722 6881249.64627378)";"1519361";"1519361";CHAMBRE B2B FT;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2015-10-02 00:00:00;;;;
"POINT (639796.117111237 6873059.43218855)";"1337323";"1337323";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (653208.967814176 6873080.26804794)";"1337283";"1337283";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656942.259513009 6853270.9229201)";"1339644";"1339644";4 Quai Jules Guesde;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (651971.698218729 6868890.13986306)";"1347528";"1347528";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660085.828382018 6867903.5361503)";"1339272";"1339272";MH786;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661557.385071691 6859209.02969747)";"1337579";"1337579";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (661466.683598207 6859131.57042836)";"1348606";"1348606";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (651146.122639647 6868164.61718318)";"1338494";"1338494";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (663309.31370036 6860648.55976604)";"1338414";"1338414";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (650562.638164949 6852731.22616259)";"1338060";"1338060";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-07 00:00:00;;;;
"POINT (661888.246789875 6866988.89154298)";"1338792";"1338792";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657364.667533223 6872876.36855557)";"1339030";"1339030";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (664445.324028146 6860491.61427496)";"154023";"154023";IRS - ANGLE RUE ARISTIDE/RUE MARECHAL FOCH;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2011-09-29 00:00:00;;;;
"POINT (651145.011270236 6868131.31943195)";"1337949";"1337949";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649913.483021076 6855755.26059002)";"1338717";"1338717";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660096.157415993 6865956.21736495)";"1340112";"1340112";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662639.819104341 6861497.6446101)";"1352782";"1352782";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (642999.847236094 6859142.38513774)";"1339689";"1339689";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (644187.65211442 6869648.73924199)";"1340649";"1340649";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653301.553608592 6869456.00995057)";"1348244";"1348244";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642497.506785056 6865953.3705621)";"1344880";"1344880";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642167.205298899 6865608.17992325)";"1344896";"1344896";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (646484.661400956 6854722.70576785)";"1341343";"1341343";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (628889.423736852 6883593.30031036)";"1342605";"1342605";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (653607.317595 6874266.9459527)";"1338139";"1338139";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661739.167673462 6870069.38246319)";"1352413";"1352413";CH1352413;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661911.261081968 6852269.03866954)";"1345257";"1345257";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (649158.388201993 6857736.09386047)";"1347362";"1347362";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652501.873448944 6869828.33428935)";"1348495";"1348495";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657302.155050798 6857462.64944196)";"1348745";"1348745";Bourgelat / Maire;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (649629.511041862 6872782.25743164)";"1339459";"1339459";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (644442.886213352 6867724.47277277)";"1340089";"1340089";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653571.127642603 6874210.09276673)";"1338135";"1338135";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662197.587368843 6865229.11152194)";"1338855";"1338855";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660857.942814395 6858385.64646638)";"1338337";"1338337";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (645489.802106965 6867509.47852716)";"1337563";"1337563";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653470.011715355 6854899.07409749)";"1340492";"1340492";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (653345.444746916 6868100.99424127)";"1337612";"1337612";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642095.458126757 6865378.41628313)";"1348482";"1348482";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659852.123532567 6867654.82161582)";"1339295";"1339295";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (641232.338816285 6866398.08864813)";"1344886";"1344886";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (631553.936243636 6883371.19328664)";"1344276";"1344276";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-17 00:00:00;;;;
