WKT;ND_CODE;ND_CODEEXT;ND_NOM;ND_CODERAT;ND_R1_CODE;ND_R2_CODE;ND_R3_CODE;ND_R4_CODE;ND_VOIE;ND_TYPE;ND_TYPE_EP;ND_COMMENT;ND_DTCLASS;ND_GEOLQLT;ND_GEOLMOD;ND_GEOLSRC;ND_CREADAT;ND_MAJDATE;ND_MAJSRC;ND_ABDDATE;ND_ABDSRC
"POINT (659833.942011253 6862838.5850681)";"1339019";"1339019";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659176.69987137 6864480.9932171)";"1337721";"1337721";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642392.840299773 6865384.28418297)";"1346484";"1346484";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649642.197402453 6857402.73905014)";"1345455";"1345455";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662316.427654176 6864711.21928733)";"1348011";"1348011";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (671766.306002637 6860508.45034841)";"1339592";"1339592";Cours des Roches;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (649747.951672588 6868344.29209446)";"1353462";"1353462";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (668806.638752744 6860314.8431359)";"1348127";"1348127";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653024.910276833 6856926.13459353)";"1348879";"1348879";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (653676.284569851 6874354.96703728)";"1347781";"1347781";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (658679.205244101 6868311.71041684)";"1347164";"1347164";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (665080.775293535 6855695.09609819)";"1339947";"1339947";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (643142.017681432 6868920.17262773)";"1340779";"1340779";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649591.730977618 6872806.63508111)";"1339458";"1339458";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (663740.987398717 6870371.19012971)";"1341438";"1341438";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649448.302957064 6857579.73785541)";"1346794";"1346794";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642565.721254094 6865573.87561416)";"1346759";"1346759";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654767.777237386 6868315.98074645)";"1338048";"1338048";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (658375.386227169 6857710.37417298)";"1343699";"1343699";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (659278.102086121 6862361.24941946)";"1339065";"1339065";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651373.668282561 6867628.36522814)";"1338491";"1338491";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (644408.181573346 6863785.84658564)";"1348626";"1348626";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-18 00:00:00;;;;
"POINT (652510.69586252 6869838.82248564)";"1337611";"1337611";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656603.536651692 6855221.92886641)";"1339650";"1339650";Avenue du President Salvador Allende / Rue Charles;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (644811.182262497 6858639.61012315)";"1346455";"1346455";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (645795.236387133 6867424.32715287)";"1339906";"1339906";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662499.762526419 6859408.88408368)";"1337574";"1337574";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (659941.117660019 6854428.22628171)";"1345382";"1345382";16 RUE DEMENITROUX;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (652499.887909363 6869836.41751806)";"1338655";"1338655";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661865.437829314 6856332.51344228)";"1338825";"1338825";K2C - FRANCE TELECOM NÂ°999;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-09-26 00:00:00;;;;
"POINT (673602.668335359 6859545.54290521)";"1348627";"1348627";Rue Charles Gounod face Altair;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (658033.29684903 6861131.9140577)";"1339014";"1339014";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656376.665145123 6854017.39711543)";"1348091";"1348091";Peri / Broussais;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (657641.715895773 6856845.87554998)";"1342584";"1342584";23 Avenue du General De Gaulle;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (651469.998891676 6870823.50573985)";"1339452";"1339452";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654786.71042328 6877261.94358253)";"1341281";"1341281";Rue des Bauves (face URA);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-15 00:00:00;;;;
"POINT (660053.166319062 6862643.20276144)";"1353393";"1353393";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (641699.574275682 6860521.56534253)";"1352803";"1352803";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649362.303446148 6854570.03964849)";"1345915";"1345915";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642851.66462573 6860524.17968055)";"1352134";"1352134";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649307.289917896 6867712.09754585)";"1340322";"1340322";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (673657.087118991 6859429.73924652)";"1341729";"1341729";Rue Mozart Boulevard du Segrais;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (643295.671739473 6865642.9763268)";"1347321";"1347321";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (663426.677176603 6855386.74325026)";"1338814";"1338814";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (649704.980352489 6857902.16129315)";"1337507";"1337507";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652717.344181546 6855814.35168173)";"1341255";"1341255";Rue Ambroise Croizat / Rue Marcel Paul;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (651155.746902109 6856577.80762944)";"1348067";"1348067";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (651229.027951935 6868298.7407512)";"1347328";"1347328";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653167.224170684 6872414.15076111)";"1347777";"1347777";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657400.075168175 6868701.86038084)";"1339261";"1339261";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (658986.717268078 6860431.3107335)";"1340256";"1340256";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-09-11 00:00:00;;;;
"POINT (642852.323778303 6865632.13055241)";"1347319";"1347319";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660897.214523833 6857947.17096509)";"1352062";"1352062";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (659345.173910468 6872650.3282591)";"1352538";"1352538";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649039.311713478 6857932.66827957)";"1348515";"1348515";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649844.794120554 6858027.24208756)";"1346792";"1346792";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (655264.664215036 6869824.97961785)";"1347532";"1347532";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (648271.921764073 6867064.97476808)";"1353463";"1353463";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651265.814090749 6867622.76530879)";"1338476";"1338476";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651084.246904363 6867869.48504065)";"1338479";"1338479";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651612.431264395 6867843.17487069)";"1338632";"1338632";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651941.270711681 6872929.99495533)";"1339560";"1339560";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654797.734739307 6872988.47648445)";"1339606";"1339606";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652418.676800739 6849301.75838273)";"1346518";"1346518";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-01-03 00:00:00;;;;
"POINT (656299.526228461 6853251.2477593)";"1348055";"1348055";91 Rue du General Malleret Joinville;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-11 00:00:00;;;;
"POINT (653527.212541993 6874469.62194087)";"1338758";"1338758";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659790.252611173 6855576.66725706)";"1342750";"1342750";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-07-04 00:00:00;;;;
"POINT (660770.414147052 6871684.98816673)";"1337492";"1337492";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653288.830151932 6869770.47892946)";"1337966";"1337966";L2T - ECLAIRAGE PUBLIC;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649547.394536436 6868274.84241645)";"1340317";"1340317";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652841.070322671 6857082.18880283)";"1342570";"1342570";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (661923.771530563 6865255.5414889)";"1338859";"1338859";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654572.946898149 6857169.55149772)";"1341085";"1341085";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (638645.196823042 6860075.4487083)";"1338747";"1338747";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653115.645540365 6872973.86483344)";"1337277";"1337277";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (627672.879331259 6883230.84818183)";"1343169";"1343169";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (662812.852472661 6859935.56190814)";"1339623";"1339623";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (648952.756429083 6870603.19320674)";"1348976";"1348976";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660860.289704077 6853212.19762136)";"1345378";"1345378";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (653695.156064407 6874389.55524133)";"1348253";"1348253";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (646508.831065364 6854674.3751674)";"1348572";"1348572";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (646202.210281622 6859546.83876112)";"1345807";"1345807";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650255.28410134 6867370.10452824)";"1338492";"1338492";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656170.911533426 6865837.34213249)";"1348237";"1348237";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653236.434671923 6868564.90982512)";"1338645";"1338645";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (647604.405601689 6854828.63700273)";"1337641";"1337641";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657340.142282841 6872714.45820758)";"1339028";"1339028";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651310.308258228 6856491.21335303)";"1337994";"1337994";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (664607.849147098 6858911.13474803)";"1333176";"1333176";NUMERICABLE 2;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2014-05-06 00:00:00;;;;
"POINT (657968.540530401 6857709.97292539)";"1352825";"1352825";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (642869.310994575 6860479.23895018)";"1341809";"1341809";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662794.696136858 6861351.46256627)";"1339162";"1339162";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (660429.720117397 6854509.99251422)";"1345384";"1345384";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (657945.506942128 6855842.00643144)";"1342585";"1342585";5/7 Rue Pierre Semard;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (642594.194974463 6860797.52538188)";"159086";"159086";IRS - RUE DAILLY;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2012-02-20 00:00:00;;;;
"POINT (653427.322710143 6867969.36857288)";"1337978";"1337978";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (659996.409979897 6867865.76228864)";"1339148";"1339148";MH833;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652094.09249656 6870851.9314964)";"1352776";"1352776";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660286.810165473 6857465.77501597)";"1346565";"1346565";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (651980.179188251 6855585.04139039)";"1337304";"1337304";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (643117.720837844 6868927.43751629)";"1348891";"1348891";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650509.355200546 6857300.97526994)";"1345898";"1345898";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654415.660801876 6857018.11766739)";"1341202";"1341202";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (673767.526299978 6858971.40370015)";"1341154";"1341154";Avenue de la Soubriarde Autoroute A4;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (653298.768991488 6869512.71066416)";"1347764";"1347764";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657725.342095311 6871237.33260182)";"1341702";"1341702";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661752.093746191 6864008.35578455)";"1352225";"1352225";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (650578.364299582 6855566.17735448)";"1337299";"1337299";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (641935.170837702 6866004.89982826)";"1346480";"1346480";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (661323.480974216 6857900.81734751)";"1340769";"1340769";ECLAIRAGE PUBLIC;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (661549.153856966 6864236.12805238)";"1338146";"1338146";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (657654.927481713 6857721.22637752)";"1352249";"1352249";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-06-09 00:00:00;;;;
"POINT (659963.046156755 6854493.05481067)";"1345967";"1345967";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (652297.21099742 6857254.43986423)";"1338886";"1338886";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (639808.48783564 6857001.79989247)";"1337928";"1337928";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653158.01497832 6872936.77351746)";"1339193";"1339193";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (675279.54061902 6858948.07319041)";"1340028";"1340028";Chemin du Haha Rue de Torcy;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (642952.374367307 6864926.32458779)";"1348705";"1348705";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (673487.07715784 6859707.37756822)";"1338595";"1338595";Rue Gabriel Cours des petites ecuries;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (639161.898969302 6865595.29262473)";"1340102";"1340102";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-17 00:00:00;;;;
"POINT (650057.659540581 6857064.59638695)";"1337509";"1337509";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662342.714183766 6863588.44984387)";"1337647";"1337647";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656086.905553722 6865478.89306249)";"1347326";"1347326";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (651068.791345896 6868848.87563674)";"1338487";"1338487";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (649473.965415459 6855544.92172475)";"1337435";"1337435";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653172.332285329 6855979.69899678)";"1344363";"1344363";34 Rue Ambroise Croizat / Rue Sacco et Vanzetti;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-08-16 00:00:00;;;;
"POINT (651456.358215722 6867657.24398666)";"1338484";"1338484";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654632.081039161 6868488.58300283)";"1346853";"1346853";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (652311.189354399 6856768.36667343)";"2417587";"2417587";REGARD ROND PRIVE HOPITAL;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2018-04-12 00:00:00;;;;
"POINT (666972.608573026 6860099.75480282)";"1340828";"1340828";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (656563.565798301 6857339.1288568)";"1339805";"1339805";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (650040.099750494 6850724.63499931)";"1338264";"1338264";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (652870.191096586 6871165.64898903)";"1339497";"1339497";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (640277.63697348 6866748.50967363)";"1350548";"1350548";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (639885.462611306 6861104.01136129)";"1339361";"1339361";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (654246.12506836 6874710.46638543)";"1339410";"1339410";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (640182.875556857 6876584.4174216)";"189384";"189384";IRS - RUE DES GLAISES (BD PONTOISE-GLAISE);;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;B;;;;2004-05-15 00:00:00;;;;
"POINT (645701.850303792 6867152.88941569)";"1348023";"1348023";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (642407.955966409 6869108.12633914)";"1347314";"1347314";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (662000.91478614 6850151.91197986)";"1337410";"1337410";Avenue de Verdun;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-05-06 00:00:00;;;;
"POINT (659775.194750755 6854039.55160212)";"1345962";"1345962";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (651879.459127215 6868564.80520354)";"1337971";"1337971";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (662262.870131362 6864599.91452854)";"1346729";"1346729";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (660056.562600198 6855065.79882186)";"1347421";"1347421";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-26 00:00:00;;;;
"POINT (662136.270598141 6869754.58306876)";"1341439";"1341439";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (673487.243385305 6859767.20832425)";"1338594";"1338594";Rue Gabriel;;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2010-03-04 00:00:00;;;;
"POINT (657382.038353733 6863725.36358121)";"1338931";"1338931";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653961.950188678 6867235.34132557)";"1338288";"1338288";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (653165.524074339 6856947.86898897)";"1342571";"1342571";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-06-28 00:00:00;;;;
"POINT (650115.147334387 6857183.08196202)";"1345459";"1345459";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
"POINT (646923.90795369 6853224.00892237)";"1348514";"1348514";"-";;SFR_COLL;DSP MAJ - IRISE;;;;PT;OPT;;A;;;;2013-07-08 00:00:00;;;;
