cc_cb_code;cc_cd_code;cc_creadat;cc_majdate;cc_majsrc;cc_abddate;cc_abdsrc
17910133;9422788;31/03/2020;;;;
32192417;9103416;17/06/2022;;;;
4632269;436772;22/07/2009;;;;
17328050;9118468;07/02/2020;;;;
17213155;9270216;29/01/2020;;;;
29162674;9133497;25/01/2022;;;;
8330536;9453175;25/06/2014;;;;
36870177;9446470;22/02/2023;;;;
17812835;431256;23/03/2020;;;;
4614912;489547;25/09/2007;;;;
15936113;9354630;24/09/2019;;;;
36352427;9254143;26/01/2023;;;;
36626660;472073;09/02/2023;;;;
4632118;427094;17/07/2009;;;;
14412514;434820;22/03/2019;;;;
4637994;473480;01/12/2011;;;;
4632367;436773;22/07/2009;;;;
4630962;436773;27/07/2009;;;;
15501489;;06/08/2019;;;;
6375266;434499;15/05/2013;;;;
16683275;486461;04/12/2019;;;;
4633193;763881;28/07/2009;;;;
28883300;9133496;12/01/2022;;;;
4630890;454482;23/09/2009;;;;
22554069;9365510;04/03/2021;;;;
16683618;9446466;04/12/2019;;;;
18291875;9109834;07/05/2020;;;;
11003603;791740;06/03/2017;;;;
36892578;;23/02/2023;;;;
35480745;;08/12/2022;;;;
33199461;;10/08/2022;;;;
17846780;491406;25/03/2020;;;;
4617342;491406;01/06/2011;;;;
4605847;491406;26/09/2005;;;;
4631456;434605;24/07/2009;;;;
19763559;9109840;19/08/2020;;;;
33186027;9137662;10/08/2022;;;;
17888079;9340224;30/03/2020;;;;
16307923;9415419;25/09/2019;;;;
36746977;9449978;15/02/2023;;;;
28807457;9133175;06/01/2022;;;;
28828900;9350467;07/01/2022;;;;
28828901;9350467;07/01/2022;;;;
4614587;9315261;13/03/2007;;;;
22606839;9434304;08/03/2021;;;;
23443938;9528721;03/05/2021;;;;
36672755;9243590;11/02/2023;;;;
29172897;9131909;26/01/2022;;;;
36521060;;03/02/2023;;;;
45460897;;25/06/2024;;;;
22560423;9430139;04/03/2021;;;;
26141858;9243295;03/10/2021;;;;
22560422;9429820;04/03/2021;;;;
36824420;;20/02/2023;;;;
24366177;9047736;24/06/2021;;;;
4610623;9345976;03/09/2009;;;;
40107044;9101187;08/08/2023;;;;
22774511;9436224;18/03/2021;;;;
36374499;9449977;27/01/2023;;;;
27779938;9115901;30/11/2021;;;;
28182187;;13/12/2021;;;;
15492225;;05/08/2019;;;;
15509475;;06/08/2019;;;;
22866673;;25/03/2021;;;;
22844905;;24/03/2021;;;;
22844906;;24/03/2021;;;;
22624145;;09/03/2021;;;;
4633316;487172;20/07/2009;;;;
4605441;494368;31/08/2004;;;;
20323602;494368;25/09/2020;;;;
8875907;;15/12/2014;;;;
4594305;478494;10/09/2002;;;;
4632365;426869;22/07/2009;;;;
4611345;426869;17/07/2009;;;;
4615984;461072;26/08/2011;;;;
4632260;486763;22/07/2009;;;;
4614423;427012;31/07/2007;;;;
4636197;8163263;31/01/2011;;;;
4599501;8163263;01/09/2008;;;;
8072276;431298;20/08/2002;;;;
19913009;427214;31/08/2020;;;;
7166338;489651;31/07/2013;;;;
4601729;489651;27/05/2004;;;;
36655783;;10/02/2023;;;;
4632119;465317;17/07/2009;;;;
16769954;499811;13/12/2019;;;;
4632355;499811;22/07/2009;;;;
4641298;441133;29/02/2012;;;;
4607890;431810;18/10/2005;;;;
23670497;;18/05/2021;;;;
21680115;;29/12/2020;;;;
26042339;448705;29/09/2021;;;;
19865332;;26/08/2020;;;;
13882390;448705;24/12/2018;;;;
23670500;;18/05/2021;;;;
29144430;;26/01/2022;;;;
4640808;728360;13/04/2012;;;;
8611457;486163;24/09/2014;;;;
36333548;426985;27/01/2023;;;;
29259965;436424;01/02/2022;;;;
8930882;427950;20/07/2009;;;;
4632349;427950;22/07/2009;;;;
4633291;427950;20/07/2009;;;;
4597539;434585;01/09/2004;;;;
8061441;478505;10/04/2014;;;;
4604040;653809;26/10/2004;;;;
4594840;653809;10/10/2002;;;;
11518492;434185;29/06/2017;;;;
4609398;434185;13/09/2005;;;;
4633314;463192;20/07/2009;;;;
7257810;515845;03/09/2013;;;;
4639202;429639;23/11/2011;;;;
4637952;421547;01/12/2011;;;;
7443441;978615;28/10/2013;;;;
4614445;431124;18/09/2007;;;;
4613052;431124;18/09/2007;;;;
25543457;431124;02/09/2021;;;;
4628318;1578935;19/06/2008;;;;
7445025;1578935;28/10/2013;;;;
4607124;432370;29/07/2005;;;;
4597880;489913;15/12/2009;;;;
4609734;487785;31/03/2005;;;;
4611775;429865;18/10/2011;;;;
4595733;429865;05/07/2002;;;;
6169810;429865;16/04/2013;;;;
37112103;431378;07/03/2023;;;;
6590611;431098;05/06/2013;;;;
4609864;435904;05/10/2005;;;;
7181665;435904;06/08/2013;;;;
4626147;555879;15/03/2010;;;;
6281510;2141180;25/04/2013;;;;
6866129;467930;01/07/2013;;;;
7470306;467930;28/03/2012;;;;
4642617;435704;01/02/2012;;;;
4629726;439828;13/08/2012;;;;
7205011;430256;13/07/2007;;;;
4616391;432909;09/10/2007;;;;
4601712;432909;06/07/2004;;;;
4610650;432889;31/10/2006;;;;
4606219;432889;30/01/2001;;;;
4604705;432889;04/10/2004;;;;
4630382;432889;15/09/2011;;;;
4607657;487171;27/03/2007;;;;
4624004;503517;17/05/2011;;;;
42324257;503517;11/12/2023;;;;
17229477;503517;30/01/2020;;;;
43485554;503517;23/02/2024;;;;
4594708;436747;12/04/2002;;;;
4602991;458100;03/07/2004;;;;
4637171;458100;29/08/2011;;;;
4639025;962939;17/11/2011;;;;
10965947;430799;16/04/2014;;;;
8800689;467186;18/11/2014;;;;
4627439;463464;03/04/2008;;;;
4600631;493687;01/01/2002;;;;
4605038;493687;02/01/2003;;;;
4630593;429024;30/07/2008;;;;
4600671;426414;01/01/2002;;;;
29205857;9340864;27/01/2022;;;;
27430548;427009;21/11/2021;;;;
4609472;435491;19/12/2007;;;;
4606199;438869;04/11/2008;;;;
4613007;438869;30/07/2007;;;;
4605874;438869;01/01/2004;;;;
18390145;486838;15/05/2020;;;;
34618023;405479;25/10/2022;;;;
4640891;1583170;24/01/2012;;;;
4611848;431337;27/11/2006;;;;
12382417;1661184;13/01/2018;;;;
4606845;497863;07/11/2005;;;;
4605538;497863;01/01/2004;;;;
4609977;497863;24/04/2006;;;;
4599791;486784;30/01/2001;;;;
4608376;556200;08/12/2004;;;;
4603203;425516;11/10/2004;;;;
4604874;8171259;26/08/2004;;;;
8297859;436943;18/06/2014;;;;
5732689;436943;22/04/2005;;;;
4604535;472770;22/11/2005;;;;
7264243;8163908;05/09/2013;;;;
4607379;431026;03/09/2009;;;;
4606454;429222;26/06/2004;;;;
4604314;509624;09/07/2003;;;;
4602824;489914;15/09/2004;;;;
10821956;505984;23/07/2013;;;;
24452259;431785;28/06/2021;;;;
4605003;431785;08/12/2003;;;;
4642216;431570;21/03/2012;;;;
4610994;433666;19/10/2006;;;;
36650671;426488;10/02/2023;;;;
10215605;426488;30/08/2016;;;;
33993378;439454;16/01/2008;;;;
17404850;9406465;14/02/2020;;;;
12382421;8172858;13/01/2018;;;;
7742963;1578944;23/01/2014;;;;
4605876;433684;27/11/2006;;;;
21884594;425910;15/01/2021;;;;
21884595;425910;15/01/2021;;;;
4632643;430615;30/06/2009;;;;
7168769;430615;31/03/2005;;;;
4624181;462461;10/07/2008;;;;
4624184;462461;10/07/2008;;;;
10862738;462461;17/02/2014;;;;
4630358;433722;10/03/2009;;;;
4595311;430933;25/06/2001;;;;
34206819;462625;30/09/2022;;;;
4640541;487529;23/05/2012;;;;
4600610;487529;10/09/2002;;;;
8455299;488608;31/07/2014;;;;
22364307;488608;19/02/2021;;;;
4594542;488608;21/11/2005;;;;
4609238;463954;17/01/2012;;;;
4609919;463954;28/12/2005;;;;
4610756;433868;04/02/2010;;;;
4603683;438375;27/09/2004;;;;
4608137;441105;16/11/2005;;;;
4595274;486637;13/12/2002;;;;
18065313;9316859;16/04/2020;;;;
8506834;441288;21/08/2014;;;;
4614379;426282;08/01/2009;;;;
17392738;9231834;13/02/2020;;;;
4603958;505914;28/06/2004;;;;
8551635;467169;21/03/2005;;;;
4622724;467919;01/02/2010;;;;
7536865;439474;27/12/2007;;;;
11021491;439474;30/07/2014;;;;
5265170;430411;19/09/2005;;;;
4643480;430411;02/02/2012;;;;
4609488;430411;09/01/2006;;;;
7507105;430411;18/11/2013;;;;
4600630;430411;20/12/2012;;;;
17004294;430411;08/01/2020;;;;
18161672;430411;24/04/2020;;;;
4635941;437225;02/12/2010;;;;
16577073;489563;25/11/2019;;;;
8567331;653799;10/09/2014;;;;
4602827;431525;15/09/2004;;;;
10900847;8172869;21/06/2013;;;;
4596756;463082;06/10/2010;;;;
7224865;463082;23/08/2013;;;;
37046818;765479;03/03/2023;;;;
18379877;430111;14/05/2020;;;;
8289219;425154;17/06/2014;;;;
9412130;425154;03/11/2015;;;;
6417810;1613495;21/05/2013;;;;
8198420;437206;22/05/2014;;;;
4608091;440085;03/10/2005;;;;
4623534;464910;05/02/2008;;;;
8506836;425167;21/08/2014;;;;
4610395;507818;26/01/2006;;;;
29945384;507818;04/03/2022;;;;
17208396;437193;29/01/2020;;;;
4594860;663719;19/07/2012;;;;
4631961;663719;12/03/2012;;;;
4605812;492599;19/04/2004;;;;
30868258;492599;15/04/2022;;;;
4631757;508472;30/11/2009;;;;
29172898;441251;26/01/2022;;;;
4594967;431004;12/04/2002;;;;
4613048;431004;04/05/2006;;;;
4634153;426686;01/02/2010;;;;
15566835;3340229;14/08/2019;;;;
4619765;427371;22/07/2010;;;;
4636751;440044;23/05/2012;;;;
6681809;440009;13/06/2013;;;;
8556114;440009;05/09/2014;;;;
18135779;8148224;22/04/2020;;;;
18135777;8148224;22/04/2020;;;;
4606566;460198;30/01/2001;;;;
8433876;501069;24/07/2014;;;;
4604690;431568;09/10/2001;;;;
4604790;463232;12/04/2005;;;;
4599322;463232;06/12/2010;;;;
4610932;433863;18/10/2006;;;;
19830754;440062;24/08/2020;;;;
4594314;432438;25/09/2002;;;;
4610990;426992;19/10/2006;;;;
7245378;433114;14/05/2013;;;;
4599980;3340856;01/01/2002;;;;
4641640;471872;27/02/2012;;;;
4641639;471872;27/02/2012;;;;
5811428;431082;05/03/2013;;;;
36843310;436854;21/02/2023;;;;
36843311;436854;21/02/2023;;;;
4604784;425472;26/08/2004;;;;
4603692;471816;27/09/2004;;;;
4601012;486430;01/02/2006;;;;
4606213;453213;04/11/2008;;;;
4607862;461789;14/01/2010;;;;
4628017;438747;06/06/2008;;;;
10940273;977339;15/04/2013;;;;
4624839;429836;19/01/2010;;;;
4609713;3300549;01/02/2011;;;;
4639853;3300549;20/02/2012;;;;
10293217;509038;16/09/2016;;;;
4629727;426843;13/08/2012;;;;
25543778;425698;02/09/2021;;;;
44812897;425698;15/05/2024;;;;
4601976;459791;15/05/2004;;;;
15274938;516154;11/07/2019;;;;
7049812;978940;16/07/2013;;;;
29413226;436592;08/02/2022;;;;
4611452;430884;21/11/2006;;;;
4632770;8175426;23/11/2009;;;;
4627986;;16/07/2009;;;;
4602538;439290;26/03/2002;;;;
30203965;;17/03/2022;;;;
23748258;;22/05/2021;;;;
4596525;487775;25/06/2001;;;;
5811430;465306;05/03/2013;;;;
7147427;3290621;25/07/2013;;;;
4601013;427568;01/02/2006;;;;
4594842;507193;10/10/2002;;;;
4627251;507193;18/08/2008;;;;
4634672;491563;26/01/2011;;;;
4608065;1578946;21/04/2008;;;;
4612708;1578946;25/10/2007;;;;
4623768;9159737;12/07/2010;;;;
4632550;9159737;05/10/2009;;;;
4596775;435706;10/08/2012;;;;
4631489;3339255;19/01/2009;;;;
23245893;440211;27/02/2007;;;;
4639919;1611900;20/02/2012;;;;
4605052;1611900;01/01/2002;;;;
7557332;1611900;29/11/2013;;;;
4596030;430327;30/01/2001;;;;
4610273;3418615;19/02/2007;;;;
4609534;429023;07/12/2005;;;;
4596872;490988;07/07/2005;;;;
22085857;432343;31/01/2021;;;;
4625300;454460;06/01/2009;;;;
4620271;486866;24/03/2009;;;;
4599900;8145979;13/12/2002;;;;
4614476;507205;26/04/2007;;;;
4628941;432345;10/07/2008;;;;
4631970;763885;13/03/2012;;;;
6699409;8172856;17/06/2013;;;;
4615267;434645;12/07/2007;;;;
25696422;434645;10/09/2021;;;;
7558289;3321987;29/11/2013;;;;
4614340;437019;24/09/2007;;;;
4608608;434640;06/09/2010;;;;
25696420;434640;10/09/2021;;;;
4608201;489523;22/03/2005;;;;
4609430;977976;30/05/2005;;;;
4598287;439465;27/04/2005;;;;
17213156;9270194;29/01/2020;;;;
4602861;426087;12/04/2005;;;;
4605136;426087;01/01/2003;;;;
4635707;659888;13/02/2012;;;;
4632359;979639;22/07/2009;;;;
4607222;436938;03/10/2005;;;;
4625506;440395;12/01/2009;;;;
4636572;430683;12/01/2012;;;;
37514659;436829;28/03/2023;;;;
22756264;3191095;17/03/2021;;;;
18273961;467560;06/05/2020;;;;
19581217;467560;18/04/2007;;;;
6775268;455812;08/08/2002;;;;
4637281;432425;03/06/2011;;;;
4632266;432425;22/07/2009;;;;
4632777;432425;16/07/2009;;;;
4606339;1614463;12/12/2006;;;;
4611158;488444;16/02/2007;;;;
11062485;977347;17/03/2017;;;;
4610269;426462;19/02/2007;;;;
4603586;436211;19/07/2004;;;;
4594851;431299;24/11/2004;;;;
7049815;8162624;16/07/2013;;;;
7147281;429979;25/07/2013;;;;
6611730;507397;07/06/2013;;;;
15465320;507397;31/07/2019;;;;
4621275;432621;28/09/2010;;;;
4614808;432621;03/11/2006;;;;
4595345;426029;30/01/2001;;;;
15295133;426029;12/07/2019;;;;
4606547;426029;08/12/2004;;;;
4614089;3272380;21/11/2007;;;;
23368431;3272380;04/12/2019;;;;
7226801;427938;06/10/2010;;;;
4611650;486213;29/03/2007;;;;
4607752;506774;21/03/2005;;;;
15570346;426857;16/08/2019;;;;
4636549;488971;27/06/2011;;;;
4622130;932522;29/06/2011;;;;
4609533;486161;31/01/2011;;;;
4609531;486161;31/01/2011;;;;
7201939;451090;13/08/2013;;;;
5051441;471489;26/11/2012;;;;
4628327;428921;07/08/2012;;;;
4639027;426687;21/11/2011;;;;
4597935;426687;17/04/2012;;;;
23368420;438326;04/12/2019;;;;
4611472;427052;20/11/2006;;;;
4632889;434849;16/12/2011;;;;
4632886;434849;16/12/2011;;;;
12847427;1788558;11/05/2018;;;;
4640708;8125500;23/01/2012;;;;
4640875;663094;14/02/2012;;;;
4608933;432798;30/10/2007;;;;
4639665;967118;03/05/2012;;;;
11081975;1580869;14/06/2013;;;;
4597592;465344;10/04/2002;;;;
4605461;435455;12/07/2004;;;;
4641752;435455;03/05/2012;;;;
7270722;436928;25/05/2007;;;;
4641180;963260;07/06/2012;;;;
4610747;437341;21/11/2006;;;;
4602823;437341;14/09/2004;;;;
4634254;437513;04/05/2010;;;;
4632802;439633;12/08/2011;;;;
17680084;488405;10/03/2020;;;;
44712418;431212;07/05/2024;;;;
7700114;;14/01/2014;;;;
4604760;491482;09/11/2004;;;;
25543458;491482;02/09/2021;;;;
4603466;1503101;20/06/2011;;;;
11115595;433342;26/06/2003;;;;
4640475;752691;13/02/2012;;;;
7224866;427935;23/08/2013;;;;
4603448;487575;15/05/2004;;;;
15491562;432437;05/08/2019;;;;
15491563;432437;05/08/2019;;;;
8464274;466925;05/08/2014;;;;
4634850;431305;23/12/2010;;;;
22728777;435484;16/03/2021;;;;
4595786;438281;17/04/2003;;;;
4641845;8163270;17/04/2012;;;;
7251409;8163270;02/09/2013;;;;
4639977;659882;22/02/2012;;;;
4623999;438654;03/03/2008;;;;
30911777;9440394;26/03/2020;;;;
29224500;427011;28/01/2022;;;;
4625176;430685;06/01/2009;;;;
4625289;430685;06/01/2009;;;;
4612890;472388;17/09/2007;;;;
4607684;436378;17/12/2004;;;;
8087793;537960;17/04/2014;;;;
27430549;430297;21/11/2021;;;;
4642932;491158;11/07/2012;;;;
4635624;430477;17/12/2010;;;;
5714129;1577335;19/02/2013;;;;
10929635;1597498;17/02/2017;;;;
15246118;439506;08/07/2019;;;;
34476257;;17/10/2022;;;;
25240100;437493;16/08/2021;;;;
25365869;432428;24/08/2021;;;;
4631200;471335;11/02/2009;;;;
7764387;436874;29/01/2014;;;;
14656081;1611909;24/04/2019;;;;
4641641;1611909;27/02/2012;;;;
4629439;430090;17/12/2008;;;;
32184737;1598136;17/06/2022;;;;
4636777;8139897;18/11/2010;;;;
4602169;438170;08/12/2003;;;;
12932592;437064;05/06/2018;;;;
4805986;437064;15/10/2012;;;;
5156369;428720;11/12/2009;;;;
17508528;8174140;01/07/2013;;;;
4609659;3304065;01/02/2011;;;;
43383457;463078;15/02/2024;;;;
8759654;1625656;05/11/2014;;;;
12487057;1625656;05/02/2018;;;;
6189986;1625656;22/02/2013;;;;
4609754;434490;14/09/2005;;;;
22364306;434490;19/02/2021;;;;
44810977;3477505;15/05/2024;;;;
16518758;435879;19/11/2019;;;;
22841390;439498;23/03/2021;;;;
15388553;439498;24/07/2019;;;;
24868898;430925;22/07/2021;;;;
4617343;430925;01/06/2011;;;;
7847284;550119;20/02/2014;;;;
4639917;1611905;20/02/2012;;;;
4923777;439331;05/11/2012;;;;
10934471;439331;20/02/2017;;;;
4626474;488234;08/02/2008;;;;
4636504;490530;19/05/2011;;;;
25151477;638147;13/06/2017;;;;
4605820;487155;03/06/2004;;;;
4629854;489745;06/01/2009;;;;
4611399;475007;21/07/2009;;;;
4623916;499679;19/07/2012;;;;
4596535;439056;23/08/2002;;;;
17177009;439056;24/01/2020;;;;
4605492;486954;01/03/2006;;;;
4600396;752679;29/02/2012;;;;
6816212;439471;26/06/2013;;;;
4607746;463985;21/03/2005;;;;
4633056;436977;18/03/2010;;;;
4607162;431196;15/05/2006;;;;
7452721;3182459;30/10/2013;;;;
4630153;474599;10/02/2009;;;;
17293025;1580868;05/02/2020;;;;
10868243;1581181;06/02/2017;;;;
25741540;9207424;05/07/2019;;;;
4632262;478497;22/07/2009;;;;
38148899;487764;05/05/2023;;;;
12820625;478491;02/05/2018;;;;
18437513;9432433;19/05/2020;;;;
17373207;9092855;12/02/2020;;;;
24552737;453880;02/07/2021;;;;
8948291;441059;27/01/2015;;;;
8948293;441059;27/01/2015;;;;
4607267;430286;20/03/2007;;;;
36786017;9253178;16/02/2023;;;;
11627858;435522;24/07/2017;;;;
4639419;488477;17/02/2012;;;;
4601646;470082;24/05/2004;;;;
4605325;462704;30/01/2001;;;;
15755274;439867;06/09/2019;;;;
36843301;;21/02/2023;;;;
36823783;436852;20/02/2023;;;;
23845874;9537024;27/04/2021;;;;
5060693;932842;27/11/2012;;;;
4640881;430099;24/02/2012;;;;
24196595;;16/06/2021;;;;
4599219;435312;11/02/2005;;;;
8464286;3440057;05/08/2014;;;;
4601469;422210;21/07/2009;;;;
4606155;439880;11/07/2003;;;;
19898277;;28/08/2020;;;;
17192046;9295102;27/01/2020;;;;
22457378;9429829;25/02/2021;;;;
22457379;9429829;25/02/2021;;;;
44410340;9449983;19/04/2024;;;;
45605221;9449983;03/07/2024;;;;
11092242;1596550;23/03/2017;;;;
16550755;;19/09/2019;;;;
16534908;;21/11/2019;;;;
15880039;;19/09/2019;;;;
4610519;460837;01/02/2005;;;;
4603997;460837;21/07/2004;;;;
4629725;491800;13/08/2012;;;;
42123636;3318141;06/12/2023;;;;
4640670;1612221;14/03/2012;;;;
4604903;435658;03/08/2009;;;;
8948295;429983;27/01/2015;;;;
7224210;3321976;23/08/2013;;;;
4607482;430882;13/05/2009;;;;
4610137;430882;14/11/2006;;;;
38543782;962944;07/01/2022;;;;
4604215;436030;05/04/2002;;;;
4608141;457929;17/11/2005;;;;
4608136;437762;16/11/2005;;;;
4611161;433667;19/02/2007;;;;
4610790;433862;18/10/2006;;;;
4641079;786291;15/02/2012;;;;
36627299;472066;09/02/2023;;;;
4622112;461031;29/06/2011;;;;
4598638;461031;21/06/2011;;;;
4633643;467547;08/04/2010;;;;
4611427;431735;20/07/2006;;;;
4630963;427949;27/07/2009;;;;
4636503;427206;19/05/2011;;;;
4603655;457553;21/09/2004;;;;
4625493;430937;12/01/2009;;;;
4610869;432919;30/01/2006;;;;
7270723;437409;06/09/2013;;;;
10754658;694462;10/01/2017;;;;
4992849;694462;19/11/2012;;;;
22183793;3312695;06/02/2021;;;;
8856706;499321;11/01/2012;;;;
11193657;978939;16/07/2013;;;;
7531747;9140543;22/11/2013;;;;
4610993;494161;19/10/2006;;;;
4621359;;08/03/2011;;;;
4627627;935741;29/12/2009;;;;
4607857;932519;13/01/2010;;;;
4632107;426871;17/07/2009;;;;
4605043;486209;30/01/2001;;;;
15234289;9206457;05/07/2019;;;;
4610406;491480;26/06/2006;;;;
29589217;439078;16/02/2022;;;;
4614977;457399;25/06/2010;;;;
7681202;984378;08/01/2014;;;;
22774510;9436217;18/03/2021;;;;
12847425;1788557;11/05/2018;;;;
23348257;433894;28/04/2021;;;;
8948296;425836;27/01/2015;;;;
4607214;431045;29/07/2008;;;;
22929122;658280;30/03/2021;;;;
15522322;;08/08/2019;;;;
4599330;428721;06/12/2010;;;;
4626128;751721;13/06/2012;;;;
14840040;9194636;20/05/2019;;;;
4599179;489586;09/09/2002;;;;
6569491;8175428;04/06/2013;;;;
22847782;;24/03/2021;;;;
15509476;425497;06/08/2019;;;;
4613104;431295;16/05/2006;;;;
4626823;435529;16/03/2010;;;;
8747528;485950;20/03/2008;;;;
4624844;468890;21/01/2010;;;;
4611397;492104;21/07/2009;;;;
17373206;484504;12/02/2020;;;;
16701477;9390149;06/12/2019;;;;
42756264;982467;05/08/2014;;;;
8464284;982467;05/08/2014;;;;
4605886;436856;28/04/2004;;;;
18135778;436856;22/04/2020;;;;
24860897;3323575;22/07/2021;;;;
17846801;430119;25/03/2020;;;;
11741137;410084;16/08/2017;;;;
12357491;410084;06/01/2018;;;;
4597398;424945;30/01/2001;;;;
8236131;474814;03/06/2014;;;;
4614111;490484;03/11/2006;;;;
16787314;611911;28/11/2019;;;;
17201650;3640070;28/01/2020;;;;
16813186;425496;17/12/2019;;;;
7433201;506768;24/10/2013;;;;
7536866;461019;27/12/2007;;;;
4606218;497616;30/01/2001;;;;
14862854;497616;22/05/2019;;;;
22606838;497616;08/03/2021;;;;
4602132;435015;01/01/2002;;;;
17810274;9415096;23/03/2020;;;;
4601478;422209;21/07/2009;;;;
18437515;9432424;19/05/2020;;;;
14975075;9164222;05/06/2019;;;;
23346017;9417658;27/04/2021;;;;
15288129;9226947;11/07/2019;;;;
17404851;9407420;14/02/2020;;;;
17810276;9411582;23/03/2020;;;;
33013221;9280400;01/08/2022;;;;
4637962;504246;26/07/2011;;;;
18291878;426854;07/05/2020;;;;
22862506;435010;29/07/2005;;;;
14846466;9475260;20/05/2019;;;;
35630515;;15/12/2022;;;;
15565812;9083896;14/08/2019;;;;
25643969;9081018;08/09/2021;;;;
15499553;489798;05/08/2019;;;;
16714594;9173175;07/12/2019;;;;
4632268;436772;22/07/2009;;;;
4608066;463250;21/04/2008;;;;
23569060;9361048;11/05/2021;;;;
4594315;3283898;30/01/2001;;;;
4628035;432799;09/06/2008;;;;
16712036;9125506;07/12/2019;;;;
9161649;410082;09/06/2015;;;;
33949858;9141827;22/09/2022;;;;
36554688;9446470;07/02/2023;;;;
36533862;9446470;06/02/2023;;;;
36793063;9446470;17/02/2023;;;;
5653345;499996;11/02/2013;;;;
16655089;499996;02/12/2019;;;;
4602676;431256;23/11/2004;;;;
4594601;977335;25/08/2004;;;;
8455298;485948;31/07/2014;;;;
14842915;9215749;20/05/2019;;;;
29987940;9354630;07/03/2022;;;;
6586145;8172855;05/06/2013;;;;
4614082;427392;25/10/2007;;;;
37086818;9254143;06/03/2023;;;;
36650338;9254143;10/02/2023;;;;
38227941;427917;10/05/2023;;;;
36843312;427917;21/02/2023;;;;
4640806;466552;13/04/2012;;;;
4632273;427218;22/07/2009;;;;
4609036;438290;28/11/2005;;;;
8038017;984379;04/04/2014;;;;
11108699;984379;28/03/2017;;;;
4624045;462694;05/04/2011;;;;
4632259;432426;22/07/2009;;;;
15501492;496455;06/08/2019;;;;
44709218;486461;07/05/2024;;;;
28608756;9434306;28/12/2021;;;;
15505314;425649;06/08/2019;;;;
15522321;;01/08/2019;;;;
4614084;427919;25/10/2007;;;;
22088143;437037;02/02/2021;;;;
22101858;437037;01/02/2021;;;;
28923938;9131257;12/01/2022;;;;
30925219;9445827;20/04/2022;;;;
4635532;3285187;22/02/2011;;;;
40755627;9131575;06/02/2020;;;;
4614805;491406;03/11/2006;;;;
18437514;9432430;19/05/2020;;;;
36340275;9254138;26/01/2023;;;;
28807460;9133175;06/01/2022;;;;
28828897;;07/01/2022;;;;
22606840;9434304;08/03/2021;;;;
33535778;;31/08/2022;;;;
36870180;;22/02/2023;;;;
36533868;9446469;06/02/2023;;;;
4620323;9217658;14/03/2011;;;;
42902181;9209667;18/01/2024;;;;
32308271;9132216;23/06/2022;;;;
41354337;9047736;23/10/2023;;;;
15509474;;06/08/2019;;;;
22844915;;24/03/2021;;;;
22326178;9434300;17/02/2021;;;;
36975778;;28/02/2023;;;;
4633297;487172;20/07/2009;;;;
45728104;494368;03/05/2004;;;;
31652580;435084;20/05/2022;;;;
8875906;;02/07/2014;;;;
4635793;431195;02/08/2012;;;;
4597265;437651;20/08/2003;;;;
4627287;427400;07/03/2008;;;;
4631967;478494;13/03/2012;;;;
4633194;478494;28/07/2009;;;;
4632103;426869;17/07/2009;;;;
8411491;461072;17/07/2014;;;;
4632258;486763;22/07/2009;;;;
4632256;486763;22/07/2009;;;;
22878818;427012;25/03/2021;;;;
6281507;428949;01/01/2002;;;;
4601211;489651;19/04/2004;;;;
22173234;499811;05/02/2021;;;;
4632358;499811;22/07/2009;;;;
13919077;448705;02/01/2019;;;;
19416388;448705;25/07/2020;;;;
21972277;448705;22/01/2021;;;;
21674673;;29/12/2020;;;;
19416387;448705;25/07/2020;;;;
7878019;448318;27/02/2014;;;;
8330537;448318;25/06/2014;;;;
4640807;728360;13/04/2012;;;;
4603698;452711;04/05/2004;;;;
4597037;426985;30/01/2001;;;;
4614589;498000;13/03/2007;;;;
4643059;488157;20/02/2012;;;;
4643058;488157;20/02/2012;;;;
4607123;427390;29/07/2005;;;;
4605729;434585;01/01/2004;;;;
6574305;434917;06/01/2009;;;;
4614927;478505;19/04/2010;;;;
4611425;435689;20/07/2006;;;;
5760530;653809;26/02/2013;;;;
4611266;439279;10/02/2006;;;;
17201654;487559;28/01/2020;;;;
4632369;463192;22/07/2009;;;;
4606493;431401;07/02/2005;;;;
5144865;425514;09/03/2012;;;;
7443442;978615;28/10/2013;;;;
4614444;431124;18/09/2007;;;;
7852081;1578935;21/02/2014;;;;
6557649;489913;03/06/2013;;;;
4920532;467180;05/11/2012;;;;
4629146;487785;01/07/2008;;;;
4629145;487785;01/07/2008;;;;
20013154;436653;07/09/2020;;;;
4604823;8179257;06/02/2003;;;;
11012214;429865;06/06/2013;;;;
8272241;429865;12/06/2014;;;;
6628691;431378;10/06/2013;;;;
4608636;1068556;20/05/2005;;;;
41893866;465310;23/11/2023;;;;
4604943;472425;21/03/2005;;;;
4606603;472425;02/03/2006;;;;
4601642;435904;28/04/2004;;;;
4609300;1534462;06/07/2005;;;;
4633160;439674;23/12/2009;;;;
4627635;555879;17/02/2009;;;;
11655155;431809;28/07/2017;;;;
4608593;431809;17/01/2006;;;;
4612611;431809;21/11/2007;;;;
7953224;582470;17/03/2014;;;;
4623856;3581513;27/02/2008;;;;
4632639;3581513;30/06/2009;;;;
4637927;425903;10/02/2011;;;;
7340097;1289983;27/09/2013;;;;
7003411;728368;11/07/2013;;;;
23569058;436756;11/05/2021;;;;
4614341;430256;24/09/2007;;;;
4897828;432889;29/10/2012;;;;
4602624;432889;01/01/2003;;;;
