cc_cb_code;cc_cd_code;cc_creadat;cc_majdate;cc_majsrc;cc_abddate;cc_abdsrc
4608530;503655;16/01/2006;;;;
9265649;503655;17/08/2015;;;;
4625303;454460;06/01/2009;;;;
4599329;431572;06/12/2010;;;;
4604745;431572;20/07/2007;;;;
9959496;507205;29/04/2003;;;;
4612082;507205;13/04/2007;;;;
4602826;504542;15/09/2004;;;;
4638680;489885;22/11/2011;;;;
6584529;8172856;05/06/2013;;;;
4602866;462813;09/07/2004;;;;
4629860;462813;08/07/2008;;;;
4597613;462813;18/10/2004;;;;
22815206;3321987;22/03/2021;;;;
17443234;452038;18/02/2020;;;;
4604753;643247;24/07/2007;;;;
11092241;451799;31/05/2013;;;;
14838560;9049657;20/05/2019;;;;
7033171;8162944;15/07/2013;;;;
7033172;8162944;15/07/2013;;;;
24884577;494756;23/07/2021;;;;
4609711;430680;01/02/2011;;;;
4633221;467216;29/09/2009;;;;
6191569;1203911;17/04/2013;;;;
4630474;490369;22/09/2011;;;;
6779089;455812;24/06/2013;;;;
4632264;432425;22/07/2009;;;;
4608377;1614463;09/12/2004;;;;
6281511;3451583;25/04/2013;;;;
7269085;3451583;27/11/2012;;;;
4611159;488444;16/02/2007;;;;
11062483;977347;17/10/2013;;;;
7737523;977347;23/01/2014;;;;
4601070;509037;26/11/2003;;;;
4607250;507397;21/03/2005;;;;
4607249;507397;21/03/2005;;;;
4634566;507984;23/11/2010;;;;
21901537;429259;18/01/2021;;;;
4639852;965496;20/02/2012;;;;
10876928;425457;29/04/2013;;;;
4608191;466363;21/03/2005;;;;
4610270;426857;19/02/2007;;;;
4600501;436664;01/03/2010;;;;
4641031;452233;04/04/2012;;;;
4624937;427544;05/01/2010;;;;
4603201;441318;11/10/2004;;;;
6300051;544380;30/04/2013;;;;
4605437;496315;15/10/2004;;;;
6650817;496345;11/06/2013;;;;
15515020;;07/08/2019;;;;
4594318;429869;30/01/2001;;;;
4625966;982455;27/03/2008;;;;
6426769;440019;22/05/2013;;;;
4608827;434751;28/07/2005;;;;
4604905;436021;03/08/2009;;;;
30995298;438326;06/12/2012;;;;
4613982;472222;06/11/2007;;;;
4605764;434849;30/01/2001;;;;
26962985;408572;03/11/2021;;;;
4623610;435714;11/10/2010;;;;
4604828;663094;03/08/2009;;;;
7259816;967118;04/09/2013;;;;
4606014;497987;15/02/2006;;;;
4595942;497987;25/05/2004;;;;
31521703;486264;16/05/2022;;;;
34295458;9235609;06/10/2022;;;;
8350449;465344;01/07/2014;;;;
4598662;465344;21/06/2011;;;;
4641179;963260;07/06/2012;;;;
18296689;8293181;07/05/2020;;;;
4607683;8293181;17/12/2004;;;;
4603684;440538;27/09/2004;;;;
4613983;440538;06/11/2007;;;;
4614068;437513;19/07/2007;;;;
4632803;439633;12/08/2011;;;;
4622939;424454;10/01/2008;;;;
6055603;635273;04/04/2013;;;;
4633309;979645;20/07/2009;;;;
7786146;;05/02/2014;;;;
4632895;437003;19/12/2011;;;;
4596583;487793;20/01/2012;;;;
28951782;1503101;14/01/2022;;;;
4603468;1503101;20/06/2011;;;;
24843617;1503101;21/07/2021;;;;
4639361;437672;20/04/2012;;;;
4595018;431752;08/04/2002;;;;
4614712;434446;03/11/2006;;;;
4603581;431305;15/10/2004;;;;
4623003;431305;29/09/2010;;;;
15928690;435484;23/09/2019;;;;
16473633;435484;14/11/2019;;;;
23408116;427329;30/04/2021;;;;
4632353;427329;22/07/2009;;;;
4611562;460314;24/10/2006;;;;
4633212;432427;28/07/2009;;;;
4607865;432427;17/07/2009;;;;
4607562;432427;17/07/2009;;;;
4636098;432427;30/11/2010;;;;
11373457;;24/05/2017;;;;
12865713;8163270;16/05/2018;;;;
4601704;427374;28/05/2004;;;;
4603530;488357;04/06/2004;;;;
4626146;423509;21/05/2008;;;;
8931233;424776;16/01/2015;;;;
6639569;437502;10/06/2013;;;;
4616393;490499;03/12/2007;;;;
4616394;490499;03/12/2007;;;;
4612889;472388;17/09/2007;;;;
4623664;437340;25/01/2012;;;;
4614429;433719;08/08/2007;;;;
7201941;1625028;13/08/2013;;;;
4631367;3338942;24/06/2009;;;;
4641935;434606;27/02/2012;;;;
4633196;434606;28/07/2009;;;;
4633340;440441;21/04/2010;;;;
4612674;430477;06/06/2007;;;;
22815205;491668;22/03/2021;;;;
11097631;1577335;20/12/2013;;;;
18009969;437493;09/04/2020;;;;
17569970;432428;28/02/2020;;;;
6993171;454789;11/07/2013;;;;
44036900;436874;27/03/2024;;;;
8198418;436874;22/05/2014;;;;
42635324;;28/12/2023;;;;
4609831;436874;03/08/2005;;;;
8856705;461242;11/01/2012;;;;
4607885;426703;17/10/2005;;;;
4599605;418822;18/02/2011;;;;
5156371;428720;10/12/2012;;;;
4599554;428720;26/03/2002;;;;
16697633;463078;04/12/2019;;;;
12933779;1625656;05/06/2018;;;;
8688274;1625656;15/10/2014;;;;
4622726;453037;01/02/2010;;;;
7728038;;21/01/2014;;;;
4628146;461003;18/08/2010;;;;
27704097;472423;17/11/2005;;;;
16539905;439498;21/11/2019;;;;
4609920;550119;28/12/2005;;;;
6724690;439331;12/09/2003;;;;
26123034;492057;01/10/2021;;;;
4633931;488234;03/10/2011;;;;
29218659;;27/01/2022;;;;
29154350;;26/01/2022;;;;
9217058;459246;16/07/2015;;;;
4608143;431429;17/11/2005;;;;
4602597;436957;22/04/2005;;;;
4631471;437633;09/04/2009;;;;
11123655;1203619;30/03/2017;;;;
4633736;1583168;08/06/2012;;;;
7767345;429579;30/01/2014;;;;
4607796;3244535;13/12/2004;;;;
4595995;3244535;10/09/2002;;;;
4596032;3244535;30/01/2001;;;;
4625715;752679;29/02/2012;;;;
4596758;439471;06/10/2010;;;;
4609551;3308236;03/01/2008;;;;
4607745;463985;21/03/2005;;;;
4601653;438291;24/05/2004;;;;
7814305;488224;18/10/2005;;;;
4607163;431196;15/05/2006;;;;
4622657;3306949;03/02/2011;;;;
43805236;425653;21/09/2021;;;;
17396913;9224067;13/02/2020;;;;
4608146;457741;17/11/2005;;;;
13888049;1580868;26/12/2018;;;;
17283233;;04/02/2020;;;;
19888678;1580868;28/08/2020;;;;
22910506;1580868;29/03/2021;;;;
6055602;1581181;04/04/2013;;;;
10978636;435826;01/03/2017;;;;
8716754;982459;23/10/2014;;;;
17389475;9335739;13/02/2020;;;;
36538662;9165180;06/02/2023;;;;
16701488;9405823;06/12/2019;;;;
35527457;9253178;09/12/2022;;;;
4639279;1613818;21/02/2012;;;;
4639281;1613818;21/02/2012;;;;
4628427;;07/08/2012;;;;
4608433;428925;29/11/2005;;;;
31997537;436852;08/06/2022;;;;
36823784;436852;20/02/2023;;;;
22935139;3320381;30/03/2021;;;;
4610399;3375421;27/01/2006;;;;
4614817;932842;24/07/2007;;;;
4620974;932842;04/01/2008;;;;
4634288;494546;16/02/2010;;;;
4631504;422210;24/07/2009;;;;
4600450;427267;19/02/2010;;;;
4609869;424955;05/10/2005;;;;
17304708;430071;26/01/2011;;;;
17019281;9148220;11/07/2019;;;;
4634133;434171;31/03/2011;;;;
17681638;486786;10/03/2020;;;;
4610397;469002;26/01/2006;;;;
4604706;3307582;04/10/2004;;;;
16534909;;21/11/2019;;;;
4609799;1271744;30/07/2005;;;;
4608140;457927;17/11/2005;;;;
12933218;1528708;11/08/2017;;;;
4614717;3318141;03/11/2006;;;;
44101857;496343;29/03/2024;;;;
4606946;439253;08/04/2005;;;;
10939458;8162946;21/02/2017;;;;
8948294;429983;27/01/2015;;;;
4632106;427617;17/07/2009;;;;
4601829;433682;28/10/2010;;;;
4640754;663093;14/02/2012;;;;
4608594;429251;17/01/2006;;;;
6365014;8172220;14/05/2013;;;;
8756834;440917;04/11/2014;;;;
36650670;492791;10/02/2023;;;;
4604394;435086;03/07/2004;;;;
4642047;1788559;22/05/2012;;;;
5509329;977990;22/01/2013;;;;
7309940;974785;18/09/2013;;;;
4631013;431808;26/05/2011;;;;
4631012;431808;26/05/2011;;;;
7681509;431808;08/01/2014;;;;
7332369;433667;25/09/2013;;;;
7332370;433667;25/09/2013;;;;
4615490;3414137;12/10/2010;;;;
11023123;1577655;10/03/2017;;;;
8074695;491100;14/04/2014;;;;
4611428;426852;20/07/2006;;;;
4641523;654835;17/02/2012;;;;
4607380;426437;08/09/2009;;;;
6936866;1577989;08/07/2013;;;;
4610928;434414;18/10/2006;;;;
4614820;436840;24/07/2007;;;;
4631629;436587;20/08/2009;;;;
4632347;436587;22/07/2009;;;;
4630967;436587;27/07/2009;;;;
4627960;436587;16/07/2009;;;;
7417169;8159741;21/10/2013;;;;
4594379;436367;28/04/2004;;;;
4630964;427949;27/07/2009;;;;
4601466;427949;21/07/2009;;;;
4608506;437321;17/01/2006;;;;
22180931;3312695;05/02/2021;;;;
18027236;9537345;10/04/2020;;;;
22107959;432298;02/02/2021;;;;
7269698;463029;06/09/2013;;;;
4608828;457548;28/07/2005;;;;
31045873;8293183;27/09/2004;;;;
16584038;431025;26/11/2019;;;;
4600256;435317;13/01/2012;;;;
42901541;430284;18/01/2024;;;;
4631457;426871;24/07/2009;;;;
9398385;1134144;27/10/2015;;;;
15340561;;18/07/2019;;;;
4598362;434456;03/11/2008;;;;
25741539;436882;05/07/2019;;;;
8825617;485810;26/11/2014;;;;
7309951;975449;18/09/2013;;;;
4601970;484411;15/05/2004;;;;
4637243;3189176;10/02/2011;;;;
29171968;;26/01/2022;;;;
4626117;751724;13/06/2012;;;;
4595214;437519;19/02/2003;;;;
34295457;426052;06/10/2022;;;;
7295570;1580859;13/09/2013;;;;
7171635;658280;02/08/2013;;;;
6724689;435864;12/09/2003;;;;
22790537;8175428;19/03/2021;;;;
4614880;436903;11/06/2007;;;;
15512767;425497;07/08/2019;;;;
28951783;1503099;14/01/2022;;;;
4611234;427587;01/08/2006;;;;
6043747;480895;03/04/2013;;;;
6043751;480895;03/04/2013;;;;
4610868;467196;30/01/2006;;;;
4631513;455234;27/07/2009;;;;
17888076;9343746;30/03/2020;;;;
7515731;751725;19/11/2013;;;;
29388949;9142787;07/02/2022;;;;
29388948;9142787;07/02/2022;;;;
41893867;;23/11/2023;;;;
4621246;582469;28/09/2010;;;;
16701482;9391425;06/12/2019;;;;
4632270;486765;22/07/2009;;;;
4605885;436856;28/04/2004;;;;
4630076;468948;08/12/2009;;;;
4614804;430119;03/11/2006;;;;
10929640;;21/05/2013;;;;
15257633;611911;09/07/2019;;;;
15491558;425496;05/08/2019;;;;
4612445;426250;14/03/2006;;;;
7847282;506768;20/02/2014;;;;
41240099;9128387;17/10/2023;;;;
10929634;497616;26/08/2013;;;;
4630961;422209;27/07/2009;;;;
19349268;9190457;21/07/2020;;;;
4605491;486956;01/03/2006;;;;
9746707;1177978;15/03/2016;;;;
44352418;9253176;16/04/2024;;;;
15491564;;05/08/2019;;;;
15499555;489798;05/08/2019;;;;
16712034;9126139;07/12/2019;;;;
22554068;9435255;04/03/2021;;;;
33364902;9062789;22/08/2022;;;;
4634598;9164217;28/06/2010;;;;
22660898;;10/03/2021;;;;
4606625;427921;19/01/2007;;;;
37514980;9190145;28/03/2023;;;;
43169716;9252221;02/02/2024;;;;
36521061;;03/02/2023;;;;
14840041;9194617;20/05/2019;;;;
36586673;9446470;07/02/2023;;;;
36533870;9446470;06/02/2023;;;;
7166341;499996;31/07/2013;;;;
32302817;9133183;23/06/2022;;;;
22184161;;06/02/2021;;;;
21878838;489107;14/01/2021;;;;
4607220;469931;21/03/2005;;;;
4604623;469931;17/10/2011;;;;
4609866;432109;05/10/2005;;;;
4630965;436773;27/07/2009;;;;
4633294;432426;20/07/2009;;;;
15501490;;06/08/2019;;;;
4602489;434499;08/08/2002;;;;
6761828;489021;21/06/2013;;;;
30365219;9133496;24/03/2022;;;;
4601442;9140871;23/07/2012;;;;
18472676;9286150;22/05/2020;;;;
4637912;454793;30/09/2011;;;;
4640412;965502;17/02/2012;;;;
36538660;9243580;06/02/2023;;;;
33719482;;12/09/2022;;;;
17846779;491406;25/03/2020;;;;
18125534;491406;21/04/2020;;;;
17846802;491406;25/03/2020;;;;
4627286;427367;07/03/2008;;;;
11061157;;17/03/2017;;;;
4614896;;13/06/2007;;;;
17888078;9343739;30/03/2020;;;;
19763560;9109837;19/08/2020;;;;
4601439;;23/07/2012;;;;
33287784;9449978;17/08/2022;;;;
44410341;9449979;19/04/2024;;;;
15583779;9528721;19/08/2019;;;;
30276903;9243590;21/03/2022;;;;
36538663;9243590;06/02/2023;;;;
4623227;9217658;30/10/2008;;;;
34113698;9101820;28/09/2022;;;;
42151458;9179269;06/12/2023;;;;
28807459;9133498;06/01/2022;;;;
28807458;9133498;06/01/2022;;;;
22436897;9434297;24/02/2021;;;;
4633301;9345976;20/07/2009;;;;
7515738;751726;19/11/2013;;;;
11744489;461072;17/08/2017;;;;
12357492;461072;06/01/2018;;;;
4633293;486763;20/07/2009;;;;
6305170;8163263;30/04/2013;;;;
4608984;8163263;09/11/2004;;;;
14656082;8163263;24/04/2019;;;;
4604264;489651;26/03/2002;;;;
37990498;;25/04/2023;;;;
19174769;499811;07/07/2020;;;;
16615425;;28/11/2019;;;;
15936117;499811;24/09/2019;;;;
4637283;499811;03/06/2011;;;;
19352033;1577987;22/07/2020;;;;
4603519;463797;28/05/2004;;;;
21866673;;14/01/2021;;;;
21866674;;14/01/2021;;;;
26028578;;28/09/2021;;;;
4609233;460188;17/01/2012;;;;
4601973;547879;15/05/2004;;;;
5410450;426985;10/01/2013;;;;
6281509;426985;25/04/2013;;;;
36852899;426985;21/02/2023;;;;
4631451;416042;24/07/2009;;;;
4630301;416042;27/07/2009;;;;
7680881;491669;08/01/2014;;;;
4601213;436879;19/04/2004;;;;
4607470;427950;17/07/2009;;;;
4627980;427950;16/07/2009;;;;
4632362;422211;22/07/2009;;;;
4614424;470263;31/07/2007;;;;
4631998;434917;02/03/2009;;;;
4616392;434917;09/10/2007;;;;
5620132;478505;06/02/2013;;;;
8411490;478505;17/07/2014;;;;
9110161;478505;27/04/2015;;;;
9868036;1088381;03/08/2009;;;;
4596451;435689;30/01/2001;;;;
4610803;435689;04/02/2010;;;;
4597389;435689;30/01/2001;;;;
5455890;435689;16/01/2013;;;;
18020193;486925;10/04/2020;;;;
4610402;487559;27/01/2006;;;;
4610009;434185;13/09/2005;;;;
4596449;463192;20/08/2002;;;;
5146161;425514;07/12/2012;;;;
4601265;437540;12/04/2002;;;;
7847281;1578935;20/02/2014;;;;
18568084;489913;28/05/2020;;;;
4630673;467180;08/07/2008;;;;
4629147;487785;01/07/2008;;;;
4604335;436653;12/04/2002;;;;
4623981;436653;27/02/2008;;;;
37294499;429865;05/07/2002;;;;
33963313;3507901;28/05/2004;;;;
4621274;582467;28/09/2010;;;;
22988265;582467;02/04/2021;;;;
4611619;431809;06/02/2006;;;;
4611245;431809;06/02/2006;;;;
4611624;431809;06/02/2006;;;;
18273962;431809;06/05/2020;;;;
4611623;431809;06/02/2006;;;;
4611246;431809;06/02/2006;;;;
4611620;431809;06/02/2006;;;;
6855895;467930;28/03/2012;;;;
7164645;435704;31/07/2013;;;;
4629732;439828;13/08/2012;;;;
33995937;439828;23/09/2022;;;;
4632215;8048695;10/04/2009;;;;
4632214;8048695;10/04/2009;;;;
14420849;490651;25/03/2019;;;;
14979942;430256;06/06/2019;;;;
4603957;433702;28/06/2004;;;;
4629853;432909;06/01/2009;;;;
4607395;432909;20/05/2005;;;;
4616390;432909;09/10/2007;;;;
4601711;432909;06/07/2004;;;;
4608362;470060;22/10/2007;;;;
4636100;467178;03/05/2010;;;;
4610787;487171;18/10/2006;;;;
4614802;426856;03/11/2006;;;;
4609567;439451;16/01/2008;;;;
4602432;458100;10/02/2004;;;;
4603617;458100;13/04/2005;;;;
4630201;458100;11/05/2012;;;;
17192048;492591;27/01/2020;;;;
4610847;962939;30/08/2006;;;;
35599860;435867;14/12/2022;;;;
35630514;435867;15/12/2022;;;;
5059737;467186;27/11/2012;;;;
7258769;465124;03/09/2013;;;;
4604945;486054;24/03/2005;;;;
27629858;426414;25/11/2021;;;;
29242657;9340864;28/01/2022;;;;
7683460;435491;09/01/2014;;;;
5853969;435491;11/03/2013;;;;
4636101;463763;03/05/2010;;;;
17392996;405479;13/02/2020;;;;
4635217;1583170;26/01/2011;;;;
33875937;1583170;20/09/2022;;;;
4613406;431337;07/11/2007;;;;
4604643;436561;29/04/2003;;;;
7470305;426607;28/03/2012;;;;
4594709;486784;12/04/2002;;;;
16683608;486784;04/12/2019;;;;
4602560;438903;28/04/2004;;;;
4920225;556200;05/11/2012;;;;
4600013;3311423;04/10/2004;;;;
4595023;488107;12/04/2002;;;;
4595785;489820;15/01/2002;;;;
4611263;435339;10/02/2006;;;;
4604824;435339;15/10/2004;;;;
7340434;436943;27/09/2013;;;;
4597376;436943;04/09/2006;;;;
8506837;425169;21/08/2014;;;;
10839395;450126;03/09/2013;;;;
7264242;8163908;05/09/2013;;;;
18208033;431026;26/11/2019;;;;
4631225;436606;09/04/2009;;;;
4597936;489176;17/04/2012;;;;
4628065;436081;20/03/2008;;;;
8376386;436081;09/06/2008;;;;
4611649;432922;29/03/2007;;;;
4637395;491260;30/11/2010;;;;
22276289;431785;13/02/2021;;;;
10874660;431785;16/05/2013;;;;
15195906;431785;02/07/2019;;;;
15195907;431785;02/07/2019;;;;
4600979;431785;01/03/2005;;;;
4613099;500710;15/05/2006;;;;
4610998;433666;19/10/2006;;;;
4610997;433666;19/10/2006;;;;
4610995;433666;19/10/2006;;;;
8453361;439888;30/07/2014;;;;
34284898;426488;06/10/2022;;;;
4626150;426488;15/03/2010;;;;
14843892;9055097;20/05/2019;;;;
17910131;9420868;31/03/2020;;;;
18384353;9339588;15/05/2020;;;;
4609234;977341;17/01/2012;;;;
4636425;3305346;02/02/2011;;;;
4614966;3305346;21/08/2007;;;;
12373793;8172858;11/01/2018;;;;
12373794;;11/01/2018;;;;
10568049;8172858;14/05/2013;;;;
14862853;9430143;22/05/2019;;;;
18437516;9428864;19/05/2020;;;;
4604424;425910;30/01/2001;;;;
4603113;462461;14/05/2012;;;;
15234291;487529;05/07/2019;;;;
8448625;488608;29/07/2014;;;;
12933220;488608;11/08/2017;;;;
4639360;433868;20/04/2012;;;;
4610629;9525815;21/04/2006;;;;
23346018;9537666;27/04/2021;;;;
34328738;9537666;10/04/2020;;;;
26438817;430930;14/10/2021;;;;
4604730;436439;01/01/2004;;;;
4630359;488088;10/03/2009;;;;
4625508;430935;12/01/2009;;;;
4633073;3193339;08/04/2010;;;;
4594176;486637;19/01/2004;;;;
25887789;9088704;21/09/2021;;;;
9198481;432339;02/07/2015;;;;
4609664;432339;03/01/2008;;;;
8506835;441288;21/08/2014;;;;
4614914;3301500;25/09/2007;;;;
7155106;3301500;29/07/2013;;;;
17304705;9224087;06/02/2020;;;;
4604306;436056;08/01/2010;;;;
4636558;436056;01/04/2011;;;;
4601315;491109;12/09/2007;;;;
17910130;728361;31/03/2020;;;;
7201938;439474;13/08/2013;;;;
4643477;430411;02/02/2012;;;;
4609429;430411;27/05/2005;;;;
4609431;430411;30/05/2005;;;;
6574306;3329660;06/01/2009;;;;
4613533;437225;25/05/2007;;;;
4608786;489563;07/07/2005;;;;
4596863;489563;06/07/2005;;;;
7261331;490357;04/09/2013;;;;
4596755;463082;06/10/2010;;;;
33886177;461201;20/09/2022;;;;
21766833;430054;06/01/2021;;;;
45456418;765479;25/06/2024;;;;
28875298;430111;11/01/2022;;;;
28875301;430111;11/01/2022;;;;
28875300;430111;11/01/2022;;;;
4642556;1613495;09/05/2012;;;;
6475730;1625021;27/05/2013;;;;
4596864;491598;06/07/2005;;;;
4642094;437193;21/05/2012;;;;
4631958;663719;12/03/2012;;;;
4612903;492599;16/03/2012;;;;
4605493;508472;01/03/2006;;;;
6231889;508472;22/04/2013;;;;
4600308;434410;01/01/2002;;;;
17893825;431004;30/03/2020;;;;
4606952;473005;26/01/2007;;;;
16504365;473005;28/04/2004;;;;
4605887;8148224;28/04/2004;;;;
7675122;8148224;07/01/2014;;;;
7428626;436388;28/04/2004;;;;
4626402;490265;14/01/2008;;;;
4610966;469103;14/02/2007;;;;
4601974;430603;15/05/2004;;;;
12141602;456838;10/11/2017;;;;
4641296;433880;29/02/2012;;;;
19707242;501069;14/08/2020;;;;
4599171;431568;30/01/2001;;;;
4640675;463232;03/05/2012;;;;
4626464;463232;11/05/2012;;;;
4614419;490275;31/07/2007;;;;
4638863;433863;05/10/2011;;;;
4609400;503914;14/09/2005;;;;
7847285;440062;20/02/2014;;;;
4605326;432438;30/01/2001;;;;
4607682;977979;17/12/2004;;;;
4632159;977979;23/09/2009;;;;
4611341;977979;15/07/2009;;;;
45817697;490554;17/07/2024;;;;
28816746;;07/01/2022;;;;
8264289;431913;11/06/2014;;;;
17863747;9445508;26/03/2020;;;;
7328556;432181;05/06/2013;;;;
4604878;463261;30/08/2004;;;;
7027409;430729;15/07/2013;;;;
4607948;497768;24/10/2005;;;;
44813859;3432707;15/05/2024;;;;
4605489;3432707;01/03/2006;;;;
4606823;430473;19/01/2005;;;;
4609710;3300549;01/02/2011;;;;
30729383;509038;08/04/2022;;;;
4594520;509038;10/11/2004;;;;
4633072;509038;08/04/2010;;;;
4595929;437034;24/11/2006;;;;
4601977;459791;15/05/2004;;;;
4614454;984069;27/09/2007;;;;
4601700;984069;26/05/2004;;;;
45506663;426772;27/06/2024;;;;
7681507;503837;08/01/2014;;;;
38536417;457540;25/05/2023;;;;
4599293;430884;21/02/2005;;;;
4632769;8175426;23/11/2009;;;;
6757985;8175426;20/06/2013;;;;
4632354;;22/07/2009;;;;
4641490;1557816;21/02/2012;;;;
4607338;;12/10/2005;;;;
4596865;;07/07/2005;;;;
4607892;437883;18/10/2005;;;;
4605288;433112;26/06/2004;;;;
7138147;470504;23/07/2013;;;;
4601071;507193;09/12/2003;;;;
4609787;491563;04/01/2006;;;;
18472677;462897;22/05/2020;;;;
4603031;462897;23/04/2010;;;;
7371778;509046;08/10/2013;;;;
4602849;488261;04/05/2005;;;;
4623893;488261;26/07/2011;;;;
4633818;488261;03/12/2010;;;;
4632204;432908;08/01/2009;;;;
4598363;467928;03/11/2008;;;;
4613845;435706;05/07/2007;;;;
4607572;440211;27/02/2007;;;;
4633201;416045;28/07/2009;;;;
24913382;631399;26/07/2021;;;;
4603223;462168;04/08/2004;;;;
7410145;462168;17/10/2013;;;;
4613092;444380;15/05/2006;;;;
4609843;456711;26/10/2005;;;;
15513953;425673;07/08/2019;;;;
15538593;425673;09/08/2019;;;;
4630891;3300215;23/09/2009;;;;
6689173;3300215;14/06/2013;;;;
22180929;432343;05/02/2021;;;;
22082021;;30/01/2021;;;;
4596741;436831;23/01/2012;;;;
36654818;463403;10/02/2023;;;;
4628936;503655;12/11/2009;;;;
37385390;463996;21/03/2023;;;;
7728037;463996;21/01/2014;;;;
4607104;431572;14/01/2011;;;;
4604069;432345;10/07/2009;;;;
4613103;1528079;16/05/2006;;;;
4608638;489885;20/05/2005;;;;
4601476;427724;21/07/2009;;;;
4631511;427724;27/07/2009;;;;
10718191;8172856;02/01/2017;;;;
4632644;1764223;30/06/2009;;;;
4610374;434645;29/11/2006;;;;
4614881;434645;11/06/2007;;;;
4605049;454134;30/01/2001;;;;
4609961;454134;12/09/2005;;;;
44143777;452038;03/04/2024;;;;
13114581;452038;25/07/2018;;;;
4605266;452038;18/04/2003;;;;
22828261;452038;23/03/2021;;;;
4604748;434640;20/07/2007;;;;
15288132;9226623;11/07/2019;;;;
18161671;977976;24/04/2020;;;;
7437427;977976;25/10/2013;;;;
4627982;979639;16/07/2009;;;;
4639918;1611902;20/02/2012;;;;
4605637;437177;25/10/2004;;;;
4636156;467556;22/12/2010;;;;
4610398;973182;27/01/2006;;;;
38591778;436938;26/05/2023;;;;
22192778;436938;08/02/2021;;;;
4600300;430680;30/01/2001;;;;
4608139;457743;17/11/2005;;;;
11010729;426492;04/07/2013;;;;
8800691;467216;18/11/2014;;;;
4625305;431930;06/01/2009;;;;
17892209;464801;30/03/2020;;;;
4598465;3316857;23/08/2002;;;;
29211618;3316857;27/01/2022;;;;
29211617;3316857;27/01/2022;;;;
22756265;3191095;17/03/2021;;;;
45509232;3191095;27/06/2024;;;;
4627978;432425;16/07/2009;;;;
4601482;432425;21/07/2009;;;;
7373091;467171;08/10/2013;;;;
12933225;432808;05/06/2018;;;;
4603465;462695;20/06/2011;;;;
14233635;3451583;25/02/2019;;;;
29462817;3451583;09/02/2022;;;;
7410146;977347;17/10/2013;;;;
4605811;485955;19/04/2004;;;;
10801646;8162624;15/07/2013;;;;
6699410;429979;17/06/2013;;;;
4607256;507397;21/03/2005;;;;
4614087;441137;21/11/2007;;;;
4605884;430836;28/04/2004;;;;
10879154;425457;07/02/2017;;;;
4603850;509099;18/10/2004;;;;
4633299;492103;20/07/2009;;;;
4594124;471889;09/12/2003;;;;
4627605;435516;20/03/2008;;;;
4605321;452233;30/01/2001;;;;
10959715;439247;27/06/2014;;;;
4923778;496315;05/11/2012;;;;
4595058;496345;02/11/2004;;;;
15955587;496345;25/09/2019;;;;
4995441;496345;19/11/2012;;;;
4625843;430055;25/06/2008;;;;
15515021;;07/08/2019;;;;
4608604;451090;01/09/2010;;;;
4631909;426687;07/05/2009;;;;
4614908;426687;28/09/2007;;;;
4604901;436021;03/08/2009;;;;
6779091;971260;24/06/2013;;;;
34084901;430848;28/09/2022;;;;
16692233;432457;05/12/2019;;;;
4629852;489958;06/01/2009;;;;
11030147;408572;13/03/2017;;;;
4636426;435714;02/02/2011;;;;
4624271;438667;04/06/2008;;;;
4640709;8125500;23/01/2012;;;;
4639664;967118;03/05/2012;;;;
7222945;465344;22/08/2013;;;;
4630498;489799;26/01/2009;;;;
7574977;977989;04/12/2013;;;;
9864673;439650;22/04/2016;;;;
4604913;439650;03/08/2009;;;;
15376033;439249;22/07/2019;;;;
17589202;439249;03/03/2020;;;;
10801717;431412;21/01/2017;;;;
17398792;431412;14/02/2020;;;;
27206513;432437;13/11/2021;;;;
4601547;466925;22/07/2004;;;;
26731003;466925;26/10/2021;;;;
4609746;436420;14/09/2005;;;;
12806732;435484;27/04/2018;;;;
4599676;435484;18/04/2003;;;;
4635299;427329;26/11/2010;;;;
4610630;438281;21/04/2006;;;;
4598981;426800;30/01/2001;;;;
4614426;426800;31/07/2007;;;;
8803537;460314;19/11/2014;;;;
4607867;432427;17/07/2009;;;;
4633209;432427;28/07/2009;;;;
12461174;502359;29/01/2018;;;;
11082262;9067908;22/03/2017;;;;
34542819;467357;06/05/2020;;;;
15580345;9065022;17/08/2019;;;;
15288134;9227587;11/07/2019;;;;
10958426;481066;24/02/2017;;;;
4614662;490499;27/09/2007;;;;
4609794;490499;29/07/2005;;;;
4616395;427011;03/12/2007;;;;
4608200;486122;22/03/2005;;;;
4638157;436378;02/12/2011;;;;
4596416;537960;15/05/2009;;;;
11373458;439875;24/05/2017;;;;
4599094;489787;21/11/2002;;;;
4607375;434606;03/09/2009;;;;
10990478;971261;03/03/2017;;;;
5485331;1577019;01/03/2005;;;;
14842626;9216704;20/05/2019;;;;
4632025;416044;13/03/2012;;;;
19406130;430477;24/07/2020;;;;
5589666;412192;31/01/2013;;;;
7228369;1597498;26/08/2013;;;;
4614834;454789;25/09/2007;;;;
18457666;471335;20/05/2020;;;;
4607377;436874;03/09/2009;;;;
4607461;490600;06/08/2008;;;;
4602594;453450;22/04/2005;;;;
4631007;461242;26/05/2011;;;;
4595988;933163;04/12/2006;;;;
8889410;933163;19/12/2014;;;;
4609170;933163;27/06/2006;;;;
4610655;438170;14/11/2006;;;;
4599075;467358;30/01/2001;;;;
17319074;1582142;07/02/2020;;;;
4603512;430869;19/05/2004;;;;
44101858;435879;29/03/2024;;;;
30323376;472423;23/03/2022;;;;
