ps_code;ps_numero;ps_1;ps_2;ps_cs_code;ps_ti_code;ps_type;ps_fonct;ps_etat;ps_preaff;ps_comment;ps_creadat;ps_majdate;ps_majsrc;ps_abddate;ps_abdsrc
PS000000169049;8;FO000000250814;FO000000250670;16035331;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169051;9;FO000000250815;FO000000250671;16035331;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169053;10;FO000000250816;FO000000250672;16035331;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169055;11;FO000000250817;FO000000250673;16035331;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169057;0;FO000000250818;FO000000250674;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169059;1;FO000000250819;FO000000250675;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169061;2;FO000000250820;FO000000250676;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169063;3;FO000000250821;FO000000250677;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169065;4;FO000000250822;FO000000250678;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169067;5;FO000000250823;FO000000250679;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169069;6;FO000000250824;FO000000250680;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169071;7;FO000000250825;FO000000250681;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169073;8;FO000000250826;FO000000250682;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169075;9;FO000000250827;FO000000250683;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169077;10;FO000000250828;FO000000250684;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169079;11;FO000000250829;FO000000250685;16035332;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169081;0;FO000000250830;FO000000250686;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169083;1;FO000000250831;FO000000250687;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169085;2;FO000000250832;FO000000250688;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169087;3;FO000000250833;FO000000250689;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169089;4;FO000000250834;FO000000250690;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169091;5;FO000000250835;FO000000250691;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169093;6;FO000000250836;FO000000250692;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169095;7;FO000000250837;FO000000250693;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169097;8;FO000000250838;FO000000250694;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169099;9;FO000000250839;FO000000250695;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169101;10;FO000000250840;FO000000250696;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169103;11;FO000000250841;FO000000250697;16035333;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169105;0;FO000000250842;FO000000250698;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169107;1;FO000000250843;FO000000250699;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169109;2;FO000000250844;FO000000250700;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169111;3;FO000000250845;FO000000250701;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169113;4;FO000000250846;FO000000250702;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169115;5;FO000000250847;FO000000250703;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169117;6;FO000000250848;FO000000250704;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169119;7;FO000000250849;FO000000250705;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169121;8;FO000000250850;FO000000250706;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169123;9;FO000000250851;FO000000250707;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169125;10;FO000000250852;FO000000250708;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169127;11;FO000000250853;FO000000250709;16035334;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169129;0;FO000000250854;FO000000250710;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169131;1;FO000000250855;FO000000250711;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169133;2;FO000000250856;FO000000250712;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169135;3;FO000000250857;FO000000250713;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169137;4;FO000000250858;FO000000250714;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169139;5;FO000000250859;FO000000250715;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169141;6;FO000000250860;FO000000250716;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169143;7;FO000000250861;FO000000250717;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169145;8;FO000000250862;FO000000250718;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169147;9;FO000000250863;FO000000250719;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169149;10;FO000000250864;FO000000250720;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169151;11;FO000000250865;FO000000250721;16035335;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169153;0;FO000000251010;FO000000250866;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169154;1;FO000000251011;FO000000250867;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169155;2;FO000000251012;FO000000250868;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169156;3;FO000000251013;FO000000250869;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169157;4;FO000000251014;FO000000250870;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169158;5;FO000000251015;FO000000250871;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169159;6;FO000000251016;FO000000250872;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169160;7;FO000000251017;FO000000250873;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169161;8;FO000000251018;FO000000250874;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169162;9;FO000000251019;FO000000250875;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169163;10;FO000000251020;FO000000250876;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169164;11;FO000000251021;FO000000250877;16035291;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169165;0;FO000000251022;FO000000250878;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169166;1;FO000000251023;FO000000250879;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169167;2;FO000000251024;FO000000250880;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169168;3;FO000000251025;FO000000250881;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169169;4;FO000000251026;FO000000250882;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169170;5;FO000000251027;FO000000250883;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169171;6;FO000000251028;FO000000250884;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169172;7;FO000000251029;FO000000250885;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169173;8;FO000000251030;FO000000250886;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169174;9;FO000000251031;FO000000250887;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169175;10;FO000000251032;FO000000250888;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169176;11;FO000000251033;FO000000250889;16035300;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169177;0;FO000000251034;FO000000250890;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169178;1;FO000000251035;FO000000250891;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169179;2;FO000000251036;FO000000250892;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169180;3;FO000000251037;FO000000250893;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169181;4;FO000000251038;FO000000250894;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169182;5;FO000000251039;FO000000250895;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169183;6;FO000000251040;FO000000250896;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169184;7;FO000000251041;FO000000250897;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169185;8;FO000000251042;FO000000250898;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169186;9;FO000000251043;FO000000250899;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169187;10;FO000000251044;FO000000250900;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169188;11;FO000000251045;FO000000250901;16035301;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169189;0;FO000000251046;FO000000250902;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169190;1;FO000000251047;FO000000250903;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169191;2;FO000000251048;FO000000250904;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169192;3;FO000000251049;FO000000250905;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169193;4;FO000000251050;FO000000250906;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169194;5;FO000000251051;FO000000250907;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169195;6;FO000000251052;FO000000250908;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169196;7;FO000000251053;FO000000250909;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169197;8;FO000000251054;FO000000250910;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169198;9;FO000000251055;FO000000250911;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169199;10;FO000000251056;FO000000250912;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169200;11;FO000000251057;FO000000250913;16035292;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169201;0;FO000000251058;FO000000250914;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169202;1;FO000000251059;FO000000250915;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169203;2;FO000000251060;FO000000250916;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169204;3;FO000000251061;FO000000250917;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169205;4;FO000000251062;FO000000250918;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169206;5;FO000000251063;FO000000250919;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169207;6;FO000000251064;FO000000250920;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169208;7;FO000000251065;FO000000250921;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169209;8;FO000000251066;FO000000250922;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169210;9;FO000000251067;FO000000250923;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169211;10;FO000000251068;FO000000250924;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169212;11;FO000000251069;FO000000250925;16035302;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169213;0;FO000000251070;FO000000250926;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169214;1;FO000000251071;FO000000250927;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169215;2;FO000000251072;FO000000250928;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169216;3;FO000000251073;FO000000250929;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169217;4;FO000000251074;FO000000250930;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169218;5;FO000000251075;FO000000250931;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169219;6;FO000000251076;FO000000250932;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169220;7;FO000000251077;FO000000250933;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169221;8;FO000000251078;FO000000250934;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169222;9;FO000000251079;FO000000250935;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169223;10;FO000000251080;FO000000250936;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169224;11;FO000000251081;FO000000250937;16035293;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169225;0;FO000000251082;FO000000250938;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169226;1;FO000000251083;FO000000250939;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169227;2;FO000000251084;FO000000250940;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169228;3;FO000000251085;FO000000250941;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169229;4;FO000000251086;FO000000250942;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169230;5;FO000000251087;FO000000250943;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169231;6;FO000000251088;FO000000250944;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169232;7;FO000000251089;FO000000250945;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169233;8;FO000000251090;FO000000250946;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169234;9;FO000000251091;FO000000250947;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169235;10;FO000000251092;FO000000250948;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169236;11;FO000000251093;FO000000250949;16035294;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169237;0;FO000000251094;FO000000250950;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169238;1;FO000000251095;FO000000250951;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169239;2;FO000000251096;FO000000250952;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169240;3;FO000000251097;FO000000250953;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169241;4;FO000000251098;FO000000250954;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169242;5;FO000000251099;FO000000250955;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169243;6;FO000000251100;FO000000250956;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169244;7;FO000000251101;FO000000250957;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169245;8;FO000000251102;FO000000250958;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169246;9;FO000000251103;FO000000250959;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169247;10;FO000000251104;FO000000250960;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169248;11;FO000000251105;FO000000250961;16035295;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169249;0;FO000000251106;FO000000250962;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169250;1;FO000000251107;FO000000250963;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169251;2;FO000000251108;FO000000250964;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169252;3;FO000000251109;FO000000250965;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169253;4;FO000000251110;FO000000250966;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169254;5;FO000000251111;FO000000250967;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169255;6;FO000000251112;FO000000250968;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169256;7;FO000000251113;FO000000250969;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169257;8;FO000000251114;FO000000250970;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169258;9;FO000000251115;FO000000250971;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169259;10;FO000000251116;FO000000250972;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169260;11;FO000000251117;FO000000250973;16035296;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169261;0;FO000000251118;FO000000250974;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169262;1;FO000000251119;FO000000250975;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169263;2;FO000000251120;FO000000250976;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169264;3;FO000000251121;FO000000250977;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169265;4;FO000000251122;FO000000250978;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169266;5;FO000000251123;FO000000250979;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169267;6;FO000000251124;FO000000250980;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169268;7;FO000000251125;FO000000250981;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169269;8;FO000000251126;FO000000250982;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169270;9;FO000000251127;FO000000250983;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169271;10;FO000000251128;FO000000250984;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169272;11;FO000000251129;FO000000250985;16035297;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169273;0;FO000000251130;FO000000250986;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169274;1;FO000000251131;FO000000250987;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169275;2;FO000000251132;FO000000250988;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169276;3;FO000000251133;FO000000250989;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169277;4;FO000000251134;FO000000250990;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169278;5;FO000000251135;FO000000250991;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169279;6;FO000000251136;FO000000250992;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169280;7;FO000000251137;FO000000250993;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169281;8;FO000000251138;FO000000250994;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169282;9;FO000000251139;FO000000250995;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169283;10;FO000000251140;FO000000250996;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169284;11;FO000000251141;FO000000250997;16035298;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169285;0;FO000000251142;FO000000250998;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169286;1;FO000000251143;FO000000250999;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169287;2;FO000000251144;FO000000251000;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169288;3;FO000000251145;FO000000251001;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169289;4;FO000000251146;FO000000251002;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169290;5;FO000000251147;FO000000251003;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169291;6;FO000000251148;FO000000251004;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169292;7;FO000000251149;FO000000251005;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169293;8;FO000000251150;FO000000251006;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169294;9;FO000000251151;FO000000251007;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169295;10;FO000000251152;FO000000251008;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169296;11;FO000000251153;FO000000251009;16035299;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169297;0;FO000000251154;FO000000251010;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169299;1;FO000000251155;FO000000251011;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169301;2;FO000000251156;FO000000251012;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169303;3;FO000000251157;FO000000251013;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169305;4;FO000000251158;FO000000251014;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169307;5;FO000000251159;FO000000251015;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169309;6;FO000000251160;FO000000251016;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169311;7;FO000000251161;FO000000251017;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169313;8;FO000000251162;FO000000251018;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169315;9;FO000000251163;FO000000251019;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169317;10;FO000000251164;FO000000251020;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169319;11;FO000000251165;FO000000251021;16035279;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169321;0;FO000000251166;FO000000251022;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169323;1;FO000000251167;FO000000251023;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169325;2;FO000000251168;FO000000251024;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169327;3;FO000000251169;FO000000251025;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169329;4;FO000000251170;FO000000251026;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169331;5;FO000000251171;FO000000251027;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169333;6;FO000000251172;FO000000251028;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169335;7;FO000000251173;FO000000251029;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169337;8;FO000000251174;FO000000251030;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169339;9;FO000000251175;FO000000251031;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169341;10;FO000000251176;FO000000251032;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169343;11;FO000000251177;FO000000251033;16035288;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169345;0;FO000000251178;FO000000251034;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169347;1;FO000000251179;FO000000251035;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169349;2;FO000000251180;FO000000251036;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169351;3;FO000000251181;FO000000251037;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169353;4;FO000000251182;FO000000251038;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169355;5;FO000000251183;FO000000251039;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169357;6;FO000000251184;FO000000251040;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169359;7;FO000000251185;FO000000251041;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169361;8;FO000000251186;FO000000251042;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169363;9;FO000000251187;FO000000251043;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169365;10;FO000000251188;FO000000251044;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169367;11;FO000000251189;FO000000251045;16035289;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169369;0;FO000000251190;FO000000251046;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169371;1;FO000000251191;FO000000251047;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169373;2;FO000000251192;FO000000251048;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169375;3;FO000000251193;FO000000251049;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169377;4;FO000000251194;FO000000251050;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169379;5;FO000000251195;FO000000251051;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169381;6;FO000000251196;FO000000251052;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169383;7;FO000000251197;FO000000251053;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169385;8;FO000000251198;FO000000251054;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169387;9;FO000000251199;FO000000251055;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169389;10;FO000000251200;FO000000251056;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169391;11;FO000000251201;FO000000251057;16035280;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169393;0;FO000000251202;FO000000251058;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169395;1;FO000000251203;FO000000251059;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169397;2;FO000000251204;FO000000251060;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169399;3;FO000000251205;FO000000251061;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169401;4;FO000000251206;FO000000251062;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169403;5;FO000000251207;FO000000251063;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169405;6;FO000000251208;FO000000251064;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169407;7;FO000000251209;FO000000251065;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169409;8;FO000000251210;FO000000251066;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169411;9;FO000000251211;FO000000251067;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169413;10;FO000000251212;FO000000251068;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169415;11;FO000000251213;FO000000251069;16035290;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169417;0;FO000000251214;FO000000251070;16035281;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169419;1;FO000000251215;FO000000251071;16035281;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169421;2;FO000000251216;FO000000251072;16035281;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169423;3;FO000000251217;FO000000251073;16035281;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169425;4;FO000000251218;FO000000251074;16035281;;SFU;EP;;;;05/07/2023 00:00;;;;
PS000000169427;5;FO000000251219;FO000000251075;16035281;;SFU;EP;;;;05/07/2023 00:00;;;;
